?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000043885_CNSOverLung>	"Slc36a4"
<http://example.org/onto/individual/ENSMUSG00000033857_CNSOverLung>	"Engase"
<http://example.org/onto/individual/ENSMUSG00000031647_CNSOverLung>	"Mfap3l"
<http://example.org/onto/individual/ENSMUSG00000032013_CNSOverLung>	"Trim29"
<http://example.org/onto/individual/ENSMUSG00000068876_CNSOverLung>	"Cgn"
<http://example.org/onto/individual/ENSMUSG00000033883_CNSOverLung>	"D3Ertd254e"
<http://example.org/onto/individual/ENSMUSG00000030761_CNSOverLung>	"Myo7a"
<http://example.org/onto/individual/ENSMUSG00000049717_CNSOverLung>	"Lig4"
<http://example.org/onto/individual/ENSMUSG00000049130_CNSOverLung>	"C5ar1"
<http://example.org/onto/individual/ENSMUSG00000053819_CNSOverLung>	"Camk2d"
<http://example.org/onto/individual/ENSMUSG00000045312_CNSOverLung>	"Lhfpl2"
<http://example.org/onto/individual/ENSMUSG00000072572_CNSOverLung>	"Slc39a2"
<http://example.org/onto/individual/ENSMUSG00000034617_CNSOverLung>	"Mtrr"
<http://example.org/onto/individual/ENSMUSG00000032633_CNSOverLung>	"Flcn"
<http://example.org/onto/individual/ENSMUSG00000030742_CNSOverLung>	"Lat"
<http://example.org/onto/individual/ENSMUSG00000057554_CNSOverLung>	"Lgals8"
<http://example.org/onto/individual/ENSMUSG00000056234_CNSOverLung>	"Ncoa4"
<http://example.org/onto/individual/ENSMUSG00000047222_CNSOverLung>	"Rnase2a"
<http://example.org/onto/individual/ENSMUSG00000040564_CNSOverLung>	"Apoc1"
<http://example.org/onto/individual/ENSMUSG00000034858_CNSOverLung>	"Fam214a"
<http://example.org/onto/individual/ENSMUSG00000032477_CNSOverLung>	"Cdc25a"
<http://example.org/onto/individual/ENSMUSG00000041695_CNSOverLung>	"Kcnj2"
<http://example.org/onto/individual/ENSMUSG00000040828_CNSOverLung>	"Catsperd"
<http://example.org/onto/individual/ENSMUSG00000032500_CNSOverLung>	"Dclk3"
<http://example.org/onto/individual/ENSMUSG00000045932_CNSOverLung>	"Ifit2"
<http://example.org/onto/individual/ENSMUSG00000060935_CNSOverLung>	"Tmem263"
<http://example.org/onto/individual/ENSMUSG00000102428_CNSOverLung>	"Pcdhga12"
<http://example.org/onto/individual/ENSMUSG00000062310_CNSOverLung>	"Glrp1"
<http://example.org/onto/individual/ENSMUSG00000027242_CNSOverLung>	"Wdr76"
<http://example.org/onto/individual/ENSMUSG00000002190_CNSOverLung>	"Clgn"
<http://example.org/onto/individual/ENSMUSG00000028278_CNSOverLung>	"Rragd"
<http://example.org/onto/individual/ENSMUSG00000036391_CNSOverLung>	"Sec24a"
<http://example.org/onto/individual/ENSMUSG00000039886_CNSOverLung>	"Tmem120a"
<http://example.org/onto/individual/ENSMUSG00000069184_CNSOverLung>	"Zfp72"
<http://example.org/onto/individual/ENSMUSG00000028602_CNSOverLung>	"Tnfrsf8"
<http://example.org/onto/individual/ENSMUSG00000094786_CNSOverLung>	"Gm14403"
<http://example.org/onto/individual/ENSMUSG00000021477_CNSOverLung>	"Ctsl"
<http://example.org/onto/individual/ENSMUSG00000013523_CNSOverLung>	"Bcas1"
<http://example.org/onto/individual/ENSMUSG00000036833_CNSOverLung>	"Pnpla7"
<http://example.org/onto/individual/ENSMUSG00000019302_CNSOverLung>	"Atp6v0a1"
<http://example.org/onto/individual/ENSMUSG00000011427_CNSOverLung>	"Zfp790"
<http://example.org/onto/individual/ENSMUSG00000036533_CNSOverLung>	"Cdc42ep3"
<http://example.org/onto/individual/ENSMUSG00000064215_CNSOverLung>	"Ifi27"
<http://example.org/onto/individual/ENSMUSG00000050957_CNSOverLung>	"Insl6"
<http://example.org/onto/individual/ENSMUSG00000015568_CNSOverLung>	"Lpl"
<http://example.org/onto/individual/ENSMUSG00000043008_CNSOverLung>	"Klhl6"
<http://example.org/onto/individual/ENSMUSG00000050503_CNSOverLung>	"Fbxl22"
<http://example.org/onto/individual/ENSMUSG00000055493_CNSOverLung>	"Epm2a"
<http://example.org/onto/individual/ENSMUSG00000024228_CNSOverLung>	"Nudt12"
<http://example.org/onto/individual/ENSMUSG00000000275_CNSOverLung>	"Trim25"
<http://example.org/onto/individual/ENSMUSG00000029722_CNSOverLung>	"Agfg2"
<http://example.org/onto/individual/ENSMUSG00000030731_CNSOverLung>	"Syt3"
<http://example.org/onto/individual/ENSMUSG00000038279_CNSOverLung>	"Nop2"
<http://example.org/onto/individual/ENSMUSG00000016262_CNSOverLung>	"Sertad4"
<http://example.org/onto/individual/ENSMUSG00000021003_CNSOverLung>	"Galc"
<http://example.org/onto/individual/ENSMUSG00000061175_CNSOverLung>	"Fnip2"
<http://example.org/onto/individual/ENSMUSG00000047649_CNSOverLung>	"Cd3eap"
<http://example.org/onto/individual/ENSMUSG00000033458_CNSOverLung>	"Fan1"
<http://example.org/onto/individual/ENSMUSG00000041426_CNSOverLung>	"Hibch"
<http://example.org/onto/individual/ENSMUSG00000020053_CNSOverLung>	"Igf1"
<http://example.org/onto/individual/ENSMUSG00000021713_CNSOverLung>	"Ppwd1"
<http://example.org/onto/individual/ENSMUSG00000033852_CNSOverLung>	"Gm28042"
<http://example.org/onto/individual/ENSMUSG00000034875_CNSOverLung>	"Nudt19"
<http://example.org/onto/individual/ENSMUSG00000072663_CNSOverLung>	"Spef2"
<http://example.org/onto/individual/ENSMUSG00000049285_CNSOverLung>	"Mblac1"
<http://example.org/onto/individual/ENSMUSG00000054708_CNSOverLung>	"Ankrd24"
<http://example.org/onto/individual/ENSMUSG00000031562_CNSOverLung>	"Dctd"
<http://example.org/onto/individual/ENSMUSG00000061410_CNSOverLung>	"Zcchc14"
<http://example.org/onto/individual/ENSMUSG00000042607_CNSOverLung>	"Asb4"
<http://example.org/onto/individual/ENSMUSG00000027750_CNSOverLung>	"Postn"
<http://example.org/onto/individual/ENSMUSG00000023147_CNSOverLung>	"Wrb"
<http://example.org/onto/individual/ENSMUSG00000066071_CNSOverLung>	"Cyp4a12a"
<http://example.org/onto/individual/ENSMUSG00000028718_CNSOverLung>	"Stil"
<http://example.org/onto/individual/ENSMUSG00000026110_CNSOverLung>	"Mgat4a"
<http://example.org/onto/individual/ENSMUSG00000092118_CNSOverLung>	"Fancf"
<http://example.org/onto/individual/ENSMUSG00000044080_CNSOverLung>	"S100a1"
<http://example.org/onto/individual/ENSMUSG00000037827_CNSOverLung>	"Gm5884"
<http://example.org/onto/individual/ENSMUSG00000019055_CNSOverLung>	"Plod1"
<http://example.org/onto/individual/ENSMUSG00000031487_CNSOverLung>	"Brf2"
<http://example.org/onto/individual/ENSMUSG00000039253_CNSOverLung>	"Fn3krp"
<http://example.org/onto/individual/ENSMUSG00000022853_CNSOverLung>	"Ehhadh"
<http://example.org/onto/individual/ENSMUSG00000026664_CNSOverLung>	"Phyh"
<http://example.org/onto/individual/ENSMUSG00000027715_CNSOverLung>	"Ccna2"
<http://example.org/onto/individual/ENSMUSG00000044626_CNSOverLung>	"Liph"
<http://example.org/onto/individual/ENSMUSG00000055313_CNSOverLung>	"Pgbd1"
<http://example.org/onto/individual/ENSMUSG00000030088_CNSOverLung>	"Aldh1l1"
<http://example.org/onto/individual/ENSMUSG00000024371_CNSOverLung>	"C2"
<http://example.org/onto/individual/ENSMUSG00000038024_CNSOverLung>	"Dennd4c"
<http://example.org/onto/individual/ENSMUSG00000007097_CNSOverLung>	"Atp1a2"
<http://example.org/onto/individual/ENSMUSG00000023960_CNSOverLung>	"Enpp5"
<http://example.org/onto/individual/ENSMUSG00000022526_CNSOverLung>	"Zfp251"
<http://example.org/onto/individual/ENSMUSG00000027428_CNSOverLung>	"Rbbp9"
<http://example.org/onto/individual/ENSMUSG00000036667_CNSOverLung>	"Tcaf1"
<http://example.org/onto/individual/ENSMUSG00000040537_CNSOverLung>	"Adam22"
<http://example.org/onto/individual/ENSMUSG00000051504_CNSOverLung>	"Siglech"
<http://example.org/onto/individual/ENSMUSG00000025019_CNSOverLung>	"Lcor"
<http://example.org/onto/individual/ENSMUSG00000037370_CNSOverLung>	"Enpp1"
<http://example.org/onto/individual/ENSMUSG00000002233_CNSOverLung>	"Rhoc"
<http://example.org/onto/individual/ENSMUSG00000035125_CNSOverLung>	"Gcfc2"
<http://example.org/onto/individual/ENSMUSG00000026390_CNSOverLung>	"Marco"
<http://example.org/onto/individual/ENSMUSG00000021069_CNSOverLung>	"Pygl"
<http://example.org/onto/individual/ENSMUSG00000030337_CNSOverLung>	"Vamp1"
<http://example.org/onto/individual/ENSMUSG00000028641_CNSOverLung>	"P3h1"
<http://example.org/onto/individual/ENSMUSG00000020017_CNSOverLung>	"Hal"
<http://example.org/onto/individual/ENSMUSG00000003585_CNSOverLung>	"Sec14l2"
<http://example.org/onto/individual/ENSMUSG00000001348_CNSOverLung>	"Acp5"
<http://example.org/onto/individual/ENSMUSG00000072618_CNSOverLung>	"Gm10384"
<http://example.org/onto/individual/ENSMUSG00000026383_CNSOverLung>	"Epb4.1l5"
<http://example.org/onto/individual/ENSMUSG00000026153_CNSOverLung>	"Fam135a"
<http://example.org/onto/individual/ENSMUSG00000028859_CNSOverLung>	"Csf3r"
<http://example.org/onto/individual/ENSMUSG00000061578_CNSOverLung>	"Ksr2"
<http://example.org/onto/individual/ENSMUSG00000039013_CNSOverLung>	"Siglecf"
<http://example.org/onto/individual/ENSMUSG00000023262_CNSOverLung>	"Acy1"
<http://example.org/onto/individual/ENSMUSG00000041329_CNSOverLung>	"Atp1b2"
<http://example.org/onto/individual/ENSMUSG00000037820_CNSOverLung>	"Tgm2"
<http://example.org/onto/individual/ENSMUSG00000072115_CNSOverLung>	"Ang"
<http://example.org/onto/individual/ENSMUSG00000042417_CNSOverLung>	"Ccno"
<http://example.org/onto/individual/ENSMUSG00000027221_CNSOverLung>	"Chst1"
<http://example.org/onto/individual/ENSMUSG00000027469_CNSOverLung>	"Tpx2"
<http://example.org/onto/individual/ENSMUSG00000029073_CNSOverLung>	"Cptp"
<http://example.org/onto/individual/ENSMUSG00000046761_CNSOverLung>	"Fam83h"
<http://example.org/onto/individual/ENSMUSG00000037849_CNSOverLung>	"Gm4955"
<http://example.org/onto/individual/ENSMUSG00000019558_CNSOverLung>	"Slc6a8"
<http://example.org/onto/individual/ENSMUSG00000021578_CNSOverLung>	"Ccdc127"
<http://example.org/onto/individual/ENSMUSG00000027848_CNSOverLung>	"Olfml3"
<http://example.org/onto/individual/ENSMUSG00000029344_CNSOverLung>	"Tpst2"
<http://example.org/onto/individual/ENSMUSG00000020818_CNSOverLung>	"Mfsd11"
<http://example.org/onto/individual/ENSMUSG00000040957_CNSOverLung>	"Cables1"
<http://example.org/onto/individual/ENSMUSG00000030659_CNSOverLung>	"Nucb2"
<http://example.org/onto/individual/ENSMUSG00000040658_CNSOverLung>	"Dnph1"
<http://example.org/onto/individual/ENSMUSG00000076435_CNSOverLung>	"Acsf2"
<http://example.org/onto/individual/ENSMUSG00000020085_CNSOverLung>	"Aifm2"
<http://example.org/onto/individual/ENSMUSG00000006932_CNSOverLung>	"Ctnnb1"
<http://example.org/onto/individual/ENSMUSG00000019312_CNSOverLung>	"Grb7"
<http://example.org/onto/individual/ENSMUSG00000035228_CNSOverLung>	"Ccdc106"
<http://example.org/onto/individual/ENSMUSG00000026688_CNSOverLung>	"Mgst3"
<http://example.org/onto/individual/ENSMUSG00000004151_CNSOverLung>	"Etv1"
<http://example.org/onto/individual/ENSMUSG00000033739_CNSOverLung>	"Fkbpl"
<http://example.org/onto/individual/ENSMUSG00000055254_CNSOverLung>	"Ntrk2"
<http://example.org/onto/individual/ENSMUSG00000046876_CNSOverLung>	"Atxn1"
<http://example.org/onto/individual/ENSMUSG00000068129_CNSOverLung>	"Cst7"
<http://example.org/onto/individual/ENSMUSG00000025950_CNSOverLung>	"Idh1"
<http://example.org/onto/individual/ENSMUSG00000030047_CNSOverLung>	"Arhgap25"
<http://example.org/onto/individual/ENSMUSG00000042115_CNSOverLung>	"Klhdc8a"
<http://example.org/onto/individual/ENSMUSG00000039652_CNSOverLung>	"Cpeb3"
<http://example.org/onto/individual/ENSMUSG00000035919_CNSOverLung>	"Bbs9"
<http://example.org/onto/individual/ENSMUSG00000037972_CNSOverLung>	"Snn"
<http://example.org/onto/individual/ENSMUSG00000014905_CNSOverLung>	"Dnajb9"
<http://example.org/onto/individual/ENSMUSG00000040522_CNSOverLung>	"Tlr8"
<http://example.org/onto/individual/ENSMUSG00000035158_CNSOverLung>	"Mitf"
<http://example.org/onto/individual/ENSMUSG00000079484_CNSOverLung>	"Phyhd1"
<http://example.org/onto/individual/ENSMUSG00000026779_CNSOverLung>	"Mastl"
<http://example.org/onto/individual/ENSMUSG00000032382_CNSOverLung>	"Snx1"
<http://example.org/onto/individual/ENSMUSG00000020808_CNSOverLung>	"Fam64a"
<http://example.org/onto/individual/ENSMUSG00000025738_CNSOverLung>	"Fbxl16"
<http://example.org/onto/individual/ENSMUSG00000032135_CNSOverLung>	"Mcam"
<http://example.org/onto/individual/ENSMUSG00000029095_CNSOverLung>	"Ablim2"
<http://example.org/onto/individual/ENSMUSG00000046186_CNSOverLung>	"Cd109"
<http://example.org/onto/individual/ENSMUSG00000001999_CNSOverLung>	"Blvra"
<http://example.org/onto/individual/ENSMUSG00000044337_CNSOverLung>	"Ackr3"
<http://example.org/onto/individual/ENSMUSG00000053716_CNSOverLung>	"Dusp7"
<http://example.org/onto/individual/ENSMUSG00000041995_CNSOverLung>	"Zbed3"
<http://example.org/onto/individual/ENSMUSG00000000359_CNSOverLung>	"Rem1"
<http://example.org/onto/individual/ENSMUSG00000090641_CNSOverLung>	"Zfp712"
<http://example.org/onto/individual/ENSMUSG00000033430_CNSOverLung>	"Terf2ip"
<http://example.org/onto/individual/ENSMUSG00000056476_CNSOverLung>	"Med12l"
<http://example.org/onto/individual/ENSMUSG00000035234_CNSOverLung>	"Fam175a"
<http://example.org/onto/individual/ENSMUSG00000019732_CNSOverLung>	"Calr3"
<http://example.org/onto/individual/ENSMUSG00000005397_CNSOverLung>	"Nid1"
<http://example.org/onto/individual/ENSMUSG00000036975_CNSOverLung>	"Tmem177"
<http://example.org/onto/individual/ENSMUSG00000024791_CNSOverLung>	"Cdca5"
<http://example.org/onto/individual/ENSMUSG00000020728_CNSOverLung>	"Cep112"
<http://example.org/onto/individual/ENSMUSG00000034311_CNSOverLung>	"Kif4"
<http://example.org/onto/individual/ENSMUSG00000034538_CNSOverLung>	"Zfp418"
<http://example.org/onto/individual/ENSMUSG00000050890_CNSOverLung>	"Pdik1l"
<http://example.org/onto/individual/ENSMUSG00000025151_CNSOverLung>	"Maged1"
<http://example.org/onto/individual/ENSMUSG00000027322_CNSOverLung>	"Siglec1"
<http://example.org/onto/individual/ENSMUSG00000045502_CNSOverLung>	"Hcar2"
<http://example.org/onto/individual/ENSMUSG00000055305_CNSOverLung>	"Zfp93"
<http://example.org/onto/individual/ENSMUSG00000039831_CNSOverLung>	"Arhgap29"
<http://example.org/onto/individual/ENSMUSG00000026712_CNSOverLung>	"Mrc1"
<http://example.org/onto/individual/ENSMUSG00000047786_CNSOverLung>	"Lix1"
<http://example.org/onto/individual/ENSMUSG00000028175_CNSOverLung>	"Depdc1a"
<http://example.org/onto/individual/ENSMUSG00000001768_CNSOverLung>	"Rin2"
<http://example.org/onto/individual/ENSMUSG00000051111_CNSOverLung>	"Sv2c"
<http://example.org/onto/individual/ENSMUSG00000027624_CNSOverLung>	"Epb4.1l1"
<http://example.org/onto/individual/ENSMUSG00000032890_CNSOverLung>	"Rims3"
<http://example.org/onto/individual/ENSMUSG00000055013_CNSOverLung>	"Agap1"
<http://example.org/onto/individual/ENSMUSG00000030162_CNSOverLung>	"Olr1"
<http://example.org/onto/individual/ENSMUSG00000049265_CNSOverLung>	"Kcnk3"
<http://example.org/onto/individual/ENSMUSG00000029761_CNSOverLung>	"Cald1"
<http://example.org/onto/individual/ENSMUSG00000034157_CNSOverLung>	"Cipc"
<http://example.org/onto/individual/ENSMUSG00000038843_CNSOverLung>	"Gcnt1"
<http://example.org/onto/individual/ENSMUSG00000022756_CNSOverLung>	"Slc7a4"
<http://example.org/onto/individual/ENSMUSG00000049904_CNSOverLung>	"Tmem17"
<http://example.org/onto/individual/ENSMUSG00000024079_CNSOverLung>	"Eif2ak2"
<http://example.org/onto/individual/ENSMUSG00000048429_CNSOverLung>	"1810026J23Rik"
<http://example.org/onto/individual/ENSMUSG00000020605_CNSOverLung>	"Hs1bp3"
<http://example.org/onto/individual/ENSMUSG00000025154_CNSOverLung>	"Arhgap19"
<http://example.org/onto/individual/ENSMUSG00000028607_CNSOverLung>	"Cpt2"
<http://example.org/onto/individual/ENSMUSG00000034574_CNSOverLung>	"Daam1"
<http://example.org/onto/individual/ENSMUSG00000062148_CNSOverLung>	"Ear6"
<http://example.org/onto/individual/ENSMUSG00000032218_CNSOverLung>	"Ccnb2"
<http://example.org/onto/individual/ENSMUSG00000022305_CNSOverLung>	"Lrp12"
<http://example.org/onto/individual/ENSMUSG00000042745_CNSOverLung>	"Id1"
<http://example.org/onto/individual/ENSMUSG00000042271_CNSOverLung>	"Nxt2"
<http://example.org/onto/individual/ENSMUSG00000025877_CNSOverLung>	"Hk3"
<http://example.org/onto/individual/ENSMUSG00000026187_CNSOverLung>	"Xrcc5"
<http://example.org/onto/individual/ENSMUSG00000016283_CNSOverLung>	"H2-M2"
<http://example.org/onto/individual/ENSMUSG00000032046_CNSOverLung>	"Abhd12"
<http://example.org/onto/individual/ENSMUSG00000035365_CNSOverLung>	"Parpbp"
<http://example.org/onto/individual/ENSMUSG00000038028_CNSOverLung>	"9630033F20Rik"
<http://example.org/onto/individual/ENSMUSG00000035992_CNSOverLung>	"Fnip1"
<http://example.org/onto/individual/ENSMUSG00000035455_CNSOverLung>	"Fignl1"
<http://example.org/onto/individual/ENSMUSG00000038793_CNSOverLung>	"Lefty1"
<http://example.org/onto/individual/ENSMUSG00000102418_CNSOverLung>	"Sh2d1b1"
<http://example.org/onto/individual/ENSMUSG00000031447_CNSOverLung>	"Lamp1"
<http://example.org/onto/individual/ENSMUSG00000022629_CNSOverLung>	"Kif21a"
<http://example.org/onto/individual/ENSMUSG00000051314_CNSOverLung>	"Ffar2"
<http://example.org/onto/individual/ENSMUSG00000043346_CNSOverLung>	"Gm6741"
<http://example.org/onto/individual/ENSMUSG00000035283_CNSOverLung>	"Adrb1"
<http://example.org/onto/individual/ENSMUSG00000037759_CNSOverLung>	"Ptger2"
<http://example.org/onto/individual/ENSMUSG00000074030_CNSOverLung>	"Exoc8"
<http://example.org/onto/individual/ENSMUSG00000028420_CNSOverLung>	"Tmem38b"
<http://example.org/onto/individual/ENSMUSG00000049044_CNSOverLung>	"Rapgef4"
<http://example.org/onto/individual/ENSMUSG00000044916_CNSOverLung>	"1700029I15Rik"
<http://example.org/onto/individual/ENSMUSG00000022558_CNSOverLung>	"Mroh1"
<http://example.org/onto/individual/ENSMUSG00000069835_CNSOverLung>	"Sat2"
<http://example.org/onto/individual/ENSMUSG00000021876_CNSOverLung>	"Rnase4"
<http://example.org/onto/individual/ENSMUSG00000012017_CNSOverLung>	"Scarf2"
<http://example.org/onto/individual/ENSMUSG00000025578_CNSOverLung>	"Cbx8"
<http://example.org/onto/individual/ENSMUSG00000035637_CNSOverLung>	"Grhpr"
<http://example.org/onto/individual/ENSMUSG00000053030_CNSOverLung>	"Spink2"
<http://example.org/onto/individual/ENSMUSG00000024008_CNSOverLung>	"Cpne5"
<http://example.org/onto/individual/ENSMUSG00000035578_CNSOverLung>	"Iqcg"
<http://example.org/onto/individual/ENSMUSG00000051503_CNSOverLung>	"Gm6583"
<http://example.org/onto/individual/ENSMUSG00000017667_CNSOverLung>	"Zfp334"
<http://example.org/onto/individual/ENSMUSG00000060923_CNSOverLung>	"Acyp2"
<http://example.org/onto/individual/ENSMUSG00000025574_CNSOverLung>	"Tk1"
<http://example.org/onto/individual/ENSMUSG00000002781_CNSOverLung>	"Tmem143"
<http://example.org/onto/individual/ENSMUSG00000063600_CNSOverLung>	"Egfem1"
<http://example.org/onto/individual/ENSMUSG00000030677_CNSOverLung>	"Kif22"
<http://example.org/onto/individual/ENSMUSG00000055541_CNSOverLung>	"Lair1"
<http://example.org/onto/individual/ENSMUSG00000027329_CNSOverLung>	"Spef1"
<http://example.org/onto/individual/ENSMUSG00000086727_CNSOverLung>	"4931428L18Rik"
<http://example.org/onto/individual/ENSMUSG00000052794_CNSOverLung>	"1700030K09Rik"
<http://example.org/onto/individual/ENSMUSG00000003526_CNSOverLung>	"Prodh"
<http://example.org/onto/individual/ENSMUSG00000058435_CNSOverLung>	"Btnl4"
<http://example.org/onto/individual/ENSMUSG00000025176_CNSOverLung>	"Hoga1"
<http://example.org/onto/individual/ENSMUSG00000028378_CNSOverLung>	"Ptgr1"
<http://example.org/onto/individual/ENSMUSG00000022665_CNSOverLung>	"Ccdc80"
<http://example.org/onto/individual/ENSMUSG00000031584_CNSOverLung>	"Gsr"
<http://example.org/onto/individual/ENSMUSG00000030494_CNSOverLung>	"Rhpn2"
<http://example.org/onto/individual/ENSMUSG00000022807_CNSOverLung>	"Osbpl11"
<http://example.org/onto/individual/ENSMUSG00000027122_CNSOverLung>	"Arl14ep"
<http://example.org/onto/individual/ENSMUSG00000039934_CNSOverLung>	"Gsap"
<http://example.org/onto/individual/ENSMUSG00000029007_CNSOverLung>	"Agtrap"
<http://example.org/onto/individual/ENSMUSG00000035769_CNSOverLung>	"Xylb"
<http://example.org/onto/individual/ENSMUSG00000037300_CNSOverLung>	"Ttc13"
<http://example.org/onto/individual/ENSMUSG00000033350_CNSOverLung>	"Chst2"
<http://example.org/onto/individual/ENSMUSG00000021638_CNSOverLung>	"Ocln"
<http://example.org/onto/individual/ENSMUSG00000038503_CNSOverLung>	"Mesdc2"
<http://example.org/onto/individual/ENSMUSG00000043153_CNSOverLung>	"Ispd"
<http://example.org/onto/individual/ENSMUSG00000032661_CNSOverLung>	"Oas3"
<http://example.org/onto/individual/ENSMUSG00000063888_CNSOverLung>	"Rpl7l1"
<http://example.org/onto/individual/ENSMUSG00000027111_CNSOverLung>	"Itga6"
<http://example.org/onto/individual/ENSMUSG00000022938_CNSOverLung>	"Fam3b"
<http://example.org/onto/individual/ENSMUSG00000026829_CNSOverLung>	"Gbgt1"
<http://example.org/onto/individual/ENSMUSG00000030546_CNSOverLung>	"Plin1"
<http://example.org/onto/individual/ENSMUSG00000054871_CNSOverLung>	"Tmem158"
<http://example.org/onto/individual/ENSMUSG00000074743_CNSOverLung>	"Thbd"
<http://example.org/onto/individual/ENSMUSG00000038888_CNSOverLung>	"Ctu1"
<http://example.org/onto/individual/ENSMUSG00000078984_CNSOverLung>	"Gm11027"
<http://example.org/onto/individual/ENSMUSG00000020836_CNSOverLung>	"Coro6"
<http://example.org/onto/individual/ENSMUSG00000006538_CNSOverLung>	"Ihh"
<http://example.org/onto/individual/ENSMUSG00000028540_CNSOverLung>	"Dph2"
<http://example.org/onto/individual/ENSMUSG00000039209_CNSOverLung>	"Rpl39l"
<http://example.org/onto/individual/ENSMUSG00000079190_CNSOverLung>	"AC133103.1"
<http://example.org/onto/individual/ENSMUSG00000021792_CNSOverLung>	"Fam213a"
<http://example.org/onto/individual/ENSMUSG00000029414_CNSOverLung>	"Kntc1"
<http://example.org/onto/individual/ENSMUSG00000036854_CNSOverLung>	"Hspb6"
<http://example.org/onto/individual/ENSMUSG00000046324_CNSOverLung>	"Ermp1"
<http://example.org/onto/individual/ENSMUSG00000051934_CNSOverLung>	"Spats2"
<http://example.org/onto/individual/ENSMUSG00000003948_CNSOverLung>	"Mmd"
<http://example.org/onto/individual/ENSMUSG00000028127_CNSOverLung>	"Abcd3"
<http://example.org/onto/individual/ENSMUSG00000024462_CNSOverLung>	"Gabbr1"
<http://example.org/onto/individual/ENSMUSG00000017716_CNSOverLung>	"Birc5"
<http://example.org/onto/individual/ENSMUSG00000036545_CNSOverLung>	"Adamts2"
<http://example.org/onto/individual/ENSMUSG00000042515_CNSOverLung>	"Mum1l1"
<http://example.org/onto/individual/ENSMUSG00000036362_CNSOverLung>	"P2ry13"
<http://example.org/onto/individual/ENSMUSG00000026471_CNSOverLung>	"Mr1"
<http://example.org/onto/individual/ENSMUSG00000035969_CNSOverLung>	"Rusc2"
<http://example.org/onto/individual/ENSMUSG00000010175_CNSOverLung>	"Prox1"
<http://example.org/onto/individual/ENSMUSG00000021009_CNSOverLung>	"Ptpn21"
<http://example.org/onto/individual/ENSMUSG00000032041_CNSOverLung>	"Tirap"
<http://example.org/onto/individual/ENSMUSG00000036743_CNSOverLung>	"Psma8"
<http://example.org/onto/individual/ENSMUSG00000061808_CNSOverLung>	"Ttr"
<http://example.org/onto/individual/ENSMUSG00000031995_CNSOverLung>	"St14"
<http://example.org/onto/individual/ENSMUSG00000031710_CNSOverLung>	"Ucp1"
<http://example.org/onto/individual/ENSMUSG00000036752_CNSOverLung>	"Tubb4b"
<http://example.org/onto/individual/ENSMUSG00000032826_CNSOverLung>	"Ank2"
<http://example.org/onto/individual/ENSMUSG00000040102_CNSOverLung>	"Klhl42"
<http://example.org/onto/individual/ENSMUSG00000032513_CNSOverLung>	"Gorasp1"
<http://example.org/onto/individual/ENSMUSG00000026821_CNSOverLung>	"Ralgds"
<http://example.org/onto/individual/ENSMUSG00000025318_CNSOverLung>	"Jph3"
<http://example.org/onto/individual/ENSMUSG00000042097_CNSOverLung>	"Zfp239"
<http://example.org/onto/individual/ENSMUSG00000050271_CNSOverLung>	"D8Ertd82e"
<http://example.org/onto/individual/ENSMUSG00000035121_CNSOverLung>	"Neil2"
<http://example.org/onto/individual/ENSMUSG00000025579_CNSOverLung>	"Gaa"
<http://example.org/onto/individual/ENSMUSG00000030307_CNSOverLung>	"Slc6a11"
<http://example.org/onto/individual/ENSMUSG00000038539_CNSOverLung>	"Atf5"
<http://example.org/onto/individual/ENSMUSG00000068205_CNSOverLung>	"Macrod2"
<http://example.org/onto/individual/ENSMUSG00000033917_CNSOverLung>	"Gde1"
<http://example.org/onto/individual/ENSMUSG00000086158_CNSOverLung>	"Ccpg1os"
<http://example.org/onto/individual/ENSMUSG00000057895_CNSOverLung>	"Zfp105"
<http://example.org/onto/individual/ENSMUSG00000037493_CNSOverLung>	"Cib2"
<http://example.org/onto/individual/ENSMUSG00000001750_CNSOverLung>	"Tcirg1"
<http://example.org/onto/individual/ENSMUSG00000026490_CNSOverLung>	"Cdc42bpa"
<http://example.org/onto/individual/ENSMUSG00000030446_CNSOverLung>	"Zfp273"
<http://example.org/onto/individual/ENSMUSG00000050994_CNSOverLung>	"Adgb"
<http://example.org/onto/individual/ENSMUSG00000049232_CNSOverLung>	"Tigd2"
<http://example.org/onto/individual/ENSMUSG00000033777_CNSOverLung>	"Tlr13"
<http://example.org/onto/individual/ENSMUSG00000046798_CNSOverLung>	"Cldn12"
<http://example.org/onto/individual/ENSMUSG00000023940_CNSOverLung>	"Sgol1"
<http://example.org/onto/individual/ENSMUSG00000027905_CNSOverLung>	"Ddx20"
<http://example.org/onto/individual/ENSMUSG00000046879_CNSOverLung>	"Irgm1"
<http://example.org/onto/individual/ENSMUSG00000023911_CNSOverLung>	"Flywch2"
<http://example.org/onto/individual/ENSMUSG00000058317_CNSOverLung>	"Ube2e2"
<http://example.org/onto/individual/ENSMUSG00000025498_CNSOverLung>	"Irf7"
<http://example.org/onto/individual/ENSMUSG00000031402_CNSOverLung>	"Mpp1"
<http://example.org/onto/individual/ENSMUSG00000030402_CNSOverLung>	"Ppm1n"
<http://example.org/onto/individual/ENSMUSG00000063531_CNSOverLung>	"Sema3e"
