?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000041351_CNSOverLung>	"Rap1gap"
<http://example.org/onto/individual/ENSMUSG00000027305_CNSOverLung>	"Ndufaf1"
<http://example.org/onto/individual/ENSMUSG00000025911_CNSOverLung>	"Adhfe1"
<http://example.org/onto/individual/ENSMUSG00000016984_CNSOverLung>	"Etaa1"
<http://example.org/onto/individual/ENSMUSG00000079662_CNSOverLung>	"Ntn3"
<http://example.org/onto/individual/ENSMUSG00000036585_CNSOverLung>	"Fgf1"
<http://example.org/onto/individual/ENSMUSG00000048078_CNSOverLung>	"Tenm4"
<http://example.org/onto/individual/ENSMUSG00000031443_CNSOverLung>	"F7"
<http://example.org/onto/individual/ENSMUSG00000038150_CNSOverLung>	"Ormdl3"
<http://example.org/onto/individual/ENSMUSG00000015659_CNSOverLung>	"Serac1"
<http://example.org/onto/individual/ENSMUSG00000070814_CNSOverLung>	"6330408A02Rik"
<http://example.org/onto/individual/ENSMUSG00000003355_CNSOverLung>	"Fkbp11"
<http://example.org/onto/individual/ENSMUSG00000026765_CNSOverLung>	"Lypd6b"
<http://example.org/onto/individual/ENSMUSG00000049999_CNSOverLung>	"Ppp1r3d"
<http://example.org/onto/individual/ENSMUSG00000037600_CNSOverLung>	"Kdf1"
<http://example.org/onto/individual/ENSMUSG00000058979_CNSOverLung>	"Cecr5"
<http://example.org/onto/individual/ENSMUSG00000004462_CNSOverLung>	"Tbccd1"
<http://example.org/onto/individual/ENSMUSG00000028339_CNSOverLung>	"Col15a1"
<http://example.org/onto/individual/ENSMUSG00000068264_CNSOverLung>	"Ap5s1"
<http://example.org/onto/individual/ENSMUSG00000006585_CNSOverLung>	"Cdt1"
<http://example.org/onto/individual/ENSMUSG00000066363_CNSOverLung>	"Serpina3f"
<http://example.org/onto/individual/ENSMUSG00000052415_CNSOverLung>	"Tchh"
<http://example.org/onto/individual/ENSMUSG00000022358_CNSOverLung>	"Fbxo32"
<http://example.org/onto/individual/ENSMUSG00000072244_CNSOverLung>	"Trim6"
<http://example.org/onto/individual/ENSMUSG00000006494_CNSOverLung>	"Pdk1"
<http://example.org/onto/individual/ENSMUSG00000031756_CNSOverLung>	"Cenpn"
<http://example.org/onto/individual/ENSMUSG00000032673_CNSOverLung>	"Prorsd1"
<http://example.org/onto/individual/ENSMUSG00000014361_CNSOverLung>	"Mertk"
<http://example.org/onto/individual/ENSMUSG00000051373_CNSOverLung>	"Ppapdc3"
<http://example.org/onto/individual/ENSMUSG00000090053_CNSOverLung>	"Palm2"
<http://example.org/onto/individual/ENSMUSG00000024164_CNSOverLung>	"C3"
<http://example.org/onto/individual/ENSMUSG00000041895_CNSOverLung>	"Wipi1"
<http://example.org/onto/individual/ENSMUSG00000051177_CNSOverLung>	"Plcb1"
<http://example.org/onto/individual/ENSMUSG00000021120_CNSOverLung>	"Pigh"
<http://example.org/onto/individual/ENSMUSG00000074890_CNSOverLung>	"Lcmt2"
<http://example.org/onto/individual/ENSMUSG00000026246_CNSOverLung>	"Alppl2"
<http://example.org/onto/individual/ENSMUSG00000028082_CNSOverLung>	"Sh3d19"
<http://example.org/onto/individual/ENSMUSG00000044968_CNSOverLung>	"Napepld"
<http://example.org/onto/individual/ENSMUSG00000060260_CNSOverLung>	"Pwwp2b"
<http://example.org/onto/individual/ENSMUSG00000028864_CNSOverLung>	"Hgf"
<http://example.org/onto/individual/ENSMUSG00000062309_CNSOverLung>	"Rpp25"
<http://example.org/onto/individual/ENSMUSG00000054200_CNSOverLung>	"Ffar4"
<http://example.org/onto/individual/ENSMUSG00000028572_CNSOverLung>	"Hook1"
<http://example.org/onto/individual/ENSMUSG00000001517_CNSOverLung>	"Foxm1"
<http://example.org/onto/individual/ENSMUSG00000041747_CNSOverLung>	"Utp15"
<http://example.org/onto/individual/ENSMUSG00000032554_CNSOverLung>	"Trf"
<http://example.org/onto/individual/ENSMUSG00000021779_CNSOverLung>	"Thrb"
<http://example.org/onto/individual/ENSMUSG00000030272_CNSOverLung>	"Camk1"
<http://example.org/onto/individual/ENSMUSG00000034800_CNSOverLung>	"Zfp661"
<http://example.org/onto/individual/ENSMUSG00000091780_CNSOverLung>	"Sco2"
<http://example.org/onto/individual/ENSMUSG00000022949_CNSOverLung>	"Clic6"
<http://example.org/onto/individual/ENSMUSG00000023094_CNSOverLung>	"Msrb2"
<http://example.org/onto/individual/ENSMUSG00000060568_CNSOverLung>	"Fam78b"
<http://example.org/onto/individual/ENSMUSG00000022120_CNSOverLung>	"Rnf219"
<http://example.org/onto/individual/ENSMUSG00000032475_CNSOverLung>	"Nck1"
<http://example.org/onto/individual/ENSMUSG00000047798_CNSOverLung>	"Cd300lf"
<http://example.org/onto/individual/ENSMUSG00000027273_CNSOverLung>	"Snap25"
<http://example.org/onto/individual/ENSMUSG00000033386_CNSOverLung>	"Frrs1"
<http://example.org/onto/individual/ENSMUSG00000030170_CNSOverLung>	"Wnt5b"
<http://example.org/onto/individual/ENSMUSG00000073176_CNSOverLung>	"Zfp449"
<http://example.org/onto/individual/ENSMUSG00000003779_CNSOverLung>	"Kif20a"
<http://example.org/onto/individual/ENSMUSG00000022912_CNSOverLung>	"Pros1"
<http://example.org/onto/individual/ENSMUSG00000005897_CNSOverLung>	"Nr2c1"
<http://example.org/onto/individual/ENSMUSG00000031740_CNSOverLung>	"Mmp2"
<http://example.org/onto/individual/ENSMUSG00000029446_CNSOverLung>	"Psph"
<http://example.org/onto/individual/ENSMUSG00000023571_CNSOverLung>	"Fam132a"
<http://example.org/onto/individual/ENSMUSG00000037902_CNSOverLung>	"Sirpa"
<http://example.org/onto/individual/ENSMUSG00000058331_CNSOverLung>	"Zfp85"
<http://example.org/onto/individual/ENSMUSG00000021501_CNSOverLung>	"Caml"
<http://example.org/onto/individual/ENSMUSG00000031778_CNSOverLung>	"Cx3cl1"
<http://example.org/onto/individual/ENSMUSG00000021796_CNSOverLung>	"Bmpr1a"
<http://example.org/onto/individual/ENSMUSG00000050064_CNSOverLung>	"Zfp697"
<http://example.org/onto/individual/ENSMUSG00000022034_CNSOverLung>	"Esco2"
<http://example.org/onto/individual/ENSMUSG00000023009_CNSOverLung>	"Nckap5l"
<http://example.org/onto/individual/ENSMUSG00000034308_CNSOverLung>	"Sdr42e1"
<http://example.org/onto/individual/ENSMUSG00000027962_CNSOverLung>	"Vcam1"
<http://example.org/onto/individual/ENSMUSG00000026536_CNSOverLung>	"Mnda"
<http://example.org/onto/individual/ENSMUSG00000020099_CNSOverLung>	"Unc5b"
<http://example.org/onto/individual/ENSMUSG00000027079_CNSOverLung>	"Clp1"
<http://example.org/onto/individual/ENSMUSG00000018995_CNSOverLung>	"Nars2"
<http://example.org/onto/individual/ENSMUSG00000054612_CNSOverLung>	"Mgmt"
<http://example.org/onto/individual/ENSMUSG00000022371_CNSOverLung>	"Col14a1"
<http://example.org/onto/individual/ENSMUSG00000042498_CNSOverLung>	"D330045A20Rik"
<http://example.org/onto/individual/ENSMUSG00000031383_CNSOverLung>	"Dusp9"
<http://example.org/onto/individual/ENSMUSG00000031214_CNSOverLung>	"Ophn1"
<http://example.org/onto/individual/ENSMUSG00000009614_CNSOverLung>	"Sardh"
<http://example.org/onto/individual/ENSMUSG00000036853_CNSOverLung>	"Mcoln3"
<http://example.org/onto/individual/ENSMUSG00000049502_CNSOverLung>	"Dtx3l"
<http://example.org/onto/individual/ENSMUSG00000037411_CNSOverLung>	"Serpine1"
<http://example.org/onto/individual/ENSMUSG00000074361_CNSOverLung>	"C5ar2"
<http://example.org/onto/individual/ENSMUSG00000049404_CNSOverLung>	"Rarres1"
<http://example.org/onto/individual/ENSMUSG00000030255_CNSOverLung>	"Sspn"
<http://example.org/onto/individual/ENSMUSG00000029120_CNSOverLung>	"Ppp2r2c"
<http://example.org/onto/individual/ENSMUSG00000020641_CNSOverLung>	"Rsad2"
<http://example.org/onto/individual/ENSMUSG00000030872_CNSOverLung>	"Gga2"
<http://example.org/onto/individual/ENSMUSG00000017167_CNSOverLung>	"Cntnap1"
<http://example.org/onto/individual/ENSMUSG00000000244_CNSOverLung>	"Tspan32"
<http://example.org/onto/individual/ENSMUSG00000031425_CNSOverLung>	"Plp1"
<http://example.org/onto/individual/ENSMUSG00000059975_CNSOverLung>	"Zfp74"
<http://example.org/onto/individual/ENSMUSG00000006587_CNSOverLung>	"Snai3"
<http://example.org/onto/individual/ENSMUSG00000020741_CNSOverLung>	"Cluh"
<http://example.org/onto/individual/ENSMUSG00000028517_CNSOverLung>	"Ppap2b"
<http://example.org/onto/individual/ENSMUSG00000040433_CNSOverLung>	"Zbtb38"
<http://example.org/onto/individual/ENSMUSG00000039682_CNSOverLung>	"Lap3"
<http://example.org/onto/individual/ENSMUSG00000063383_CNSOverLung>	"Zfp947"
<http://example.org/onto/individual/ENSMUSG00000073418_CNSOverLung>	"C4b"
<http://example.org/onto/individual/ENSMUSG00000006567_CNSOverLung>	"Atp7b"
<http://example.org/onto/individual/ENSMUSG00000064267_CNSOverLung>	"Hvcn1"
<http://example.org/onto/individual/ENSMUSG00000051650_CNSOverLung>	"B3gnt2"
<http://example.org/onto/individual/ENSMUSG00000036353_CNSOverLung>	"P2ry12"
<http://example.org/onto/individual/ENSMUSG00000021504_CNSOverLung>	"B4galt7"
<http://example.org/onto/individual/ENSMUSG00000062901_CNSOverLung>	"Klhl24"
<http://example.org/onto/individual/ENSMUSG00000066643_CNSOverLung>	"Wdr35"
<http://example.org/onto/individual/ENSMUSG00000037085_CNSOverLung>	"Trmt12"
<http://example.org/onto/individual/ENSMUSG00000045374_CNSOverLung>	"Wdr81"
<http://example.org/onto/individual/ENSMUSG00000029086_CNSOverLung>	"Prom1"
<http://example.org/onto/individual/ENSMUSG00000048240_CNSOverLung>	"Gng7"
<http://example.org/onto/individual/ENSMUSG00000026657_CNSOverLung>	"Frmd4a"
<http://example.org/onto/individual/ENSMUSG00000039607_CNSOverLung>	"Rbms3"
<http://example.org/onto/individual/ENSMUSG00000031700_CNSOverLung>	"Gpt2"
<http://example.org/onto/individual/ENSMUSG00000070529_CNSOverLung>	"Wfdc10"
<http://example.org/onto/individual/ENSMUSG00000040093_CNSOverLung>	"Bmf"
<http://example.org/onto/individual/ENSMUSG00000046791_CNSOverLung>	"2410016O06Rik"
<http://example.org/onto/individual/ENSMUSG00000026447_CNSOverLung>	"Pik3c2b"
<http://example.org/onto/individual/ENSMUSG00000020572_CNSOverLung>	"Nampt"
<http://example.org/onto/individual/ENSMUSG00000005800_CNSOverLung>	"Mmp8"
<http://example.org/onto/individual/ENSMUSG00000029816_CNSOverLung>	"Gpnmb"
<http://example.org/onto/individual/ENSMUSG00000092511_CNSOverLung>	"Gm20547"
<http://example.org/onto/individual/ENSMUSG00000024743_CNSOverLung>	"Syt7"
<http://example.org/onto/individual/ENSMUSG00000024742_CNSOverLung>	"Fen1"
<http://example.org/onto/individual/ENSMUSG00000023826_CNSOverLung>	"Park2"
<http://example.org/onto/individual/ENSMUSG00000052387_CNSOverLung>	"Trpm3"
<http://example.org/onto/individual/ENSMUSG00000028553_CNSOverLung>	"Angptl3"
<http://example.org/onto/individual/ENSMUSG00000018809_CNSOverLung>	"Smyd4"
<http://example.org/onto/individual/ENSMUSG00000019590_CNSOverLung>	"Cyb561"
<http://example.org/onto/individual/ENSMUSG00000028832_CNSOverLung>	"Stmn1"
<http://example.org/onto/individual/ENSMUSG00000056592_CNSOverLung>	"Zfp658"
<http://example.org/onto/individual/ENSMUSG00000026065_CNSOverLung>	"Slc9a4"
<http://example.org/onto/individual/ENSMUSG00000032309_CNSOverLung>	"Fbxo22"
<http://example.org/onto/individual/ENSMUSG00000049871_CNSOverLung>	"Nlrc3"
<http://example.org/onto/individual/ENSMUSG00000024730_CNSOverLung>	"Ms4a8a"
<http://example.org/onto/individual/ENSMUSG00000057123_CNSOverLung>	"Gja5"
<http://example.org/onto/individual/ENSMUSG00000041729_CNSOverLung>	"Coro2b"
<http://example.org/onto/individual/ENSMUSG00000021699_CNSOverLung>	"Pde4d"
<http://example.org/onto/individual/ENSMUSG00000033871_CNSOverLung>	"Ppargc1b"
<http://example.org/onto/individual/ENSMUSG00000025466_CNSOverLung>	"Fuom"
<http://example.org/onto/individual/ENSMUSG00000021306_CNSOverLung>	"Gpr137b"
<http://example.org/onto/individual/ENSMUSG00000051351_CNSOverLung>	"Zfp46"
<http://example.org/onto/individual/ENSMUSG00000030924_CNSOverLung>	"2610020H08Rik"
<http://example.org/onto/individual/ENSMUSG00000034292_CNSOverLung>	"Traf3ip1"
<http://example.org/onto/individual/ENSMUSG00000049422_CNSOverLung>	"Chchd10"
<http://example.org/onto/individual/ENSMUSG00000032491_CNSOverLung>	"Nradd"
<http://example.org/onto/individual/ENSMUSG00000019883_CNSOverLung>	"Echdc1"
<http://example.org/onto/individual/ENSMUSG00000062082_CNSOverLung>	"Cd200r4"
<http://example.org/onto/individual/ENSMUSG00000058755_CNSOverLung>	"Osm"
<http://example.org/onto/individual/ENSMUSG00000005686_CNSOverLung>	"Ampd3"
<http://example.org/onto/individual/ENSMUSG00000052560_CNSOverLung>	"Cpne8"
<http://example.org/onto/individual/ENSMUSG00000016194_CNSOverLung>	"Hsd11b1"
<http://example.org/onto/individual/ENSMUSG00000030020_CNSOverLung>	"Prickle2"
<http://example.org/onto/individual/ENSMUSG00000070565_CNSOverLung>	"Rasal2"
<http://example.org/onto/individual/ENSMUSG00000033581_CNSOverLung>	"Igf2bp2"
<http://example.org/onto/individual/ENSMUSG00000021639_CNSOverLung>	"Gtf2h2"
<http://example.org/onto/individual/ENSMUSG00000014791_CNSOverLung>	"Elmo3"
<http://example.org/onto/individual/ENSMUSG00000038020_CNSOverLung>	"Rapgefl1"
<http://example.org/onto/individual/ENSMUSG00000003038_CNSOverLung>	"Hmgn2"
<http://example.org/onto/individual/ENSMUSG00000037020_CNSOverLung>	"Wdr62"
<http://example.org/onto/individual/ENSMUSG00000066235_CNSOverLung>	"Pomgnt2"
<http://example.org/onto/individual/ENSMUSG00000033174_CNSOverLung>	"Mgll"
<http://example.org/onto/individual/ENSMUSG00000028136_CNSOverLung>	"Snx27"
<http://example.org/onto/individual/ENSMUSG00000031819_CNSOverLung>	"Emc8"
<http://example.org/onto/individual/ENSMUSG00000036622_CNSOverLung>	"Atp13a2"
<http://example.org/onto/individual/ENSMUSG00000029553_CNSOverLung>	"Tfec"
<http://example.org/onto/individual/ENSMUSG00000071604_CNSOverLung>	"Fam189a2"
<http://example.org/onto/individual/ENSMUSG00000048755_CNSOverLung>	"Mcat"
<http://example.org/onto/individual/ENSMUSG00000042111_CNSOverLung>	"Ccdc115"
<http://example.org/onto/individual/ENSMUSG00000035085_CNSOverLung>	"1700020L24Rik"
<http://example.org/onto/individual/ENSMUSG00000032589_CNSOverLung>	"Bsn"
<http://example.org/onto/individual/ENSMUSG00000055172_CNSOverLung>	"C1ra"
<http://example.org/onto/individual/ENSMUSG00000040557_CNSOverLung>	"Wbscr27"
<http://example.org/onto/individual/ENSMUSG00000018931_CNSOverLung>	"Natd1"
<http://example.org/onto/individual/ENSMUSG00000051065_CNSOverLung>	"Mb21d2"
<http://example.org/onto/individual/ENSMUSG00000070336_CNSOverLung>	"Fbxo47"
<http://example.org/onto/individual/ENSMUSG00000020377_CNSOverLung>	"Ltc4s"
<http://example.org/onto/individual/ENSMUSG00000022313_CNSOverLung>	"Utp23"
<http://example.org/onto/individual/ENSMUSG00000057234_CNSOverLung>	"Mettl15"
<http://example.org/onto/individual/ENSMUSG00000060002_CNSOverLung>	"Chpt1"
<http://example.org/onto/individual/ENSMUSG00000023022_CNSOverLung>	"Lima1"
<http://example.org/onto/individual/ENSMUSG00000045777_CNSOverLung>	"Ifitm10"
<http://example.org/onto/individual/ENSMUSG00000022562_CNSOverLung>	"Oplah"
<http://example.org/onto/individual/ENSMUSG00000027424_CNSOverLung>	"Mgme1"
<http://example.org/onto/individual/ENSMUSG00000079339_CNSOverLung>	"Gm14446"
<http://example.org/onto/individual/ENSMUSG00000058794_CNSOverLung>	"Nfe2"
<http://example.org/onto/individual/ENSMUSG00000022323_CNSOverLung>	"Hrsp12"
<http://example.org/onto/individual/ENSMUSG00000029304_CNSOverLung>	"Spp1"
<http://example.org/onto/individual/ENSMUSG00000025017_CNSOverLung>	"Pik3ap1"
<http://example.org/onto/individual/ENSMUSG00000070526_CNSOverLung>	"Peg12"
<http://example.org/onto/individual/ENSMUSG00000052336_CNSOverLung>	"Cx3cr1"
<http://example.org/onto/individual/ENSMUSG00000026817_CNSOverLung>	"Ak1"
<http://example.org/onto/individual/ENSMUSG00000024565_CNSOverLung>	"Sall3"
<http://example.org/onto/individual/ENSMUSG00000071547_CNSOverLung>	"Nt5dc2"
<http://example.org/onto/individual/ENSMUSG00000038094_CNSOverLung>	"Atp13a4"
<http://example.org/onto/individual/ENSMUSG00000074166_CNSOverLung>	"AW146154"
<http://example.org/onto/individual/ENSMUSG00000013707_CNSOverLung>	"Tnfaip8l2"
<http://example.org/onto/individual/ENSMUSG00000060703_CNSOverLung>	"Cd302"
<http://example.org/onto/individual/ENSMUSG00000015222_CNSOverLung>	"Map2"
<http://example.org/onto/individual/ENSMUSG00000037325_CNSOverLung>	"Bbs7"
<http://example.org/onto/individual/ENSMUSG00000042647_CNSOverLung>	"Acad12"
<http://example.org/onto/individual/ENSMUSG00000038235_CNSOverLung>	"F11r"
<http://example.org/onto/individual/ENSMUSG00000026669_CNSOverLung>	"Mcm10"
<http://example.org/onto/individual/ENSMUSG00000031803_CNSOverLung>	"B3gnt3"
<http://example.org/onto/individual/ENSMUSG00000042289_CNSOverLung>	"Hsd3b7"
<http://example.org/onto/individual/ENSMUSG00000054931_CNSOverLung>	"Zkscan4"
<http://example.org/onto/individual/ENSMUSG00000029759_CNSOverLung>	"Pon3"
<http://example.org/onto/individual/ENSMUSG00000039748_CNSOverLung>	"Exo1"
<http://example.org/onto/individual/ENSMUSG00000094130_CNSOverLung>	"Rpp14"
<http://example.org/onto/individual/ENSMUSG00000038456_CNSOverLung>	"Dennd2a"
<http://example.org/onto/individual/ENSMUSG00000037280_CNSOverLung>	"Galnt6"
<http://example.org/onto/individual/ENSMUSG00000029373_CNSOverLung>	"Pf4"
<http://example.org/onto/individual/ENSMUSG00000056014_CNSOverLung>	"A430033K04Rik"
<http://example.org/onto/individual/ENSMUSG00000070369_CNSOverLung>	"Itgad"
<http://example.org/onto/individual/ENSMUSG00000036644_CNSOverLung>	"Tbc1d9b"
<http://example.org/onto/individual/ENSMUSG00000089945_CNSOverLung>	"Pakap"
<http://example.org/onto/individual/ENSMUSG00000090231_CNSOverLung>	"Cfb"
<http://example.org/onto/individual/ENSMUSG00000032606_CNSOverLung>	"Nicn1"
<http://example.org/onto/individual/ENSMUSG00000073557_CNSOverLung>	"Ppp1r12b"
<http://example.org/onto/individual/ENSMUSG00000003363_CNSOverLung>	"Pld3"
<http://example.org/onto/individual/ENSMUSG00000028494_CNSOverLung>	"Plin2"
<http://example.org/onto/individual/ENSMUSG00000040713_CNSOverLung>	"Creg1"
<http://example.org/onto/individual/ENSMUSG00000034442_CNSOverLung>	"Trmt5"
<http://example.org/onto/individual/ENSMUSG00000075706_CNSOverLung>	"Gpx4"
<http://example.org/onto/individual/ENSMUSG00000052512_CNSOverLung>	"Nav2"
<http://example.org/onto/individual/ENSMUSG00000027243_CNSOverLung>	"Harbi1"
<http://example.org/onto/individual/ENSMUSG00000063253_CNSOverLung>	"Scoc"
<http://example.org/onto/individual/ENSMUSG00000031377_CNSOverLung>	"Bmx"
<http://example.org/onto/individual/ENSMUSG00000033208_CNSOverLung>	"S100b"
<http://example.org/onto/individual/ENSMUSG00000068115_CNSOverLung>	"Ninl"
<http://example.org/onto/individual/ENSMUSG00000024810_CNSOverLung>	"Il33"
<http://example.org/onto/individual/ENSMUSG00000038368_CNSOverLung>	"Focad"
<http://example.org/onto/individual/ENSMUSG00000062980_CNSOverLung>	"Cped1"
<http://example.org/onto/individual/ENSMUSG00000051703_CNSOverLung>	"Tmem198"
<http://example.org/onto/individual/ENSMUSG00000078894_CNSOverLung>	"2210418O10Rik"
<http://example.org/onto/individual/ENSMUSG00000067653_CNSOverLung>	"Ankrd23"
<http://example.org/onto/individual/ENSMUSG00000042328_CNSOverLung>	"Hps4"
<http://example.org/onto/individual/ENSMUSG00000046573_CNSOverLung>	"Lyrm4"
<http://example.org/onto/individual/ENSMUSG00000026622_CNSOverLung>	"Nek2"
<http://example.org/onto/individual/ENSMUSG00000039431_CNSOverLung>	"Mtmr7"
<http://example.org/onto/individual/ENSMUSG00000035105_CNSOverLung>	"Egln3"
<http://example.org/onto/individual/ENSMUSG00000073018_CNSOverLung>	"Gm1070"
<http://example.org/onto/individual/ENSMUSG00000032997_CNSOverLung>	"Chpf"
<http://example.org/onto/individual/ENSMUSG00000049791_CNSOverLung>	"Fzd4"
<http://example.org/onto/individual/ENSMUSG00000004609_CNSOverLung>	"Cd33"
<http://example.org/onto/individual/ENSMUSG00000036777_CNSOverLung>	"Anln"
<http://example.org/onto/individual/ENSMUSG00000024525_CNSOverLung>	"Impa2"
<http://example.org/onto/individual/ENSMUSG00000078137_CNSOverLung>	"Ankrd63"
<http://example.org/onto/individual/ENSMUSG00000026834_CNSOverLung>	"Acvr1c"
<http://example.org/onto/individual/ENSMUSG00000032840_CNSOverLung>	"2410131K14Rik"
<http://example.org/onto/individual/ENSMUSG00000025068_CNSOverLung>	"Gsto1"
<http://example.org/onto/individual/ENSMUSG00000072812_CNSOverLung>	"Ahnak2"
<http://example.org/onto/individual/ENSMUSG00000038530_CNSOverLung>	"Rgs4"
<http://example.org/onto/individual/ENSMUSG00000083649_CNSOverLung>	"Rasl2-9"
<http://example.org/onto/individual/ENSMUSG00000028807_CNSOverLung>	"Zbtb8a"
<http://example.org/onto/individual/ENSMUSG00000034173_CNSOverLung>	"Zbed5"
<http://example.org/onto/individual/ENSMUSG00000022615_CNSOverLung>	"Tymp"
<http://example.org/onto/individual/ENSMUSG00000005718_CNSOverLung>	"Tfap4"
<http://example.org/onto/individual/ENSMUSG00000027646_CNSOverLung>	"Src"
<http://example.org/onto/individual/ENSMUSG00000018733_CNSOverLung>	"Pex12"
<http://example.org/onto/individual/ENSMUSG00000056383_CNSOverLung>	"AI987944"
<http://example.org/onto/individual/ENSMUSG00000017764_CNSOverLung>	"Zswim1"
<http://example.org/onto/individual/ENSMUSG00000004707_CNSOverLung>	"Ly9"
<http://example.org/onto/individual/ENSMUSG00000044674_CNSOverLung>	"Fzd1"
<http://example.org/onto/individual/ENSMUSG00000041992_CNSOverLung>	"Rapgef5"
