?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000035790_CNSOverLiver>	"Cep19"
<http://example.org/onto/individual/ENSMUSG00000061894_CNSOverLiver>	"Zscan20"
<http://example.org/onto/individual/ENSMUSG00000034959_CNSOverLiver>	"5031414D18Rik"
<http://example.org/onto/individual/ENSMUSG00000041164_CNSOverLiver>	"Zmiz2"
<http://example.org/onto/individual/ENSMUSG00000030691_CNSOverLiver>	"Fchsd2"
<http://example.org/onto/individual/ENSMUSG00000051851_CNSOverLiver>	"Cxx1c"
<http://example.org/onto/individual/ENSMUSG00000074385_CNSOverLiver>	"Gm10684"
<http://example.org/onto/individual/ENSMUSG00000039943_CNSOverLiver>	"Plcb4"
<http://example.org/onto/individual/ENSMUSG00000053062_CNSOverLiver>	"Jam2"
<http://example.org/onto/individual/ENSMUSG00000048534_CNSOverLiver>	"Amica1"
<http://example.org/onto/individual/ENSMUSG00000027463_CNSOverLiver>	"Slc52a3"
<http://example.org/onto/individual/ENSMUSG00000068417_CNSOverLiver>	"Pnp2"
<http://example.org/onto/individual/ENSMUSG00000096459_CNSOverLiver>	"Ighv9-3"
<http://example.org/onto/individual/ENSMUSG00000074419_CNSOverLiver>	"Gm15448"
<http://example.org/onto/individual/ENSMUSG00000053965_CNSOverLiver>	"Pde5a"
<http://example.org/onto/individual/ENSMUSG00000022744_CNSOverLiver>	"Cldnd1"
<http://example.org/onto/individual/ENSMUSG00000025153_CNSOverLiver>	"Fasn"
<http://example.org/onto/individual/ENSMUSG00000078185_CNSOverLiver>	"Chml"
<http://example.org/onto/individual/ENSMUSG00000018500_CNSOverLiver>	"Adora2b"
<http://example.org/onto/individual/ENSMUSG00000041180_CNSOverLiver>	"Hectd2"
<http://example.org/onto/individual/ENSMUSG00000069830_CNSOverLiver>	"Nlrp1a"
<http://example.org/onto/individual/ENSMUSG00000030154_CNSOverLiver>	"Klrb1f"
<http://example.org/onto/individual/ENSMUSG00000032092_CNSOverLiver>	"Mpzl2"
<http://example.org/onto/individual/ENSMUSG00000057706_CNSOverLiver>	"Mex3b"
<http://example.org/onto/individual/ENSMUSG00000056153_CNSOverLiver>	"Socs6"
<http://example.org/onto/individual/ENSMUSG00000027238_CNSOverLiver>	"Frmd5"
<http://example.org/onto/individual/ENSMUSG00000034652_CNSOverLiver>	"Cd300a"
<http://example.org/onto/individual/ENSMUSG00000096515_CNSOverLiver>	"Igkv14-100"
<http://example.org/onto/individual/ENSMUSG00000039145_CNSOverLiver>	"Camk1d"
<http://example.org/onto/individual/ENSMUSG00000066892_CNSOverLiver>	"Fbxl12"
<http://example.org/onto/individual/ENSMUSG00000041481_CNSOverLiver>	"Serpina3g"
<http://example.org/onto/individual/ENSMUSG00000094194_CNSOverLiver>	"Ighv5-16"
<http://example.org/onto/individual/ENSMUSG00000032083_CNSOverLiver>	"Apoa1"
<http://example.org/onto/individual/ENSMUSG00000049184_CNSOverLiver>	"Purg"
<http://example.org/onto/individual/ENSMUSG00000040170_CNSOverLiver>	"Fmo2"
<http://example.org/onto/individual/ENSMUSG00000034926_CNSOverLiver>	"Dhcr24"
<http://example.org/onto/individual/ENSMUSG00000000627_CNSOverLiver>	"Sema4f"
<http://example.org/onto/individual/ENSMUSG00000021835_CNSOverLiver>	"Bmp4"
<http://example.org/onto/individual/ENSMUSG00000022659_CNSOverLiver>	"Gcsam"
<http://example.org/onto/individual/ENSMUSG00000079227_CNSOverLiver>	"Ccr5"
<http://example.org/onto/individual/ENSMUSG00000008575_CNSOverLiver>	"Nfib"
<http://example.org/onto/individual/ENSMUSG00000076672_CNSOverLiver>	"Ighv3-6"
<http://example.org/onto/individual/ENSMUSG00000032484_CNSOverLiver>	"Ngp"
<http://example.org/onto/individual/ENSMUSG00000022580_CNSOverLiver>	"Rhpn1"
<http://example.org/onto/individual/ENSMUSG00000041849_CNSOverLiver>	"Card6"
<http://example.org/onto/individual/ENSMUSG00000020340_CNSOverLiver>	"Cyfip2"
<http://example.org/onto/individual/ENSMUSG00000069769_CNSOverLiver>	"Msi2"
<http://example.org/onto/individual/ENSMUSG00000022434_CNSOverLiver>	"Fam118a"
<http://example.org/onto/individual/ENSMUSG00000076577_CNSOverLiver>	"Igkv8-30"
<http://example.org/onto/individual/ENSMUSG00000002769_CNSOverLiver>	"Gnmt"
<http://example.org/onto/individual/ENSMUSG00000001029_CNSOverLiver>	"Icam2"
<http://example.org/onto/individual/ENSMUSG00000074259_CNSOverLiver>	"Gramd2"
<http://example.org/onto/individual/ENSMUSG00000029415_CNSOverLiver>	"Sdad1"
<http://example.org/onto/individual/ENSMUSG00000029475_CNSOverLiver>	"Kdm2b"
<http://example.org/onto/individual/ENSMUSG00000030107_CNSOverLiver>	"Usp18"
<http://example.org/onto/individual/ENSMUSG00000033610_CNSOverLiver>	"Pank1"
<http://example.org/onto/individual/ENSMUSG00000022489_CNSOverLiver>	"Pde1b"
<http://example.org/onto/individual/ENSMUSG00000057894_CNSOverLiver>	"Zfp329"
<http://example.org/onto/individual/ENSMUSG00000051444_CNSOverLiver>	"Bbs12"
<http://example.org/onto/individual/ENSMUSG00000052921_CNSOverLiver>	"Arhgef15"
<http://example.org/onto/individual/ENSMUSG00000029772_CNSOverLiver>	"Ahcyl2"
<http://example.org/onto/individual/ENSMUSG00000023015_CNSOverLiver>	"Racgap1"
<http://example.org/onto/individual/ENSMUSG00000022534_CNSOverLiver>	"Mefv"
<http://example.org/onto/individual/ENSMUSG00000072235_CNSOverLiver>	"Tuba1a"
<http://example.org/onto/individual/ENSMUSG00000030551_CNSOverLiver>	"Nr2f2"
<http://example.org/onto/individual/ENSMUSG00000017307_CNSOverLiver>	"Acot8"
<http://example.org/onto/individual/ENSMUSG00000040751_CNSOverLiver>	"Lat2"
<http://example.org/onto/individual/ENSMUSG00000027347_CNSOverLiver>	"Rasgrp1"
<http://example.org/onto/individual/ENSMUSG00000036273_CNSOverLiver>	"Lrrk2"
<http://example.org/onto/individual/ENSMUSG00000025790_CNSOverLiver>	"Slco3a1"
<http://example.org/onto/individual/ENSMUSG00000093861_CNSOverLiver>	"Igkv1-110"
<http://example.org/onto/individual/ENSMUSG00000032278_CNSOverLiver>	"Paqr5"
<http://example.org/onto/individual/ENSMUSG00000028927_CNSOverLiver>	"Padi2"
<http://example.org/onto/individual/ENSMUSG00000029387_CNSOverLiver>	"Gtf2h3"
<http://example.org/onto/individual/ENSMUSG00000022900_CNSOverLiver>	"Ildr1"
<http://example.org/onto/individual/ENSMUSG00000050538_CNSOverLiver>	"B230217C12Rik"
<http://example.org/onto/individual/ENSMUSG00000027544_CNSOverLiver>	"Nfatc2"
<http://example.org/onto/individual/ENSMUSG00000001120_CNSOverLiver>	"Pcbp3"
<http://example.org/onto/individual/ENSMUSG00000033767_CNSOverLiver>	"D930015E06Rik"
<http://example.org/onto/individual/ENSMUSG00000022090_CNSOverLiver>	"Pdlim2"
<http://example.org/onto/individual/ENSMUSG00000016128_CNSOverLiver>	"Stard13"
<http://example.org/onto/individual/ENSMUSG00000031431_CNSOverLiver>	"Tsc22d3"
<http://example.org/onto/individual/ENSMUSG00000032053_CNSOverLiver>	"Pou2af1"
<http://example.org/onto/individual/ENSMUSG00000044788_CNSOverLiver>	"Fads6"
<http://example.org/onto/individual/ENSMUSG00000026649_CNSOverLiver>	"Cfap126"
<http://example.org/onto/individual/ENSMUSG00000030313_CNSOverLiver>	"Dennd5b"
<http://example.org/onto/individual/ENSMUSG00000037826_CNSOverLiver>	"Ppm1k"
<http://example.org/onto/individual/ENSMUSG00000094502_CNSOverLiver>	"Ighv1-69"
<http://example.org/onto/individual/ENSMUSG00000052632_CNSOverLiver>	"Asap2"
<http://example.org/onto/individual/ENSMUSG00000079283_CNSOverLiver>	"2310009B15Rik"
<http://example.org/onto/individual/ENSMUSG00000074227_CNSOverLiver>	"Spint2"
<http://example.org/onto/individual/ENSMUSG00000026576_CNSOverLiver>	"Atp1b1"
<http://example.org/onto/individual/ENSMUSG00000032125_CNSOverLiver>	"Robo4"
<http://example.org/onto/individual/ENSMUSG00000048852_CNSOverLiver>	"Gm12185"
<http://example.org/onto/individual/ENSMUSG00000076680_CNSOverLiver>	"Ighv6-6"
<http://example.org/onto/individual/ENSMUSG00000032322_CNSOverLiver>	"Pstpip1"
<http://example.org/onto/individual/ENSMUSG00000031565_CNSOverLiver>	"Fgfr1"
<http://example.org/onto/individual/ENSMUSG00000054404_CNSOverLiver>	"Slfn5"
<http://example.org/onto/individual/ENSMUSG00000021265_CNSOverLiver>	"Slc25a29"
<http://example.org/onto/individual/ENSMUSG00000022490_CNSOverLiver>	"Ppp1r1a"
<http://example.org/onto/individual/ENSMUSG00000038267_CNSOverLiver>	"Slc22a23"
<http://example.org/onto/individual/ENSMUSG00000024334_CNSOverLiver>	"H2-Oa"
<http://example.org/onto/individual/ENSMUSG00000054263_CNSOverLiver>	"Lifr"
<http://example.org/onto/individual/ENSMUSG00000094797_CNSOverLiver>	"Igkv6-15"
<http://example.org/onto/individual/ENSMUSG00000052821_CNSOverLiver>	"Cysltr1"
<http://example.org/onto/individual/ENSMUSG00000036053_CNSOverLiver>	"Fmnl2"
<http://example.org/onto/individual/ENSMUSG00000049807_CNSOverLiver>	"Arhgap23"
<http://example.org/onto/individual/ENSMUSG00000055809_CNSOverLiver>	"Dnaaf3"
<http://example.org/onto/individual/ENSMUSG00000043587_CNSOverLiver>	"Pxylp1"
<http://example.org/onto/individual/ENSMUSG00000020941_CNSOverLiver>	"Map3k14"
<http://example.org/onto/individual/ENSMUSG00000019997_CNSOverLiver>	"Ctgf"
<http://example.org/onto/individual/ENSMUSG00000089901_CNSOverLiver>	"Gm8113"
<http://example.org/onto/individual/ENSMUSG00000031375_CNSOverLiver>	"Bgn"
<http://example.org/onto/individual/ENSMUSG00000039985_CNSOverLiver>	"Fam60a"
<http://example.org/onto/individual/ENSMUSG00000076563_CNSOverLiver>	"Igkv5-48"
<http://example.org/onto/individual/ENSMUSG00000015766_CNSOverLiver>	"Eps8"
<http://example.org/onto/individual/ENSMUSG00000020108_CNSOverLiver>	"Ddit4"
<http://example.org/onto/individual/ENSMUSG00000022261_CNSOverLiver>	"Sdc2"
<http://example.org/onto/individual/ENSMUSG00000032470_CNSOverLiver>	"Mras"
<http://example.org/onto/individual/ENSMUSG00000004552_CNSOverLiver>	"Ctse"
<http://example.org/onto/individual/ENSMUSG00000023277_CNSOverLiver>	"Twf2"
<http://example.org/onto/individual/ENSMUSG00000079481_CNSOverLiver>	"Nhsl2"
<http://example.org/onto/individual/ENSMUSG00000072941_CNSOverLiver>	"Sod3"
<http://example.org/onto/individual/ENSMUSG00000070691_CNSOverLiver>	"Runx3"
<http://example.org/onto/individual/ENSMUSG00000027134_CNSOverLiver>	"Lpcat4"
<http://example.org/onto/individual/ENSMUSG00000050445_CNSOverLiver>	"Cyp8b1"
<http://example.org/onto/individual/ENSMUSG00000040699_CNSOverLiver>	"Limd2"
<http://example.org/onto/individual/ENSMUSG00000035274_CNSOverLiver>	"Tpbg"
<http://example.org/onto/individual/ENSMUSG00000045031_CNSOverLiver>	"Cetn4"
<http://example.org/onto/individual/ENSMUSG00000028347_CNSOverLiver>	"Tmeff1"
<http://example.org/onto/individual/ENSMUSG00000037995_CNSOverLiver>	"Igsf9"
<http://example.org/onto/individual/ENSMUSG00000043873_CNSOverLiver>	"Chil5"
<http://example.org/onto/individual/ENSMUSG00000022075_CNSOverLiver>	"Rhobtb2"
<http://example.org/onto/individual/ENSMUSG00000027583_CNSOverLiver>	"Zbtb46"
<http://example.org/onto/individual/ENSMUSG00000032035_CNSOverLiver>	"Ets1"
<http://example.org/onto/individual/ENSMUSG00000035561_CNSOverLiver>	"Aldh1b1"
<http://example.org/onto/individual/ENSMUSG00000027999_CNSOverLiver>	"Pla2g12a"
<http://example.org/onto/individual/ENSMUSG00000069893_CNSOverLiver>	"9930111J21Rik1"
<http://example.org/onto/individual/ENSMUSG00000030149_CNSOverLiver>	"Klrk1"
<http://example.org/onto/individual/ENSMUSG00000042678_CNSOverLiver>	"Myo15"
<http://example.org/onto/individual/ENSMUSG00000027997_CNSOverLiver>	"Casp6"
<http://example.org/onto/individual/ENSMUSG00000037944_CNSOverLiver>	"Ccr7"
<http://example.org/onto/individual/ENSMUSG00000074141_CNSOverLiver>	"Il4i1"
<http://example.org/onto/individual/ENSMUSG00000000318_CNSOverLiver>	"Clec10a"
<http://example.org/onto/individual/ENSMUSG00000030214_CNSOverLiver>	"Plbd1"
<http://example.org/onto/individual/ENSMUSG00000024818_CNSOverLiver>	"Slc25a45"
<http://example.org/onto/individual/ENSMUSG00000024975_CNSOverLiver>	"Pdcd4"
<http://example.org/onto/individual/ENSMUSG00000022037_CNSOverLiver>	"Clu"
<http://example.org/onto/individual/ENSMUSG00000036898_CNSOverLiver>	"Zfp157"
<http://example.org/onto/individual/ENSMUSG00000101389_CNSOverLiver>	"Ms4a4a"
<http://example.org/onto/individual/ENSMUSG00000036452_CNSOverLiver>	"Arhgap26"
<http://example.org/onto/individual/ENSMUSG00000046908_CNSOverLiver>	"Ltb4r1"
<http://example.org/onto/individual/ENSMUSG00000034265_CNSOverLiver>	"Zdhhc14"
<http://example.org/onto/individual/ENSMUSG00000047139_CNSOverLiver>	"Cd24a"
<http://example.org/onto/individual/ENSMUSG00000058173_CNSOverLiver>	"Smco4"
<http://example.org/onto/individual/ENSMUSG00000027615_CNSOverLiver>	"Hps3"
<http://example.org/onto/individual/ENSMUSG00000094420_CNSOverLiver>	"Igkv10-96"
<http://example.org/onto/individual/ENSMUSG00000025880_CNSOverLiver>	"Smad7"
<http://example.org/onto/individual/ENSMUSG00000005267_CNSOverLiver>	"Zfp287"
<http://example.org/onto/individual/ENSMUSG00000001761_CNSOverLiver>	"Smo"
<http://example.org/onto/individual/ENSMUSG00000056290_CNSOverLiver>	"Ms4a4b"
<http://example.org/onto/individual/ENSMUSG00000030269_CNSOverLiver>	"Mtmr14"
<http://example.org/onto/individual/ENSMUSG00000070877_CNSOverLiver>	"Ldlrad1"
<http://example.org/onto/individual/ENSMUSG00000004947_CNSOverLiver>	"Dtx2"
<http://example.org/onto/individual/ENSMUSG00000031494_CNSOverLiver>	"Cd209a"
<http://example.org/onto/individual/ENSMUSG00000038085_CNSOverLiver>	"Cnbd2"
<http://example.org/onto/individual/ENSMUSG00000023980_CNSOverLiver>	"Taf8"
<http://example.org/onto/individual/ENSMUSG00000037999_CNSOverLiver>	"Arap2"
<http://example.org/onto/individual/ENSMUSG00000045326_CNSOverLiver>	"Fndc7"
<http://example.org/onto/individual/ENSMUSG00000024899_CNSOverLiver>	"Papss2"
<http://example.org/onto/individual/ENSMUSG00000018821_CNSOverLiver>	"Avpi1"
<http://example.org/onto/individual/ENSMUSG00000055210_CNSOverLiver>	"Foxd2"
<http://example.org/onto/individual/ENSMUSG00000022584_CNSOverLiver>	"Ly6c2"
<http://example.org/onto/individual/ENSMUSG00000022999_CNSOverLiver>	"Lmbr1l"
<http://example.org/onto/individual/ENSMUSG00000032232_CNSOverLiver>	"Cgnl1"
<http://example.org/onto/individual/ENSMUSG00000015468_CNSOverLiver>	"Notch4"
<http://example.org/onto/individual/ENSMUSG00000032324_CNSOverLiver>	"Tspan3"
<http://example.org/onto/individual/ENSMUSG00000024338_CNSOverLiver>	"Psmb8"
<http://example.org/onto/individual/ENSMUSG00000096727_CNSOverLiver>	"Psmb9"
<http://example.org/onto/individual/ENSMUSG00000044229_CNSOverLiver>	"Nxpe4"
<http://example.org/onto/individual/ENSMUSG00000004880_CNSOverLiver>	"Lbr"
<http://example.org/onto/individual/ENSMUSG00000034165_CNSOverLiver>	"Ccnd3"
<http://example.org/onto/individual/ENSMUSG00000052056_CNSOverLiver>	"Zfp217"
<http://example.org/onto/individual/ENSMUSG00000019767_CNSOverLiver>	"Ccdc170"
<http://example.org/onto/individual/ENSMUSG00000038007_CNSOverLiver>	"Acer2"
<http://example.org/onto/individual/ENSMUSG00000029173_CNSOverLiver>	"Sepsecs"
<http://example.org/onto/individual/ENSMUSG00000029482_CNSOverLiver>	"Aacs"
<http://example.org/onto/individual/ENSMUSG00000059743_CNSOverLiver>	"Fdps"
<http://example.org/onto/individual/ENSMUSG00000034783_CNSOverLiver>	"Cd207"
<http://example.org/onto/individual/ENSMUSG00000079419_CNSOverLiver>	"Ms4a6c"
<http://example.org/onto/individual/ENSMUSG00000042474_CNSOverLiver>	"Faim3"
<http://example.org/onto/individual/ENSMUSG00000069662_CNSOverLiver>	"Marcks"
<http://example.org/onto/individual/ENSMUSG00000076615_CNSOverLiver>	"Ighg3"
<http://example.org/onto/individual/ENSMUSG00000020151_CNSOverLiver>	"Ptprr"
<http://example.org/onto/individual/ENSMUSG00000020682_CNSOverLiver>	"Mmp28"
<http://example.org/onto/individual/ENSMUSG00000032366_CNSOverLiver>	"Tpm1"
<http://example.org/onto/individual/ENSMUSG00000064330_CNSOverLiver>	"Pde6h"
<http://example.org/onto/individual/ENSMUSG00000055044_CNSOverLiver>	"Pdlim1"
<http://example.org/onto/individual/ENSMUSG00000030830_CNSOverLiver>	"Itgal"
<http://example.org/onto/individual/ENSMUSG00000076583_CNSOverLiver>	"Igkv8-24"
<http://example.org/onto/individual/ENSMUSG00000032883_CNSOverLiver>	"Acsl3"
<http://example.org/onto/individual/ENSMUSG00000040189_CNSOverLiver>	"Ccdc114"
<http://example.org/onto/individual/ENSMUSG00000025239_CNSOverLiver>	"Limd1"
<http://example.org/onto/individual/ENSMUSG00000031391_CNSOverLiver>	"L1cam"
<http://example.org/onto/individual/ENSMUSG00000052298_CNSOverLiver>	"Cdc42se2"
<http://example.org/onto/individual/ENSMUSG00000020644_CNSOverLiver>	"Id2"
<http://example.org/onto/individual/ENSMUSG00000000386_CNSOverLiver>	"Mx1"
<http://example.org/onto/individual/ENSMUSG00000050106_CNSOverLiver>	"Tmc8"
<http://example.org/onto/individual/ENSMUSG00000037419_CNSOverLiver>	"Endod1"
<http://example.org/onto/individual/ENSMUSG00000024664_CNSOverLiver>	"Fads3"
<http://example.org/onto/individual/ENSMUSG00000029832_CNSOverLiver>	"Nfe2l3"
<http://example.org/onto/individual/ENSMUSG00000018585_CNSOverLiver>	"Atox1"
<http://example.org/onto/individual/ENSMUSG00000037905_CNSOverLiver>	"Bri3bp"
<http://example.org/onto/individual/ENSMUSG00000090665_CNSOverLiver>	"Gad1-ps"
<http://example.org/onto/individual/ENSMUSG00000076940_CNSOverLiver>	"Iglv2"
<http://example.org/onto/individual/ENSMUSG00000027932_CNSOverLiver>	"Slc27a3"
<http://example.org/onto/individual/ENSMUSG00000045672_CNSOverLiver>	"Col27a1"
<http://example.org/onto/individual/ENSMUSG00000001700_CNSOverLiver>	"Gramd3"
<http://example.org/onto/individual/ENSMUSG00000034156_CNSOverLiver>	"Bzrap1"
<http://example.org/onto/individual/ENSMUSG00000042501_CNSOverLiver>	"Cpa6"
<http://example.org/onto/individual/ENSMUSG00000040929_CNSOverLiver>	"Rfx3"
<http://example.org/onto/individual/ENSMUSG00000028923_CNSOverLiver>	"Necap2"
<http://example.org/onto/individual/ENSMUSG00000075033_CNSOverLiver>	"Nxpe3"
<http://example.org/onto/individual/ENSMUSG00000039852_CNSOverLiver>	"Rere"
<http://example.org/onto/individual/ENSMUSG00000030707_CNSOverLiver>	"Coro1a"
<http://example.org/onto/individual/ENSMUSG00000041445_CNSOverLiver>	"Mmrn2"
<http://example.org/onto/individual/ENSMUSG00000062393_CNSOverLiver>	"Dgkk"
<http://example.org/onto/individual/ENSMUSG00000020323_CNSOverLiver>	"Prss57"
<http://example.org/onto/individual/ENSMUSG00000063193_CNSOverLiver>	"Cd300lb"
<http://example.org/onto/individual/ENSMUSG00000020453_CNSOverLiver>	"Patz1"
<http://example.org/onto/individual/ENSMUSG00000004018_CNSOverLiver>	"Fancl"
<http://example.org/onto/individual/ENSMUSG00000030124_CNSOverLiver>	"Lag3"
<http://example.org/onto/individual/ENSMUSG00000068959_CNSOverLiver>	"Zfp619"
<http://example.org/onto/individual/ENSMUSG00000052151_CNSOverLiver>	"Ppap2c"
<http://example.org/onto/individual/ENSMUSG00000046719_CNSOverLiver>	"Nxph3"
<http://example.org/onto/individual/ENSMUSG00000095325_CNSOverLiver>	"Zfp870"
<http://example.org/onto/individual/ENSMUSG00000030688_CNSOverLiver>	"Stard10"
<http://example.org/onto/individual/ENSMUSG00000019659_CNSOverLiver>	"Ccdc12"
<http://example.org/onto/individual/ENSMUSG00000062783_CNSOverLiver>	"Csprs"
<http://example.org/onto/individual/ENSMUSG00000022797_CNSOverLiver>	"Tfrc"
<http://example.org/onto/individual/ENSMUSG00000025163_CNSOverLiver>	"Cd7"
<http://example.org/onto/individual/ENSMUSG00000020273_CNSOverLiver>	"Papolg"
<http://example.org/onto/individual/ENSMUSG00000040703_CNSOverLiver>	"Cyp2s1"
<http://example.org/onto/individual/ENSMUSG00000051790_CNSOverLiver>	"Nlgn2"
<http://example.org/onto/individual/ENSMUSG00000078616_CNSOverLiver>	"Trim30c"
<http://example.org/onto/individual/ENSMUSG00000026748_CNSOverLiver>	"Plxdc2"
<http://example.org/onto/individual/ENSMUSG00000026616_CNSOverLiver>	"Cr2"
<http://example.org/onto/individual/ENSMUSG00000025577_CNSOverLiver>	"Cbx2"
<http://example.org/onto/individual/ENSMUSG00000034317_CNSOverLiver>	"Trim59"
<http://example.org/onto/individual/ENSMUSG00000038518_CNSOverLiver>	"Jarid2"
<http://example.org/onto/individual/ENSMUSG00000015217_CNSOverLiver>	"Hmgb3"
<http://example.org/onto/individual/ENSMUSG00000027670_CNSOverLiver>	"Ocstamp"
<http://example.org/onto/individual/ENSMUSG00000031133_CNSOverLiver>	"Arhgef6"
<http://example.org/onto/individual/ENSMUSG00000060275_CNSOverLiver>	"Nrg2"
<http://example.org/onto/individual/ENSMUSG00000001444_CNSOverLiver>	"Tbx21"
<http://example.org/onto/individual/ENSMUSG00000000594_CNSOverLiver>	"Gm2a"
<http://example.org/onto/individual/ENSMUSG00000024063_CNSOverLiver>	"Lbh"
<http://example.org/onto/individual/ENSMUSG00000026580_CNSOverLiver>	"Selp"
<http://example.org/onto/individual/ENSMUSG00000049687_CNSOverLiver>	"Fam109b"
<http://example.org/onto/individual/ENSMUSG00000040899_CNSOverLiver>	"Ccr6"
<http://example.org/onto/individual/ENSMUSG00000022844_CNSOverLiver>	"Pdia5"
<http://example.org/onto/individual/ENSMUSG00000022540_CNSOverLiver>	"Rogdi"
<http://example.org/onto/individual/ENSMUSG00000054850_CNSOverLiver>	"6330419J24Rik"
<http://example.org/onto/individual/ENSMUSG00000071661_CNSOverLiver>	"Zbtb3"
<http://example.org/onto/individual/ENSMUSG00000004446_CNSOverLiver>	"Bid"
<http://example.org/onto/individual/ENSMUSG00000025265_CNSOverLiver>	"Fgd1"
<http://example.org/onto/individual/ENSMUSG00000003746_CNSOverLiver>	"Man1a"
<http://example.org/onto/individual/ENSMUSG00000044134_CNSOverLiver>	"Fam109a"
<http://example.org/onto/individual/ENSMUSG00000074063_CNSOverLiver>	"Osgin1"
<http://example.org/onto/individual/ENSMUSG00000020674_CNSOverLiver>	"Pxdn"
<http://example.org/onto/individual/ENSMUSG00000023947_CNSOverLiver>	"Nfkbie"
<http://example.org/onto/individual/ENSMUSG00000059108_CNSOverLiver>	"Ifitm6"
<http://example.org/onto/individual/ENSMUSG00000020154_CNSOverLiver>	"Ptprb"
<http://example.org/onto/individual/ENSMUSG00000028965_CNSOverLiver>	"Tnfrsf9"
<http://example.org/onto/individual/ENSMUSG00000008855_CNSOverLiver>	"Hdac5"
<http://example.org/onto/individual/ENSMUSG00000026526_CNSOverLiver>	"Fh1"
<http://example.org/onto/individual/ENSMUSG00000001946_CNSOverLiver>	"Esam"
<http://example.org/onto/individual/ENSMUSG00000038357_CNSOverLiver>	"Camp"
<http://example.org/onto/individual/ENSMUSG00000063506_CNSOverLiver>	"Arhgap22"
<http://example.org/onto/individual/ENSMUSG00000039783_CNSOverLiver>	"Kmo"
<http://example.org/onto/individual/ENSMUSG00000037997_CNSOverLiver>	"Parp11"
<http://example.org/onto/individual/ENSMUSG00000036106_CNSOverLiver>	"Prr5"
<http://example.org/onto/individual/ENSMUSG00000016552_CNSOverLiver>	"Foxred2"
<http://example.org/onto/individual/ENSMUSG00000028362_CNSOverLiver>	"Tnfsf8"
<http://example.org/onto/individual/ENSMUSG00000022440_CNSOverLiver>	"C1qtnf6"
<http://example.org/onto/individual/ENSMUSG00000048174_CNSOverLiver>	"Tmem81"
<http://example.org/onto/individual/ENSMUSG00000039713_CNSOverLiver>	"Plekhg5"
<http://example.org/onto/individual/ENSMUSG00000096768_CNSOverLiver>	"Erdr1"
<http://example.org/onto/individual/ENSMUSG00000029299_CNSOverLiver>	"Abcg3"
<http://example.org/onto/individual/ENSMUSG00000001281_CNSOverLiver>	"Itgb7"
<http://example.org/onto/individual/ENSMUSG00000048031_CNSOverLiver>	"Fcrl5"
<http://example.org/onto/individual/ENSMUSG00000006378_CNSOverLiver>	"Gcat"
<http://example.org/onto/individual/ENSMUSG00000034930_CNSOverLiver>	"Rtkn"
<http://example.org/onto/individual/ENSMUSG00000029810_CNSOverLiver>	"Tmem176b"
<http://example.org/onto/individual/ENSMUSG00000052397_CNSOverLiver>	"Ezr"
<http://example.org/onto/individual/ENSMUSG00000026589_CNSOverLiver>	"Sec16b"
<http://example.org/onto/individual/ENSMUSG00000039629_CNSOverLiver>	"Strip2"
<http://example.org/onto/individual/ENSMUSG00000002983_CNSOverLiver>	"Relb"
<http://example.org/onto/individual/ENSMUSG00000036412_CNSOverLiver>	"Arsi"
<http://example.org/onto/individual/ENSMUSG00000032175_CNSOverLiver>	"Tyk2"
<http://example.org/onto/individual/ENSMUSG00000027009_CNSOverLiver>	"Itga4"
<http://example.org/onto/individual/ENSMUSG00000011267_CNSOverLiver>	"Zfp296"
<http://example.org/onto/individual/ENSMUSG00000031749_CNSOverLiver>	"St3gal2"
<http://example.org/onto/individual/ENSMUSG00000003134_CNSOverLiver>	"Tbc1d8"
<http://example.org/onto/individual/ENSMUSG00000040687_CNSOverLiver>	"Madd"
<http://example.org/onto/individual/ENSMUSG00000042249_CNSOverLiver>	"Adrbk2"
<http://example.org/onto/individual/ENSMUSG00000041361_CNSOverLiver>	"Myzap"
<http://example.org/onto/individual/ENSMUSG00000040875_CNSOverLiver>	"Osbpl10"
<http://example.org/onto/individual/ENSMUSG00000021782_CNSOverLiver>	"Dlg5"
<http://example.org/onto/individual/ENSMUSG00000001334_CNSOverLiver>	"Fndc5"
<http://example.org/onto/individual/ENSMUSG00000042066_CNSOverLiver>	"Tmcc2"
<http://example.org/onto/individual/ENSMUSG00000039191_CNSOverLiver>	"Rbpj"
<http://example.org/onto/individual/ENSMUSG00000029213_CNSOverLiver>	"Commd8"
<http://example.org/onto/individual/ENSMUSG00000049436_CNSOverLiver>	"Upk1b"
<http://example.org/onto/individual/ENSMUSG00000007216_CNSOverLiver>	"Zfp775"
<http://example.org/onto/individual/ENSMUSG00000042292_CNSOverLiver>	"Mkl1"
<http://example.org/onto/individual/ENSMUSG00000055240_CNSOverLiver>	"Zfp101"
<http://example.org/onto/individual/ENSMUSG00000030786_CNSOverLiver>	"Itgam"
<http://example.org/onto/individual/ENSMUSG00000026874_CNSOverLiver>	"Hc"
<http://example.org/onto/individual/ENSMUSG00000037649_CNSOverLiver>	"H2-DMa"
<http://example.org/onto/individual/ENSMUSG00000042363_CNSOverLiver>	"Lgalsl"
<http://example.org/onto/individual/ENSMUSG00000048277_CNSOverLiver>	"Syngr2"
<http://example.org/onto/individual/ENSMUSG00000027452_CNSOverLiver>	"Acss1"
