?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000024043_CNSOverLung>	"Arhgap28"
<http://example.org/onto/individual/ENSMUSG00000026384_CNSOverLung>	"Ptpn4"
<http://example.org/onto/individual/ENSMUSG00000032878_CNSOverLung>	"Ccdc85a"
<http://example.org/onto/individual/ENSMUSG00000049866_CNSOverLung>	"Arl4c"
<http://example.org/onto/individual/ENSMUSG00000022197_CNSOverLung>	"Pdzd2"
<http://example.org/onto/individual/ENSMUSG00000032718_CNSOverLung>	"Mansc1"
<http://example.org/onto/individual/ENSMUSG00000027858_CNSOverLung>	"Tspan2"
<http://example.org/onto/individual/ENSMUSG00000079523_CNSOverLung>	"Tmsb10"
<http://example.org/onto/individual/ENSMUSG00000026014_CNSOverLung>	"Raph1"
<http://example.org/onto/individual/ENSMUSG00000031770_CNSOverLung>	"Herpud1"
<http://example.org/onto/individual/ENSMUSG00000036698_CNSOverLung>	"Ago2"
<http://example.org/onto/individual/ENSMUSG00000075602_CNSOverLung>	"Ly6a"
<http://example.org/onto/individual/ENSMUSG00000026437_CNSOverLung>	"Cdk18"
<http://example.org/onto/individual/ENSMUSG00000037712_CNSOverLung>	"Fermt2"
<http://example.org/onto/individual/ENSMUSG00000068923_CNSOverLung>	"Syt11"
<http://example.org/onto/individual/ENSMUSG00000053063_CNSOverLung>	"Clec12a"
<http://example.org/onto/individual/ENSMUSG00000040699_CNSOverLung>	"Limd2"
<http://example.org/onto/individual/ENSMUSG00000049313_CNSOverLung>	"Sorl1"
<http://example.org/onto/individual/ENSMUSG00000001334_CNSOverLung>	"Fndc5"
<http://example.org/onto/individual/ENSMUSG00000030124_CNSOverLung>	"Lag3"
<http://example.org/onto/individual/ENSMUSG00000053113_CNSOverLung>	"Socs3"
<http://example.org/onto/individual/ENSMUSG00000006445_CNSOverLung>	"Epha2"
<http://example.org/onto/individual/ENSMUSG00000032033_CNSOverLung>	"Barx2"
<http://example.org/onto/individual/ENSMUSG00000044229_CNSOverLung>	"Nxpe4"
<http://example.org/onto/individual/ENSMUSG00000002944_CNSOverLung>	"Cd36"
<http://example.org/onto/individual/ENSMUSG00000050931_CNSOverLung>	"Sgms2"
<http://example.org/onto/individual/ENSMUSG00000038264_CNSOverLung>	"Sema7a"
<http://example.org/onto/individual/ENSMUSG00000026069_CNSOverLung>	"Il1rl1"
<http://example.org/onto/individual/ENSMUSG00000035566_CNSOverLung>	"Pcdh17"
<http://example.org/onto/individual/ENSMUSG00000062210_CNSOverLung>	"Tnfaip8"
<http://example.org/onto/individual/ENSMUSG00000034028_CNSOverLung>	"Cd226"
<http://example.org/onto/individual/ENSMUSG00000036918_CNSOverLung>	"Ttc7"
<http://example.org/onto/individual/ENSMUSG00000031398_CNSOverLung>	"Plxna3"
<http://example.org/onto/individual/ENSMUSG00000006356_CNSOverLung>	"Crip2"
<http://example.org/onto/individual/ENSMUSG00000058056_CNSOverLung>	"Palld"
<http://example.org/onto/individual/ENSMUSG00000001156_CNSOverLung>	"Mxd1"
<http://example.org/onto/individual/ENSMUSG00000029401_CNSOverLung>	"Rilpl2"
<http://example.org/onto/individual/ENSMUSG00000048534_CNSOverLung>	"Amica1"
<http://example.org/onto/individual/ENSMUSG00000040350_CNSOverLung>	"Trim7"
<http://example.org/onto/individual/ENSMUSG00000034177_CNSOverLung>	"Rnf43"
<http://example.org/onto/individual/ENSMUSG00000096458_CNSOverLung>	"Moap1"
<http://example.org/onto/individual/ENSMUSG00000034930_CNSOverLung>	"Rtkn"
<http://example.org/onto/individual/ENSMUSG00000070044_CNSOverLung>	"Fam149a"
<http://example.org/onto/individual/ENSMUSG00000023032_CNSOverLung>	"Slc4a8"
<http://example.org/onto/individual/ENSMUSG00000030160_CNSOverLung>	"Tmem52b"
<http://example.org/onto/individual/ENSMUSG00000028412_CNSOverLung>	"Slc44a1"
<http://example.org/onto/individual/ENSMUSG00000028654_CNSOverLung>	"Mycl"
<http://example.org/onto/individual/ENSMUSG00000030030_CNSOverLung>	"1700003E16Rik"
<http://example.org/onto/individual/ENSMUSG00000040488_CNSOverLung>	"Ltbp4"
<http://example.org/onto/individual/ENSMUSG00000041571_CNSOverLung>	"Sepw1"
<http://example.org/onto/individual/ENSMUSG00000028159_CNSOverLung>	"Dapp1"
<http://example.org/onto/individual/ENSMUSG00000050350_CNSOverLung>	"Gpr18"
<http://example.org/onto/individual/ENSMUSG00000002769_CNSOverLung>	"Gnmt"
<http://example.org/onto/individual/ENSMUSG00000005950_CNSOverLung>	"P2rx5"
<http://example.org/onto/individual/ENSMUSG00000045658_CNSOverLung>	"Pid1"
<http://example.org/onto/individual/ENSMUSG00000029075_CNSOverLung>	"Tnfrsf4"
<http://example.org/onto/individual/ENSMUSG00000095079_CNSOverLung>	"Igha"
<http://example.org/onto/individual/ENSMUSG00000032066_CNSOverLung>	"Bco2"
<http://example.org/onto/individual/ENSMUSG00000044469_CNSOverLung>	"Tnfaip8l1"
<http://example.org/onto/individual/ENSMUSG00000037905_CNSOverLung>	"Bri3bp"
<http://example.org/onto/individual/ENSMUSG00000034987_CNSOverLung>	"Hrh2"
<http://example.org/onto/individual/ENSMUSG00000037405_CNSOverLung>	"Icam1"
<http://example.org/onto/individual/ENSMUSG00000041417_CNSOverLung>	"Pik3r1"
<http://example.org/onto/individual/ENSMUSG00000026170_CNSOverLung>	"Cyp27a1"
<http://example.org/onto/individual/ENSMUSG00000048621_CNSOverLung>	"Gm6377"
<http://example.org/onto/individual/ENSMUSG00000032366_CNSOverLung>	"Tpm1"
<http://example.org/onto/individual/ENSMUSG00000038007_CNSOverLung>	"Acer2"
<http://example.org/onto/individual/ENSMUSG00000039646_CNSOverLung>	"Vasn"
<http://example.org/onto/individual/ENSMUSG00000048960_CNSOverLung>	"Prex2"
<http://example.org/onto/individual/ENSMUSG00000089844_CNSOverLung>	"A530032D15Rik"
<http://example.org/onto/individual/ENSMUSG00000042638_CNSOverLung>	"Gucy2c"
<http://example.org/onto/individual/ENSMUSG00000026930_CNSOverLung>	"Gpsm1"
<http://example.org/onto/individual/ENSMUSG00000033949_CNSOverLung>	"Trim36"
<http://example.org/onto/individual/ENSMUSG00000007872_CNSOverLung>	"Id3"
<http://example.org/onto/individual/ENSMUSG00000027999_CNSOverLung>	"Pla2g12a"
<http://example.org/onto/individual/ENSMUSG00000026874_CNSOverLung>	"Hc"
<http://example.org/onto/individual/ENSMUSG00000035274_CNSOverLung>	"Tpbg"
<http://example.org/onto/individual/ENSMUSG00000037347_CNSOverLung>	"Chst7"
<http://example.org/onto/individual/ENSMUSG00000029061_CNSOverLung>	"Mmp23"
<http://example.org/onto/individual/ENSMUSG00000004371_CNSOverLung>	"Il11"
<http://example.org/onto/individual/ENSMUSG00000040212_CNSOverLung>	"Emp3"
<http://example.org/onto/individual/ENSMUSG00000039697_CNSOverLung>	"Ncoa7"
<http://example.org/onto/individual/ENSMUSG00000022575_CNSOverLung>	"Gsdmd"
<http://example.org/onto/individual/ENSMUSG00000029322_CNSOverLung>	"Plac8"
<http://example.org/onto/individual/ENSMUSG00000092137_CNSOverLung>	"Gcom1"
<http://example.org/onto/individual/ENSMUSG00000028745_CNSOverLung>	"Capzb"
<http://example.org/onto/individual/ENSMUSG00000066687_CNSOverLung>	"Zbtb16"
<http://example.org/onto/individual/ENSMUSG00000058881_CNSOverLung>	"Zfp516"
<http://example.org/onto/individual/ENSMUSG00000049184_CNSOverLung>	"Purg"
<http://example.org/onto/individual/ENSMUSG00000004296_CNSOverLung>	"Il12b"
<http://example.org/onto/individual/ENSMUSG00000018909_CNSOverLung>	"Arrb1"
<http://example.org/onto/individual/ENSMUSG00000054203_CNSOverLung>	"Ifi205"
<http://example.org/onto/individual/ENSMUSG00000062638_CNSOverLung>	"Btnl1"
<http://example.org/onto/individual/ENSMUSG00000032548_CNSOverLung>	"Slco2a1"
<http://example.org/onto/individual/ENSMUSG00000020186_CNSOverLung>	"Csrp2"
<http://example.org/onto/individual/ENSMUSG00000074227_CNSOverLung>	"Spint2"
<http://example.org/onto/individual/ENSMUSG00000030165_CNSOverLung>	"Klrd1"
<http://example.org/onto/individual/ENSMUSG00000102037_CNSOverLung>	"Bcl2a1a"
<http://example.org/onto/individual/ENSMUSG00000029650_CNSOverLung>	"Slc46a3"
<http://example.org/onto/individual/ENSMUSG00000030745_CNSOverLung>	"Il21r"
<http://example.org/onto/individual/ENSMUSG00000029772_CNSOverLung>	"Ahcyl2"
<http://example.org/onto/individual/ENSMUSG00000044456_CNSOverLung>	"Rin3"
<http://example.org/onto/individual/ENSMUSG00000019996_CNSOverLung>	"Map7"
<http://example.org/onto/individual/ENSMUSG00000022237_CNSOverLung>	"Ankrd33b"
<http://example.org/onto/individual/ENSMUSG00000034903_CNSOverLung>	"Cobll1"
<http://example.org/onto/individual/ENSMUSG00000001240_CNSOverLung>	"Ramp2"
<http://example.org/onto/individual/ENSMUSG00000039676_CNSOverLung>	"Capsl"
<http://example.org/onto/individual/ENSMUSG00000028937_CNSOverLung>	"Acot7"
<http://example.org/onto/individual/ENSMUSG00000055407_CNSOverLung>	"Map6"
<http://example.org/onto/individual/ENSMUSG00000018476_CNSOverLung>	"Kdm6b"
<http://example.org/onto/individual/ENSMUSG00000024232_CNSOverLung>	"Bambi"
<http://example.org/onto/individual/ENSMUSG00000022540_CNSOverLung>	"Rogdi"
<http://example.org/onto/individual/ENSMUSG00000021411_CNSOverLung>	"Pxdc1"
<http://example.org/onto/individual/ENSMUSG00000038143_CNSOverLung>	"Stox2"
<http://example.org/onto/individual/ENSMUSG00000094694_CNSOverLung>	"Ighv1-9"
<http://example.org/onto/individual/ENSMUSG00000015944_CNSOverLung>	"Gatsl2"
<http://example.org/onto/individual/ENSMUSG00000051335_CNSOverLung>	"Gfod1"
<http://example.org/onto/individual/ENSMUSG00000034810_CNSOverLung>	"Scn7a"
<http://example.org/onto/individual/ENSMUSG00000089942_CNSOverLung>	"Pira2"
<http://example.org/onto/individual/ENSMUSG00000072437_CNSOverLung>	"Nanos1"
<http://example.org/onto/individual/ENSMUSG00000042351_CNSOverLung>	"Grap2"
<http://example.org/onto/individual/ENSMUSG00000033721_CNSOverLung>	"Vav3"
<http://example.org/onto/individual/ENSMUSG00000040751_CNSOverLung>	"Lat2"
<http://example.org/onto/individual/ENSMUSG00000020437_CNSOverLung>	"Myo1g"
<http://example.org/onto/individual/ENSMUSG00000068566_CNSOverLung>	"Myadm"
<http://example.org/onto/individual/ENSMUSG00000053338_CNSOverLung>	"Tarm1"
<http://example.org/onto/individual/ENSMUSG00000026736_CNSOverLung>	"4930426L09Rik"
<http://example.org/onto/individual/ENSMUSG00000078783_CNSOverLung>	"Gm9733"
<http://example.org/onto/individual/ENSMUSG00000029771_CNSOverLung>	"Irf5"
<http://example.org/onto/individual/ENSMUSG00000031133_CNSOverLung>	"Arhgef6"
<http://example.org/onto/individual/ENSMUSG00000025558_CNSOverLung>	"Dock9"
<http://example.org/onto/individual/ENSMUSG00000053166_CNSOverLung>	"Cdh22"
<http://example.org/onto/individual/ENSMUSG00000045382_CNSOverLung>	"Cxcr4"
<http://example.org/onto/individual/ENSMUSG00000027552_CNSOverLung>	"E2f5"
<http://example.org/onto/individual/ENSMUSG00000036181_CNSOverLung>	"Hist1h1c"
<http://example.org/onto/individual/ENSMUSG00000022048_CNSOverLung>	"Dpysl2"
<http://example.org/onto/individual/ENSMUSG00000035547_CNSOverLung>	"Capn5"
<http://example.org/onto/individual/ENSMUSG00000028780_CNSOverLung>	"Sema3c"
<http://example.org/onto/individual/ENSMUSG00000062906_CNSOverLung>	"Hdac10"
<http://example.org/onto/individual/ENSMUSG00000043051_CNSOverLung>	"Disc1"
<http://example.org/onto/individual/ENSMUSG00000000631_CNSOverLung>	"Myo18a"
<http://example.org/onto/individual/ENSMUSG00000071537_CNSOverLung>	"Klrg2"
<http://example.org/onto/individual/ENSMUSG00000021675_CNSOverLung>	"F2rl2"
<http://example.org/onto/individual/ENSMUSG00000079283_CNSOverLung>	"2310009B15Rik"
<http://example.org/onto/individual/ENSMUSG00000037172_CNSOverLung>	"E330009J07Rik"
<http://example.org/onto/individual/ENSMUSG00000024208_CNSOverLung>	"Uqcc2"
<http://example.org/onto/individual/ENSMUSG00000034832_CNSOverLung>	"Tet3"
<http://example.org/onto/individual/ENSMUSG00000039960_CNSOverLung>	"Rhou"
<http://example.org/onto/individual/ENSMUSG00000049103_CNSOverLung>	"Ccr2"
<http://example.org/onto/individual/ENSMUSG00000002565_CNSOverLung>	"Scin"
<http://example.org/onto/individual/ENSMUSG00000019767_CNSOverLung>	"Ccdc170"
<http://example.org/onto/individual/ENSMUSG00000031662_CNSOverLung>	"Snx20"
<http://example.org/onto/individual/ENSMUSG00000022265_CNSOverLung>	"Ank"
<http://example.org/onto/individual/ENSMUSG00000032489_CNSOverLung>	"Kif9"
<http://example.org/onto/individual/ENSMUSG00000050721_CNSOverLung>	"Plekho2"
<http://example.org/onto/individual/ENSMUSG00000025938_CNSOverLung>	"Slco5a1"
<http://example.org/onto/individual/ENSMUSG00000027615_CNSOverLung>	"Hps3"
<http://example.org/onto/individual/ENSMUSG00000024897_CNSOverLung>	"Apba1"
<http://example.org/onto/individual/ENSMUSG00000024521_CNSOverLung>	"Pmaip1"
<http://example.org/onto/individual/ENSMUSG00000100838_CNSOverLung>	"Gm29094"
<http://example.org/onto/individual/ENSMUSG00000054792_CNSOverLung>	"Klhl18"
<http://example.org/onto/individual/ENSMUSG00000033767_CNSOverLung>	"D930015E06Rik"
<http://example.org/onto/individual/ENSMUSG00000041361_CNSOverLung>	"Myzap"
<http://example.org/onto/individual/ENSMUSG00000021886_CNSOverLung>	"Gpr65"
<http://example.org/onto/individual/ENSMUSG00000057329_CNSOverLung>	"Bcl2"
<http://example.org/onto/individual/ENSMUSG00000038188_CNSOverLung>	"Scarf1"
<http://example.org/onto/individual/ENSMUSG00000004552_CNSOverLung>	"Ctse"
<http://example.org/onto/individual/ENSMUSG00000051339_CNSOverLung>	"2900026A02Rik"
<http://example.org/onto/individual/ENSMUSG00000001029_CNSOverLung>	"Icam2"
<http://example.org/onto/individual/ENSMUSG00000024334_CNSOverLung>	"H2-Oa"
<http://example.org/onto/individual/ENSMUSG00000015766_CNSOverLung>	"Eps8"
<http://example.org/onto/individual/ENSMUSG00000032745_CNSOverLung>	"Gpbp1"
<http://example.org/onto/individual/ENSMUSG00000037239_CNSOverLung>	"Spred3"
<http://example.org/onto/individual/ENSMUSG00000060509_CNSOverLung>	"Xcr1"
<http://example.org/onto/individual/ENSMUSG00000033316_CNSOverLung>	"Galnt9"
<http://example.org/onto/individual/ENSMUSG00000022901_CNSOverLung>	"Cd86"
<http://example.org/onto/individual/ENSMUSG00000056492_CNSOverLung>	"Adgrf5"
<http://example.org/onto/individual/ENSMUSG00000020668_CNSOverLung>	"Kif3c"
<http://example.org/onto/individual/ENSMUSG00000034917_CNSOverLung>	"Tjp3"
<http://example.org/onto/individual/ENSMUSG00000023044_CNSOverLung>	"Csad"
<http://example.org/onto/individual/ENSMUSG00000037552_CNSOverLung>	"Plekhg2"
<http://example.org/onto/individual/ENSMUSG00000042608_CNSOverLung>	"Stk40"
<http://example.org/onto/individual/ENSMUSG00000038668_CNSOverLung>	"Lpar1"
<http://example.org/onto/individual/ENSMUSG00000030691_CNSOverLung>	"Fchsd2"
<http://example.org/onto/individual/ENSMUSG00000050921_CNSOverLung>	"P2ry10"
<http://example.org/onto/individual/ENSMUSG00000029161_CNSOverLung>	"Cgref1"
<http://example.org/onto/individual/ENSMUSG00000022205_CNSOverLung>	"Sub1"
<http://example.org/onto/individual/ENSMUSG00000025278_CNSOverLung>	"Flnb"
<http://example.org/onto/individual/ENSMUSG00000046314_CNSOverLung>	"Stxbp6"
<http://example.org/onto/individual/ENSMUSG00000004791_CNSOverLung>	"Pgf"
<http://example.org/onto/individual/ENSMUSG00000045930_CNSOverLung>	"Clec14a"
<http://example.org/onto/individual/ENSMUSG00000032473_CNSOverLung>	"Cldn18"
<http://example.org/onto/individual/ENSMUSG00000061288_CNSOverLung>	"Taok3"
<http://example.org/onto/individual/ENSMUSG00000029101_CNSOverLung>	"Rgs12"
<http://example.org/onto/individual/ENSMUSG00000090272_CNSOverLung>	"Mndal"
<http://example.org/onto/individual/ENSMUSG00000039095_CNSOverLung>	"En2"
<http://example.org/onto/individual/ENSMUSG00000033066_CNSOverLung>	"Gas7"
<http://example.org/onto/individual/ENSMUSG00000024425_CNSOverLung>	"Ndfip1"
<http://example.org/onto/individual/ENSMUSG00000060090_CNSOverLung>	"Rp2h"
<http://example.org/onto/individual/ENSMUSG00000074811_CNSOverLung>	"Hps6"
<http://example.org/onto/individual/ENSMUSG00000027398_CNSOverLung>	"Il1b"
<http://example.org/onto/individual/ENSMUSG00000063931_CNSOverLung>	"Pepd"
<http://example.org/onto/individual/ENSMUSG00000020814_CNSOverLung>	"Mxra7"
<http://example.org/onto/individual/ENSMUSG00000000486_CNSOverLung>	"Sep-01"
<http://example.org/onto/individual/ENSMUSG00000020674_CNSOverLung>	"Pxdn"
<http://example.org/onto/individual/ENSMUSG00000023034_CNSOverLung>	"Nr4a1"
<http://example.org/onto/individual/ENSMUSG00000041797_CNSOverLung>	"Abca9"
