?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000024653_CNSOverLung>	"Scgb1a1"
<http://example.org/onto/individual/ENSMUSG00000028163_CNSOverLung>	"Nfkb1"
<http://example.org/onto/individual/ENSMUSG00000042436_CNSOverLung>	"Mfap4"
<http://example.org/onto/individual/ENSMUSG00000031494_CNSOverLung>	"Cd209a"
<http://example.org/onto/individual/ENSMUSG00000054720_CNSOverLung>	"Lrrc8c"
<http://example.org/onto/individual/ENSMUSG00000038607_CNSOverLung>	"Gng10"
<http://example.org/onto/individual/ENSMUSG00000022994_CNSOverLung>	"Adcy6"
<http://example.org/onto/individual/ENSMUSG00000026594_CNSOverLung>	"Ralgps2"
<http://example.org/onto/individual/ENSMUSG00000021127_CNSOverLung>	"Zfp36l1"
<http://example.org/onto/individual/ENSMUSG00000056124_CNSOverLung>	"B4galt6"
<http://example.org/onto/individual/ENSMUSG00000047963_CNSOverLung>	"Stbd1"
<http://example.org/onto/individual/ENSMUSG00000061740_CNSOverLung>	"Cyp2d22"
<http://example.org/onto/individual/ENSMUSG00000034853_CNSOverLung>	"Acot11"
<http://example.org/onto/individual/ENSMUSG00000054855_CNSOverLung>	"Rnd1"
<http://example.org/onto/individual/ENSMUSG00000026782_CNSOverLung>	"Abi2"
<http://example.org/onto/individual/ENSMUSG00000052749_CNSOverLung>	"Trim30b"
<http://example.org/onto/individual/ENSMUSG00000049721_CNSOverLung>	"Gal3st1"
<http://example.org/onto/individual/ENSMUSG00000049858_CNSOverLung>	"Suox"
<http://example.org/onto/individual/ENSMUSG00000058258_CNSOverLung>	"Idi1"
<http://example.org/onto/individual/ENSMUSG00000021298_CNSOverLung>	"Gpr132"
<http://example.org/onto/individual/ENSMUSG00000032352_CNSOverLung>	"Lrrc1"
<http://example.org/onto/individual/ENSMUSG00000040592_CNSOverLung>	"Cd79b"
<http://example.org/onto/individual/ENSMUSG00000032035_CNSOverLung>	"Ets1"
<http://example.org/onto/individual/ENSMUSG00000022508_CNSOverLung>	"Bcl6"
<http://example.org/onto/individual/ENSMUSG00000037447_CNSOverLung>	"Arid5a"
<http://example.org/onto/individual/ENSMUSG00000022453_CNSOverLung>	"Naga"
<http://example.org/onto/individual/ENSMUSG00000024378_CNSOverLung>	"Stard4"
<http://example.org/onto/individual/ENSMUSG00000022450_CNSOverLung>	"Ndufa6"
<http://example.org/onto/individual/ENSMUSG00000021959_CNSOverLung>	"Lats2"
<http://example.org/onto/individual/ENSMUSG00000068114_CNSOverLung>	"Ccdc134"
<http://example.org/onto/individual/ENSMUSG00000030413_CNSOverLung>	"Pglyrp1"
<http://example.org/onto/individual/ENSMUSG00000035671_CNSOverLung>	"Zswim4"
<http://example.org/onto/individual/ENSMUSG00000051682_CNSOverLung>	"Treml4"
<http://example.org/onto/individual/ENSMUSG00000067219_CNSOverLung>	"Nipal1"
<http://example.org/onto/individual/ENSMUSG00000003477_CNSOverLung>	"Inmt"
<http://example.org/onto/individual/ENSMUSG00000031216_CNSOverLung>	"Stard8"
<http://example.org/onto/individual/ENSMUSG00000033319_CNSOverLung>	"Fem1c"
<http://example.org/onto/individual/ENSMUSG00000013698_CNSOverLung>	"Pea15a"
<http://example.org/onto/individual/ENSMUSG00000007379_CNSOverLung>	"Dennd2c"
<http://example.org/onto/individual/ENSMUSG00000009647_CNSOverLung>	"Mcu"
<http://example.org/onto/individual/ENSMUSG00000006378_CNSOverLung>	"Gcat"
<http://example.org/onto/individual/ENSMUSG00000026558_CNSOverLung>	"Uck2"
<http://example.org/onto/individual/ENSMUSG00000053175_CNSOverLung>	"Bcl3"
<http://example.org/onto/individual/ENSMUSG00000024670_CNSOverLung>	"Cd6"
<http://example.org/onto/individual/ENSMUSG00000043067_CNSOverLung>	"Dpy19l1"
<http://example.org/onto/individual/ENSMUSG00000031137_CNSOverLung>	"Fgf13"
<http://example.org/onto/individual/ENSMUSG00000030032_CNSOverLung>	"Wdr54"
<http://example.org/onto/individual/ENSMUSG00000049734_CNSOverLung>	"Trex1"
<http://example.org/onto/individual/ENSMUSG00000026833_CNSOverLung>	"Olfm1"
<http://example.org/onto/individual/ENSMUSG00000030954_CNSOverLung>	"Gp2"
<http://example.org/onto/individual/ENSMUSG00000046844_CNSOverLung>	"Vat1l"
<http://example.org/onto/individual/ENSMUSG00000030747_CNSOverLung>	"Dgat2"
<http://example.org/onto/individual/ENSMUSG00000069833_CNSOverLung>	"Ahnak"
<http://example.org/onto/individual/ENSMUSG00000029188_CNSOverLung>	"Slc34a2"
<http://example.org/onto/individual/ENSMUSG00000044827_CNSOverLung>	"Tlr1"
<http://example.org/onto/individual/ENSMUSG00000024174_CNSOverLung>	"Pot1b"
<http://example.org/onto/individual/ENSMUSG00000034675_CNSOverLung>	"Dbn1"
<http://example.org/onto/individual/ENSMUSG00000061878_CNSOverLung>	"Sphk1"
<http://example.org/onto/individual/ENSMUSG00000043733_CNSOverLung>	"Ptpn11"
<http://example.org/onto/individual/ENSMUSG00000052632_CNSOverLung>	"Asap2"
<http://example.org/onto/individual/ENSMUSG00000024736_CNSOverLung>	"Tmem132a"
<http://example.org/onto/individual/ENSMUSG00000042599_CNSOverLung>	"Kdm7a"
<http://example.org/onto/individual/ENSMUSG00000003882_CNSOverLung>	"Il7r"
<http://example.org/onto/individual/ENSMUSG00000021423_CNSOverLung>	"Ly86"
<http://example.org/onto/individual/ENSMUSG00000037410_CNSOverLung>	"Tbc1d2b"
<http://example.org/onto/individual/ENSMUSG00000041782_CNSOverLung>	"Lad1"
<http://example.org/onto/individual/ENSMUSG00000015755_CNSOverLung>	"Tab2"
<http://example.org/onto/individual/ENSMUSG00000012126_CNSOverLung>	"Ubxn11"
<http://example.org/onto/individual/ENSMUSG00000053820_CNSOverLung>	"Bcl2a1c"
<http://example.org/onto/individual/ENSMUSG00000046711_CNSOverLung>	"Hmga1"
<http://example.org/onto/individual/ENSMUSG00000028476_CNSOverLung>	"Reck"
<http://example.org/onto/individual/ENSMUSG00000044147_CNSOverLung>	"Arf6"
<http://example.org/onto/individual/ENSMUSG00000054065_CNSOverLung>	"Pkp3"
<http://example.org/onto/individual/ENSMUSG00000032470_CNSOverLung>	"Mras"
<http://example.org/onto/individual/ENSMUSG00000024975_CNSOverLung>	"Pdcd4"
<http://example.org/onto/individual/ENSMUSG00000000861_CNSOverLung>	"Bcl11a"
<http://example.org/onto/individual/ENSMUSG00000079492_CNSOverLung>	"Gm11127"
<http://example.org/onto/individual/ENSMUSG00000022221_CNSOverLung>	"Ripk3"
<http://example.org/onto/individual/ENSMUSG00000098814_CNSOverLung>	"Igkv19-93"
<http://example.org/onto/individual/ENSMUSG00000020388_CNSOverLung>	"Pdlim4"
<http://example.org/onto/individual/ENSMUSG00000009681_CNSOverLung>	"Bcr"
<http://example.org/onto/individual/ENSMUSG00000030602_CNSOverLung>	"Pak4"
<http://example.org/onto/individual/ENSMUSG00000037681_CNSOverLung>	"Esyt3"
<http://example.org/onto/individual/ENSMUSG00000038543_CNSOverLung>	"BC028528"
<http://example.org/onto/individual/ENSMUSG00000001627_CNSOverLung>	"Ifrd1"
<http://example.org/onto/individual/ENSMUSG00000034845_CNSOverLung>	"Plvap"
<http://example.org/onto/individual/ENSMUSG00000079481_CNSOverLung>	"Nhsl2"
<http://example.org/onto/individual/ENSMUSG00000030218_CNSOverLung>	"Mgp"
<http://example.org/onto/individual/ENSMUSG00000040875_CNSOverLung>	"Osbpl10"
<http://example.org/onto/individual/ENSMUSG00000019820_CNSOverLung>	"Utrn"
<http://example.org/onto/individual/ENSMUSG00000042046_CNSOverLung>	"Dstyk"
<http://example.org/onto/individual/ENSMUSG00000051851_CNSOverLung>	"Cxx1c"
<http://example.org/onto/individual/ENSMUSG00000040152_CNSOverLung>	"Thbs1"
<http://example.org/onto/individual/ENSMUSG00000030707_CNSOverLung>	"Coro1a"
<http://example.org/onto/individual/ENSMUSG00000009628_CNSOverLung>	"Tex15"
<http://example.org/onto/individual/ENSMUSG00000057967_CNSOverLung>	"Fgf18"
<http://example.org/onto/individual/ENSMUSG00000000282_CNSOverLung>	"Mnt"
<http://example.org/onto/individual/ENSMUSG00000058748_CNSOverLung>	"Zfp958"
<http://example.org/onto/individual/ENSMUSG00000024798_CNSOverLung>	"Htr7"
<http://example.org/onto/individual/ENSMUSG00000031379_CNSOverLung>	"Pir"
<http://example.org/onto/individual/ENSMUSG00000035042_CNSOverLung>	"Ccl5"
<http://example.org/onto/individual/ENSMUSG00000049907_CNSOverLung>	"Rasl11b"
<http://example.org/onto/individual/ENSMUSG00000031488_CNSOverLung>	"Rab11fip1"
<http://example.org/onto/individual/ENSMUSG00000022911_CNSOverLung>	"Arl13b"
<http://example.org/onto/individual/ENSMUSG00000027932_CNSOverLung>	"Slc27a3"
<http://example.org/onto/individual/ENSMUSG00000020423_CNSOverLung>	"Btg2"
<http://example.org/onto/individual/ENSMUSG00000020902_CNSOverLung>	"Ntn1"
<http://example.org/onto/individual/ENSMUSG00000050382_CNSOverLung>	"Kif7"
<http://example.org/onto/individual/ENSMUSG00000063605_CNSOverLung>	"Ccdc102a"
<http://example.org/onto/individual/ENSMUSG00000028843_CNSOverLung>	"Sh3bgrl3"
<http://example.org/onto/individual/ENSMUSG00000026639_CNSOverLung>	"Lamb3"
<http://example.org/onto/individual/ENSMUSG00000026921_CNSOverLung>	"Egfl7"
<http://example.org/onto/individual/ENSMUSG00000074419_CNSOverLung>	"Gm15448"
<http://example.org/onto/individual/ENSMUSG00000028465_CNSOverLung>	"Tln1"
<http://example.org/onto/individual/ENSMUSG00000021087_CNSOverLung>	"Rtn1"
<http://example.org/onto/individual/ENSMUSG00000049649_CNSOverLung>	"Gpr3"
<http://example.org/onto/individual/ENSMUSG00000041235_CNSOverLung>	"Chd7"
<http://example.org/onto/individual/ENSMUSG00000029475_CNSOverLung>	"Kdm2b"
<http://example.org/onto/individual/ENSMUSG00000038295_CNSOverLung>	"Atg9b"
<http://example.org/onto/individual/ENSMUSG00000020788_CNSOverLung>	"Atp2a3"
<http://example.org/onto/individual/ENSMUSG00000028793_CNSOverLung>	"Rnf19b"
<http://example.org/onto/individual/ENSMUSG00000004113_CNSOverLung>	"Cacna1b"
<http://example.org/onto/individual/ENSMUSG00000029861_CNSOverLung>	"Fam131b"
<http://example.org/onto/individual/ENSMUSG00000036412_CNSOverLung>	"Arsi"
<http://example.org/onto/individual/ENSMUSG00000023791_CNSOverLung>	"Pigx"
<http://example.org/onto/individual/ENSMUSG00000052397_CNSOverLung>	"Ezr"
<http://example.org/onto/individual/ENSMUSG00000030257_CNSOverLung>	"Srgap3"
<http://example.org/onto/individual/ENSMUSG00000036273_CNSOverLung>	"Lrrk2"
<http://example.org/onto/individual/ENSMUSG00000019842_CNSOverLung>	"Traf3ip2"
<http://example.org/onto/individual/ENSMUSG00000024074_CNSOverLung>	"Crim1"
<http://example.org/onto/individual/ENSMUSG00000020589_CNSOverLung>	"Fam49a"
<http://example.org/onto/individual/ENSMUSG00000026815_CNSOverLung>	"Gfi1b"
<http://example.org/onto/individual/ENSMUSG00000028051_CNSOverLung>	"Hcn3"
<http://example.org/onto/individual/ENSMUSG00000036395_CNSOverLung>	"Glb1l2"
<http://example.org/onto/individual/ENSMUSG00000038437_CNSOverLung>	"Mllt6"
<http://example.org/onto/individual/ENSMUSG00000008845_CNSOverLung>	"Cd163"
<http://example.org/onto/individual/ENSMUSG00000094103_CNSOverLung>	"1700047I17Rik2"
<http://example.org/onto/individual/ENSMUSG00000022452_CNSOverLung>	"Smdt1"
<http://example.org/onto/individual/ENSMUSG00000006930_CNSOverLung>	"Hap1"
<http://example.org/onto/individual/ENSMUSG00000035164_CNSOverLung>	"Zc3h12c"
<http://example.org/onto/individual/ENSMUSG00000031112_CNSOverLung>	"Stk26"
<http://example.org/onto/individual/ENSMUSG00000000732_CNSOverLung>	"Icosl"
<http://example.org/onto/individual/ENSMUSG00000024858_CNSOverLung>	"Adrbk1"
<http://example.org/onto/individual/ENSMUSG00000037887_CNSOverLung>	"Dusp8"
<http://example.org/onto/individual/ENSMUSG00000040181_CNSOverLung>	"Fmo1"
<http://example.org/onto/individual/ENSMUSG00000030753_CNSOverLung>	"Prkrir"
<http://example.org/onto/individual/ENSMUSG00000070348_CNSOverLung>	"Ccnd1"
<http://example.org/onto/individual/ENSMUSG00000015839_CNSOverLung>	"Nfe2l2"
<http://example.org/onto/individual/ENSMUSG00000022010_CNSOverLung>	"Tsc22d1"
<http://example.org/onto/individual/ENSMUSG00000027544_CNSOverLung>	"Nfatc2"
<http://example.org/onto/individual/ENSMUSG00000032579_CNSOverLung>	"Hemk1"
<http://example.org/onto/individual/ENSMUSG00000044948_CNSOverLung>	"Cfap43"
<http://example.org/onto/individual/ENSMUSG00000021123_CNSOverLung>	"Rdh12"
<http://example.org/onto/individual/ENSMUSG00000037754_CNSOverLung>	"Ppp1r16b"
<http://example.org/onto/individual/ENSMUSG00000030724_CNSOverLung>	"Cd19"
<http://example.org/onto/individual/ENSMUSG00000028078_CNSOverLung>	"Dclk2"
<http://example.org/onto/individual/ENSMUSG00000033768_CNSOverLung>	"Nrxn2"
<http://example.org/onto/individual/ENSMUSG00000057191_CNSOverLung>	"AB124611"
<http://example.org/onto/individual/ENSMUSG00000044313_CNSOverLung>	"Mab21l3"
<http://example.org/onto/individual/ENSMUSG00000024952_CNSOverLung>	"Rps6ka4"
<http://example.org/onto/individual/ENSMUSG00000033149_CNSOverLung>	"Phldb2"
<http://example.org/onto/individual/ENSMUSG00000055485_CNSOverLung>	"Soga1"
<http://example.org/onto/individual/ENSMUSG00000026357_CNSOverLung>	"Rgs18"
<http://example.org/onto/individual/ENSMUSG00000031536_CNSOverLung>	"Polb"
<http://example.org/onto/individual/ENSMUSG00000039942_CNSOverLung>	"Ptger4"
<http://example.org/onto/individual/ENSMUSG00000004110_CNSOverLung>	"Cacna1e"
<http://example.org/onto/individual/ENSMUSG00000018076_CNSOverLung>	"Med13l"
<http://example.org/onto/individual/ENSMUSG00000036256_CNSOverLung>	"Igfbp7"
<http://example.org/onto/individual/ENSMUSG00000014158_CNSOverLung>	"Trpv4"
<http://example.org/onto/individual/ENSMUSG00000016552_CNSOverLung>	"Foxred2"
<http://example.org/onto/individual/ENSMUSG00000026915_CNSOverLung>	"Strbp"
<http://example.org/onto/individual/ENSMUSG00000042042_CNSOverLung>	"Csgalnact2"
<http://example.org/onto/individual/ENSMUSG00000028630_CNSOverLung>	"Dyrk2"
<http://example.org/onto/individual/ENSMUSG00000055817_CNSOverLung>	"Mta3"
<http://example.org/onto/individual/ENSMUSG00000039395_CNSOverLung>	"Mreg"
<http://example.org/onto/individual/ENSMUSG00000001763_CNSOverLung>	"Tspan33"
<http://example.org/onto/individual/ENSMUSG00000039852_CNSOverLung>	"Rere"
<http://example.org/onto/individual/ENSMUSG00000024014_CNSOverLung>	"Pim1"
<http://example.org/onto/individual/ENSMUSG00000032085_CNSOverLung>	"Tagln"
<http://example.org/onto/individual/ENSMUSG00000036832_CNSOverLung>	"Lpar3"
<http://example.org/onto/individual/ENSMUSG00000041481_CNSOverLung>	"Serpina3g"
<http://example.org/onto/individual/ENSMUSG00000021559_CNSOverLung>	"Dapk1"
<http://example.org/onto/individual/ENSMUSG00000046908_CNSOverLung>	"Ltb4r1"
<http://example.org/onto/individual/ENSMUSG00000021366_CNSOverLung>	"Hivep1"
<http://example.org/onto/individual/ENSMUSG00000049001_CNSOverLung>	"Ndnf"
<http://example.org/onto/individual/ENSMUSG00000030786_CNSOverLung>	"Itgam"
<http://example.org/onto/individual/ENSMUSG00000037419_CNSOverLung>	"Endod1"
<http://example.org/onto/individual/ENSMUSG00000078771_CNSOverLung>	"Evi2a"
<http://example.org/onto/individual/ENSMUSG00000070868_CNSOverLung>	"Skint3"
<http://example.org/onto/individual/ENSMUSG00000018340_CNSOverLung>	"Anxa6"
<http://example.org/onto/individual/ENSMUSG00000036111_CNSOverLung>	"Lmo1"
<http://example.org/onto/individual/ENSMUSG00000001630_CNSOverLung>	"Stk38l"
<http://example.org/onto/individual/ENSMUSG00000053318_CNSOverLung>	"Slamf8"
<http://example.org/onto/individual/ENSMUSG00000032643_CNSOverLung>	"Fhl3"
<http://example.org/onto/individual/ENSMUSG00000062421_CNSOverLung>	"Arf2"
<http://example.org/onto/individual/ENSMUSG00000012350_CNSOverLung>	"Ehf"
<http://example.org/onto/individual/ENSMUSG00000023092_CNSOverLung>	"Fhl1"
<http://example.org/onto/individual/ENSMUSG00000022900_CNSOverLung>	"Ildr1"
<http://example.org/onto/individual/ENSMUSG00000040037_CNSOverLung>	"Negr1"
<http://example.org/onto/individual/ENSMUSG00000004665_CNSOverLung>	"Cnn2"
<http://example.org/onto/individual/ENSMUSG00000025915_CNSOverLung>	"Sgk3"
<http://example.org/onto/individual/ENSMUSG00000048895_CNSOverLung>	"Cdk5r1"
<http://example.org/onto/individual/ENSMUSG00000039167_CNSOverLung>	"Adgrl4"
<http://example.org/onto/individual/ENSMUSG00000040616_CNSOverLung>	"Tmem51"
<http://example.org/onto/individual/ENSMUSG00000050538_CNSOverLung>	"B230217C12Rik"
<http://example.org/onto/individual/ENSMUSG00000027452_CNSOverLung>	"Acss1"
<http://example.org/onto/individual/ENSMUSG00000031391_CNSOverLung>	"L1cam"
<http://example.org/onto/individual/ENSMUSG00000037960_CNSOverLung>	"1110007C09Rik"
<http://example.org/onto/individual/ENSMUSG00000032666_CNSOverLung>	"1700025G04Rik"
<http://example.org/onto/individual/ENSMUSG00000049988_CNSOverLung>	"Lrrc25"
<http://example.org/onto/individual/ENSMUSG00000082229_CNSOverLung>	"Nap1l2"
<http://example.org/onto/individual/ENSMUSG00000034165_CNSOverLung>	"Ccnd3"
<http://example.org/onto/individual/ENSMUSG00000044350_CNSOverLung>	"Lacc1"
<http://example.org/onto/individual/ENSMUSG00000040829_CNSOverLung>	"Zmynd15"
<http://example.org/onto/individual/ENSMUSG00000019943_CNSOverLung>	"Atp2b1"
<http://example.org/onto/individual/ENSMUSG00000074006_CNSOverLung>	"Omp"
<http://example.org/onto/individual/ENSMUSG00000032547_CNSOverLung>	"Ryk"
<http://example.org/onto/individual/ENSMUSG00000064330_CNSOverLung>	"Pde6h"
<http://example.org/onto/individual/ENSMUSG00000050106_CNSOverLung>	"Tmc8"
<http://example.org/onto/individual/ENSMUSG00000043079_CNSOverLung>	"Synpo"
<http://example.org/onto/individual/ENSMUSG00000021253_CNSOverLung>	"Tgfb3"
<http://example.org/onto/individual/ENSMUSG00000050379_CNSOverLung>	"Sep-06"
<http://example.org/onto/individual/ENSMUSG00000091971_CNSOverLung>	"Hspa1a"
<http://example.org/onto/individual/ENSMUSG00000018474_CNSOverLung>	"Chd3"
<http://example.org/onto/individual/ENSMUSG00000054342_CNSOverLung>	"Kcnn4"
<http://example.org/onto/individual/ENSMUSG00000040189_CNSOverLung>	"Ccdc114"
<http://example.org/onto/individual/ENSMUSG00000061589_CNSOverLung>	"Dot1l"
<http://example.org/onto/individual/ENSMUSG00000022148_CNSOverLung>	"Fyb"
<http://example.org/onto/individual/ENSMUSG00000039629_CNSOverLung>	"Strip2"
<http://example.org/onto/individual/ENSMUSG00000057506_CNSOverLung>	"Bloc1s2"
<http://example.org/onto/individual/ENSMUSG00000055994_CNSOverLung>	"Nod2"
<http://example.org/onto/individual/ENSMUSG00000046006_CNSOverLung>	"Gapt"
<http://example.org/onto/individual/ENSMUSG00000048497_CNSOverLung>	"Mmgt2"
<http://example.org/onto/individual/ENSMUSG00000032688_CNSOverLung>	"Malt1"
<http://example.org/onto/individual/ENSMUSG00000015452_CNSOverLung>	"Ager"
<http://example.org/onto/individual/ENSMUSG00000022475_CNSOverLung>	"Hdac7"
<http://example.org/onto/individual/ENSMUSG00000079056_CNSOverLung>	"Kcnip3"
<http://example.org/onto/individual/ENSMUSG00000048329_CNSOverLung>	"Mfsd6l"
<http://example.org/onto/individual/ENSMUSG00000005237_CNSOverLung>	"Dnah2"
<http://example.org/onto/individual/ENSMUSG00000054619_CNSOverLung>	"Mettl7a1"
<http://example.org/onto/individual/ENSMUSG00000030792_CNSOverLung>	"Dkkl1"
<http://example.org/onto/individual/ENSMUSG00000007033_CNSOverLung>	"Hspa1l"
<http://example.org/onto/individual/ENSMUSG00000040612_CNSOverLung>	"Ildr2"
<http://example.org/onto/individual/ENSMUSG00000027669_CNSOverLung>	"Gnb4"
<http://example.org/onto/individual/ENSMUSG00000022377_CNSOverLung>	"Asap1"
<http://example.org/onto/individual/ENSMUSG00000027583_CNSOverLung>	"Zbtb46"
<http://example.org/onto/individual/ENSMUSG00000044340_CNSOverLung>	"Phlpp1"
<http://example.org/onto/individual/ENSMUSG00000040703_CNSOverLung>	"Cyp2s1"
<http://example.org/onto/individual/ENSMUSG00000018585_CNSOverLung>	"Atox1"
<http://example.org/onto/individual/ENSMUSG00000002204_CNSOverLung>	"Napsa"
<http://example.org/onto/individual/ENSMUSG00000071451_CNSOverLung>	"Psmg4"
<http://example.org/onto/individual/ENSMUSG00000063172_CNSOverLung>	"Hspb11"
<http://example.org/onto/individual/ENSMUSG00000026768_CNSOverLung>	"Itga8"
<http://example.org/onto/individual/ENSMUSG00000078616_CNSOverLung>	"Trim30c"
<http://example.org/onto/individual/ENSMUSG00000028459_CNSOverLung>	"Cd72"
<http://example.org/onto/individual/ENSMUSG00000020882_CNSOverLung>	"Cacnb1"
<http://example.org/onto/individual/ENSMUSG00000055675_CNSOverLung>	"Kbtbd11"
<http://example.org/onto/individual/ENSMUSG00000038587_CNSOverLung>	"Akap12"
<http://example.org/onto/individual/ENSMUSG00000040435_CNSOverLung>	"Ppp1r15a"
<http://example.org/onto/individual/ENSMUSG00000016498_CNSOverLung>	"Pdcd1lg2"
<http://example.org/onto/individual/ENSMUSG00000028410_CNSOverLung>	"Dnaja1"
<http://example.org/onto/individual/ENSMUSG00000030189_CNSOverLung>	"Ybx3"
<http://example.org/onto/individual/ENSMUSG00000030468_CNSOverLung>	"Siglecg"
<http://example.org/onto/individual/ENSMUSG00000025790_CNSOverLung>	"Slco3a1"
<http://example.org/onto/individual/ENSMUSG00000001604_CNSOverLung>	"Tcea3"
<http://example.org/onto/individual/ENSMUSG00000026358_CNSOverLung>	"Rgs1"
<http://example.org/onto/individual/ENSMUSG00000079414_CNSOverLung>	"Gm11110"
<http://example.org/onto/individual/ENSMUSG00000030263_CNSOverLung>	"Lrmp"
<http://example.org/onto/individual/ENSMUSG00000029922_CNSOverLung>	"Mkrn1"
<http://example.org/onto/individual/ENSMUSG00000075269_CNSOverLung>	"Bex6"
<http://example.org/onto/individual/ENSMUSG00000022037_CNSOverLung>	"Clu"
<http://example.org/onto/individual/ENSMUSG00000004933_CNSOverLung>	"Matk"
<http://example.org/onto/individual/ENSMUSG00000003134_CNSOverLung>	"Tbc1d8"
<http://example.org/onto/individual/ENSMUSG00000026556_CNSOverLung>	"Vangl2"
<http://example.org/onto/individual/ENSMUSG00000025494_CNSOverLung>	"Sigirr"
<http://example.org/onto/individual/ENSMUSG00000031442_CNSOverLung>	"Mcf2l"
<http://example.org/onto/individual/ENSMUSG00000055809_CNSOverLung>	"Dnaaf3"
<http://example.org/onto/individual/ENSMUSG00000006476_CNSOverLung>	"Nsmf"
<http://example.org/onto/individual/ENSMUSG00000064246_CNSOverLung>	"Chil1"
<http://example.org/onto/individual/ENSMUSG00000066684_CNSOverLung>	"Pilrb1"
<http://example.org/onto/individual/ENSMUSG00000027510_CNSOverLung>	"Rbm38"
<http://example.org/onto/individual/ENSMUSG00000026728_CNSOverLung>	"Vim"
<http://example.org/onto/individual/ENSMUSG00000091649_CNSOverLung>	"Phf11b"
<http://example.org/onto/individual/ENSMUSG00000047592_CNSOverLung>	"Nxpe5"
<http://example.org/onto/individual/ENSMUSG00000030600_CNSOverLung>	"Lrfn1"
<http://example.org/onto/individual/ENSMUSG00000034926_CNSOverLung>	"Dhcr24"
<http://example.org/onto/individual/ENSMUSG00000022090_CNSOverLung>	"Pdlim2"
<http://example.org/onto/individual/ENSMUSG00000053617_CNSOverLung>	"Sh3pxd2a"
<http://example.org/onto/individual/ENSMUSG00000027670_CNSOverLung>	"Ocstamp"
<http://example.org/onto/individual/ENSMUSG00000050919_CNSOverLung>	"Zfp366"
<http://example.org/onto/individual/ENSMUSG00000030605_CNSOverLung>	"Mfge8"
<http://example.org/onto/individual/ENSMUSG00000068699_CNSOverLung>	"Flnc"
<http://example.org/onto/individual/ENSMUSG00000057522_CNSOverLung>	"Spop"
<http://example.org/onto/individual/ENSMUSG00000022995_CNSOverLung>	"Enah"
<http://example.org/onto/individual/ENSMUSG00000027562_CNSOverLung>	"Car2"
<http://example.org/onto/individual/ENSMUSG00000037151_CNSOverLung>	"Lrrc20"
<http://example.org/onto/individual/ENSMUSG00000011267_CNSOverLung>	"Zfp296"
<http://example.org/onto/individual/ENSMUSG00000022102_CNSOverLung>	"Dok2"
<http://example.org/onto/individual/ENSMUSG00000047766_CNSOverLung>	"Lrrc49"
<http://example.org/onto/individual/ENSMUSG00000020642_CNSOverLung>	"Rnf144a"
<http://example.org/onto/individual/ENSMUSG00000026121_CNSOverLung>	"Sema4c"
<http://example.org/onto/individual/ENSMUSG00000045672_CNSOverLung>	"Col27a1"
<http://example.org/onto/individual/ENSMUSG00000049686_CNSOverLung>	"Orai1"
<http://example.org/onto/individual/ENSMUSG00000044927_CNSOverLung>	"H1fx"
<http://example.org/onto/individual/ENSMUSG00000032012_CNSOverLung>	"Pvrl1"
<http://example.org/onto/individual/ENSMUSG00000034959_CNSOverLung>	"5031414D18Rik"
<http://example.org/onto/individual/ENSMUSG00000026589_CNSOverLung>	"Sec16b"
<http://example.org/onto/individual/ENSMUSG00000049491_CNSOverLung>	"Slc36a3"
<http://example.org/onto/individual/ENSMUSG00000035273_CNSOverLung>	"Hpse"
<http://example.org/onto/individual/ENSMUSG00000070691_CNSOverLung>	"Runx3"
<http://example.org/onto/individual/ENSMUSG00000027843_CNSOverLung>	"Ptpn22"
<http://example.org/onto/individual/ENSMUSG00000022999_CNSOverLung>	"Lmbr1l"
<http://example.org/onto/individual/ENSMUSG00000052407_CNSOverLung>	"Ccdc171"
<http://example.org/onto/individual/ENSMUSG00000020044_CNSOverLung>	"Timp3"
<http://example.org/onto/individual/ENSMUSG00000002489_CNSOverLung>	"Tiam1"
<http://example.org/onto/individual/ENSMUSG00000050912_CNSOverLung>	"Tmem123"
<http://example.org/onto/individual/ENSMUSG00000072235_CNSOverLung>	"Tuba1a"
<http://example.org/onto/individual/ENSMUSG00000071311_CNSOverLung>	"Gpr31b"
<http://example.org/onto/individual/ENSMUSG00000051379_CNSOverLung>	"Flrt3"
<http://example.org/onto/individual/ENSMUSG00000031642_CNSOverLung>	"Sh3rf1"
<http://example.org/onto/individual/ENSMUSG00000037031_CNSOverLung>	"Tspan15"
<http://example.org/onto/individual/ENSMUSG00000030199_CNSOverLung>	"Etv6"
<http://example.org/onto/individual/ENSMUSG00000029375_CNSOverLung>	"Cxcl15"
<http://example.org/onto/individual/ENSMUSG00000040511_CNSOverLung>	"Pvr"
<http://example.org/onto/individual/ENSMUSG00000014243_CNSOverLung>	"Zswim7"
<http://example.org/onto/individual/ENSMUSG00000028716_CNSOverLung>	"Pdzk1ip1"
<http://example.org/onto/individual/ENSMUSG00000039031_CNSOverLung>	"Arhgap18"
<http://example.org/onto/individual/ENSMUSG00000039405_CNSOverLung>	"Prss23"
<http://example.org/onto/individual/ENSMUSG00000003992_CNSOverLung>	"Ssbp2"
<http://example.org/onto/individual/ENSMUSG00000008575_CNSOverLung>	"Nfib"
<http://example.org/onto/individual/ENSMUSG00000020142_CNSOverLung>	"Slc1a4"
