?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000057363_CNSOverLiver>	"Uxs1"
<http://example.org/onto/individual/ENSMUSG00000032120_CNSOverLiver>	"C2cd2l"
<http://example.org/onto/individual/ENSMUSG00000056498_CNSOverLiver>	"Tmem154"
<http://example.org/onto/individual/ENSMUSG00000036564_CNSOverLiver>	"Ndrg4"
<http://example.org/onto/individual/ENSMUSG00000022856_CNSOverLiver>	"Tmem41a"
<http://example.org/onto/individual/ENSMUSG00000000440_CNSOverLiver>	"Pparg"
<http://example.org/onto/individual/ENSMUSG00000026893_CNSOverLiver>	"Gca"
<http://example.org/onto/individual/ENSMUSG00000027111_CNSOverLiver>	"Itga6"
<http://example.org/onto/individual/ENSMUSG00000054277_CNSOverLiver>	"Arfgap3"
<http://example.org/onto/individual/ENSMUSG00000063611_CNSOverLiver>	"Gm10134"
<http://example.org/onto/individual/ENSMUSG00000011752_CNSOverLiver>	"Pgam1"
<http://example.org/onto/individual/ENSMUSG00000034758_CNSOverLiver>	"Tle6"
<http://example.org/onto/individual/ENSMUSG00000090053_CNSOverLiver>	"Palm2"
<http://example.org/onto/individual/ENSMUSG00000021638_CNSOverLiver>	"Ocln"
<http://example.org/onto/individual/ENSMUSG00000015665_CNSOverLiver>	"Awat1"
<http://example.org/onto/individual/ENSMUSG00000060733_CNSOverLiver>	"Ipmk"
<http://example.org/onto/individual/ENSMUSG00000000805_CNSOverLiver>	"Car4"
<http://example.org/onto/individual/ENSMUSG00000030546_CNSOverLiver>	"Plin1"
<http://example.org/onto/individual/ENSMUSG00000058351_CNSOverLiver>	"Smim4"
<http://example.org/onto/individual/ENSMUSG00000035390_CNSOverLiver>	"Brsk1"
<http://example.org/onto/individual/ENSMUSG00000045664_CNSOverLiver>	"Cdc42ep2"
<http://example.org/onto/individual/ENSMUSG00000037306_CNSOverLiver>	"Man1c1"
<http://example.org/onto/individual/ENSMUSG00000047959_CNSOverLiver>	"Kcna3"
<http://example.org/onto/individual/ENSMUSG00000002985_CNSOverLiver>	"Apoe"
<http://example.org/onto/individual/ENSMUSG00000079662_CNSOverLiver>	"Ntn3"
<http://example.org/onto/individual/ENSMUSG00000103565_CNSOverLiver>	"Sgsm3"
<http://example.org/onto/individual/ENSMUSG00000050994_CNSOverLiver>	"Adgb"
<http://example.org/onto/individual/ENSMUSG00000033306_CNSOverLiver>	"Lpp"
<http://example.org/onto/individual/ENSMUSG00000020534_CNSOverLiver>	"Shmt1"
<http://example.org/onto/individual/ENSMUSG00000024769_CNSOverLiver>	"Cdc42bpg"
<http://example.org/onto/individual/ENSMUSG00000027340_CNSOverLiver>	"Slc23a2"
<http://example.org/onto/individual/ENSMUSG00000019851_CNSOverLiver>	"Perp"
<http://example.org/onto/individual/ENSMUSG00000062995_CNSOverLiver>	"Ica1"
<http://example.org/onto/individual/ENSMUSG00000027329_CNSOverLiver>	"Spef1"
<http://example.org/onto/individual/ENSMUSG00000072115_CNSOverLiver>	"Ang"
<http://example.org/onto/individual/ENSMUSG00000032180_CNSOverLiver>	"Tmed1"
<http://example.org/onto/individual/ENSMUSG00000069805_CNSOverLiver>	"Fbp1"
<http://example.org/onto/individual/ENSMUSG00000095609_CNSOverLiver>	"Gm21188"
<http://example.org/onto/individual/ENSMUSG00000021003_CNSOverLiver>	"Galc"
<http://example.org/onto/individual/ENSMUSG00000029084_CNSOverLiver>	"Cd38"
<http://example.org/onto/individual/ENSMUSG00000005373_CNSOverLiver>	"Mlxipl"
<http://example.org/onto/individual/ENSMUSG00000038415_CNSOverLiver>	"Foxq1"
<http://example.org/onto/individual/ENSMUSG00000051373_CNSOverLiver>	"Ppapdc3"
<http://example.org/onto/individual/ENSMUSG00000029090_CNSOverLiver>	"Adgra3"
<http://example.org/onto/individual/ENSMUSG00000020592_CNSOverLiver>	"Sdc1"
<http://example.org/onto/individual/ENSMUSG00000005615_CNSOverLiver>	"Pcyt1a"
<http://example.org/onto/individual/ENSMUSG00000066071_CNSOverLiver>	"Cyp4a12a"
<http://example.org/onto/individual/ENSMUSG00000041773_CNSOverLiver>	"Enc1"
<http://example.org/onto/individual/ENSMUSG00000040466_CNSOverLiver>	"Blvrb"
<http://example.org/onto/individual/ENSMUSG00000098488_CNSOverLiver>	"Pla2g4b"
<http://example.org/onto/individual/ENSMUSG00000027748_CNSOverLiver>	"Trpc4"
<http://example.org/onto/individual/ENSMUSG00000030142_CNSOverLiver>	"Clec4e"
<http://example.org/onto/individual/ENSMUSG00000027962_CNSOverLiver>	"Vcam1"
<http://example.org/onto/individual/ENSMUSG00000024411_CNSOverLiver>	"Aqp4"
<http://example.org/onto/individual/ENSMUSG00000006273_CNSOverLiver>	"Atp6v1b2"
<http://example.org/onto/individual/ENSMUSG00000033852_CNSOverLiver>	"Gm28042"
<http://example.org/onto/individual/ENSMUSG00000041961_CNSOverLiver>	"Znrf3"
<http://example.org/onto/individual/ENSMUSG00000104713_CNSOverLiver>	"Gbp6"
<http://example.org/onto/individual/ENSMUSG00000031803_CNSOverLiver>	"B3gnt3"
<http://example.org/onto/individual/ENSMUSG00000020838_CNSOverLiver>	"Slc6a4"
<http://example.org/onto/individual/ENSMUSG00000061666_CNSOverLiver>	"Gdpd1"
<http://example.org/onto/individual/ENSMUSG00000029759_CNSOverLiver>	"Pon3"
<http://example.org/onto/individual/ENSMUSG00000053219_CNSOverLiver>	"Raet1e"
<http://example.org/onto/individual/ENSMUSG00000051748_CNSOverLiver>	"Wfdc21"
<http://example.org/onto/individual/ENSMUSG00000035021_CNSOverLiver>	"Baz1a"
<http://example.org/onto/individual/ENSMUSG00000031996_CNSOverLiver>	"Aplp2"
<http://example.org/onto/individual/ENSMUSG00000028657_CNSOverLiver>	"Ppt1"
<http://example.org/onto/individual/ENSMUSG00000023009_CNSOverLiver>	"Nckap5l"
<http://example.org/onto/individual/ENSMUSG00000020264_CNSOverLiver>	"Slc36a2"
<http://example.org/onto/individual/ENSMUSG00000005220_CNSOverLiver>	"Corin"
<http://example.org/onto/individual/ENSMUSG00000019312_CNSOverLiver>	"Grb7"
<http://example.org/onto/individual/ENSMUSG00000022747_CNSOverLiver>	"St3gal6"
<http://example.org/onto/individual/ENSMUSG00000024887_CNSOverLiver>	"Asah2"
<http://example.org/onto/individual/ENSMUSG00000025351_CNSOverLiver>	"Cd63"
<http://example.org/onto/individual/ENSMUSG00000033207_CNSOverLiver>	"Mamdc2"
<http://example.org/onto/individual/ENSMUSG00000064215_CNSOverLiver>	"Ifi27"
<http://example.org/onto/individual/ENSMUSG00000000244_CNSOverLiver>	"Tspan32"
<http://example.org/onto/individual/ENSMUSG00000010651_CNSOverLiver>	"Acaa1b"
<http://example.org/onto/individual/ENSMUSG00000056602_CNSOverLiver>	"Fry"
<http://example.org/onto/individual/ENSMUSG00000035284_CNSOverLiver>	"Vps13c"
<http://example.org/onto/individual/ENSMUSG00000043807_CNSOverLiver>	"Ly6g5b"
<http://example.org/onto/individual/ENSMUSG00000032502_CNSOverLiver>	"Stac"
<http://example.org/onto/individual/ENSMUSG00000073889_CNSOverLiver>	"Il11ra1"
<http://example.org/onto/individual/ENSMUSG00000029553_CNSOverLiver>	"Tfec"
<http://example.org/onto/individual/ENSMUSG00000046186_CNSOverLiver>	"Cd109"
<http://example.org/onto/individual/ENSMUSG00000024901_CNSOverLiver>	"Peli3"
<http://example.org/onto/individual/ENSMUSG00000093908_CNSOverLiver>	"Gm5784"
<http://example.org/onto/individual/ENSMUSG00000023031_CNSOverLiver>	"Cela1"
<http://example.org/onto/individual/ENSMUSG00000019718_CNSOverLiver>	"L3hypdh"
<http://example.org/onto/individual/ENSMUSG00000090942_CNSOverLiver>	"F830016B08Rik"
<http://example.org/onto/individual/ENSMUSG00000022246_CNSOverLiver>	"Rai14"
<http://example.org/onto/individual/ENSMUSG00000051934_CNSOverLiver>	"Spats2"
<http://example.org/onto/individual/ENSMUSG00000020892_CNSOverLiver>	"Aloxe3"
<http://example.org/onto/individual/ENSMUSG00000025318_CNSOverLiver>	"Jph3"
<http://example.org/onto/individual/ENSMUSG00000017418_CNSOverLiver>	"Arl5b"
<http://example.org/onto/individual/ENSMUSG00000031555_CNSOverLiver>	"Adam9"
<http://example.org/onto/individual/ENSMUSG00000021175_CNSOverLiver>	"Cdca7l"
<http://example.org/onto/individual/ENSMUSG00000034312_CNSOverLiver>	"Iqsec1"
<http://example.org/onto/individual/ENSMUSG00000041153_CNSOverLiver>	"Osgin2"
<http://example.org/onto/individual/ENSMUSG00000029915_CNSOverLiver>	"Clec5a"
<http://example.org/onto/individual/ENSMUSG00000064109_CNSOverLiver>	"Hcst"
<http://example.org/onto/individual/ENSMUSG00000027611_CNSOverLiver>	"Procr"
<http://example.org/onto/individual/ENSMUSG00000015243_CNSOverLiver>	"Abca1"
<http://example.org/onto/individual/ENSMUSG00000029094_CNSOverLiver>	"Afap1"
<http://example.org/onto/individual/ENSMUSG00000042607_CNSOverLiver>	"Asb4"
<http://example.org/onto/individual/ENSMUSG00000042632_CNSOverLiver>	"Pla2g6"
<http://example.org/onto/individual/ENSMUSG00000002992_CNSOverLiver>	"Apoc2"
<http://example.org/onto/individual/ENSMUSG00000039682_CNSOverLiver>	"Lap3"
<http://example.org/onto/individual/ENSMUSG00000021057_CNSOverLiver>	"Akap5"
<http://example.org/onto/individual/ENSMUSG00000032776_CNSOverLiver>	"Mctp2"
<http://example.org/onto/individual/ENSMUSG00000038816_CNSOverLiver>	"Ctnnal1"
<http://example.org/onto/individual/ENSMUSG00000040828_CNSOverLiver>	"Catsperd"
<http://example.org/onto/individual/ENSMUSG00000031410_CNSOverLiver>	"Nxf7"
<http://example.org/onto/individual/ENSMUSG00000026829_CNSOverLiver>	"Gbgt1"
<http://example.org/onto/individual/ENSMUSG00000039934_CNSOverLiver>	"Gsap"
<http://example.org/onto/individual/ENSMUSG00000020654_CNSOverLiver>	"Adcy3"
<http://example.org/onto/individual/ENSMUSG00000073489_CNSOverLiver>	"Ifi204"
<http://example.org/onto/individual/ENSMUSG00000034640_CNSOverLiver>	"Tiparp"
<http://example.org/onto/individual/ENSMUSG00000036353_CNSOverLiver>	"P2ry12"
<http://example.org/onto/individual/ENSMUSG00000023826_CNSOverLiver>	"Park2"
<http://example.org/onto/individual/ENSMUSG00000029095_CNSOverLiver>	"Ablim2"
<http://example.org/onto/individual/ENSMUSG00000078894_CNSOverLiver>	"2210418O10Rik"
<http://example.org/onto/individual/ENSMUSG00000041202_CNSOverLiver>	"Pla2g2d"
<http://example.org/onto/individual/ENSMUSG00000031762_CNSOverLiver>	"Mt2"
<http://example.org/onto/individual/ENSMUSG00000024423_CNSOverLiver>	"Impact"
<http://example.org/onto/individual/ENSMUSG00000034501_CNSOverLiver>	"Pcnxl4"
<http://example.org/onto/individual/ENSMUSG00000039765_CNSOverLiver>	"Cc2d2a"
<http://example.org/onto/individual/ENSMUSG00000037759_CNSOverLiver>	"Ptger2"
<http://example.org/onto/individual/ENSMUSG00000053646_CNSOverLiver>	"Plxnb1"
<http://example.org/onto/individual/ENSMUSG00000031360_CNSOverLiver>	"Ctps2"
<http://example.org/onto/individual/ENSMUSG00000031595_CNSOverLiver>	"Pdgfrl"
<http://example.org/onto/individual/ENSMUSG00000043885_CNSOverLiver>	"Slc36a4"
<http://example.org/onto/individual/ENSMUSG00000051439_CNSOverLiver>	"Cd14"
<http://example.org/onto/individual/ENSMUSG00000060224_CNSOverLiver>	"Pyroxd2"
<http://example.org/onto/individual/ENSMUSG00000044026_CNSOverLiver>	"Slc35g1"
<http://example.org/onto/individual/ENSMUSG00000023191_CNSOverLiver>	"P3h3"
<http://example.org/onto/individual/ENSMUSG00000038712_CNSOverLiver>	"Fam63a"
<http://example.org/onto/individual/ENSMUSG00000074604_CNSOverLiver>	"Mgst2"
<http://example.org/onto/individual/ENSMUSG00000074677_CNSOverLiver>	"Sirpb1c"
<http://example.org/onto/individual/ENSMUSG00000074652_CNSOverLiver>	"Myh7b"
<http://example.org/onto/individual/ENSMUSG00000027398_CNSOverLiver>	"Il1b"
<http://example.org/onto/individual/ENSMUSG00000050957_CNSOverLiver>	"Insl6"
<http://example.org/onto/individual/ENSMUSG00000024953_CNSOverLiver>	"Prdx5"
<http://example.org/onto/individual/ENSMUSG00000031765_CNSOverLiver>	"Mt1"
<http://example.org/onto/individual/ENSMUSG00000020432_CNSOverLiver>	"Tcn2"
<http://example.org/onto/individual/ENSMUSG00000022893_CNSOverLiver>	"Adamts1"
<http://example.org/onto/individual/ENSMUSG00000026187_CNSOverLiver>	"Xrcc5"
<http://example.org/onto/individual/ENSMUSG00000039782_CNSOverLiver>	"Cpeb2"
<http://example.org/onto/individual/ENSMUSG00000020042_CNSOverLiver>	"Btbd11"
<http://example.org/onto/individual/ENSMUSG00000024772_CNSOverLiver>	"Ehd1"
<http://example.org/onto/individual/ENSMUSG00000046447_CNSOverLiver>	"Camk2n1"
<http://example.org/onto/individual/ENSMUSG00000020128_CNSOverLiver>	"Vps54"
<http://example.org/onto/individual/ENSMUSG00000029816_CNSOverLiver>	"Gpnmb"
<http://example.org/onto/individual/ENSMUSG00000096606_CNSOverLiver>	"Gm4980"
<http://example.org/onto/individual/ENSMUSG00000022863_CNSOverLiver>	"Btg3"
<http://example.org/onto/individual/ENSMUSG00000029802_CNSOverLiver>	"Abcg2"
<http://example.org/onto/individual/ENSMUSG00000027750_CNSOverLiver>	"Postn"
<http://example.org/onto/individual/ENSMUSG00000034751_CNSOverLiver>	"Mast4"
<http://example.org/onto/individual/ENSMUSG00000045867_CNSOverLiver>	"Cradd"
<http://example.org/onto/individual/ENSMUSG00000039607_CNSOverLiver>	"Rbms3"
<http://example.org/onto/individual/ENSMUSG00000042942_CNSOverLiver>	"Greb1l"
<http://example.org/onto/individual/ENSMUSG00000022425_CNSOverLiver>	"Enpp2"
<http://example.org/onto/individual/ENSMUSG00000025006_CNSOverLiver>	"Sorbs1"
<http://example.org/onto/individual/ENSMUSG00000036390_CNSOverLiver>	"Gadd45a"
<http://example.org/onto/individual/ENSMUSG00000025950_CNSOverLiver>	"Idh1"
<http://example.org/onto/individual/ENSMUSG00000027378_CNSOverLiver>	"Nphp1"
<http://example.org/onto/individual/ENSMUSG00000018411_CNSOverLiver>	"Mapt"
<http://example.org/onto/individual/ENSMUSG00000051703_CNSOverLiver>	"Tmem198"
<http://example.org/onto/individual/ENSMUSG00000016239_CNSOverLiver>	"Lonrf3"
<http://example.org/onto/individual/ENSMUSG00000041842_CNSOverLiver>	"Fhdc1"
<http://example.org/onto/individual/ENSMUSG00000061981_CNSOverLiver>	"Flot2"
<http://example.org/onto/individual/ENSMUSG00000020704_CNSOverLiver>	"Asic2"
<http://example.org/onto/individual/ENSMUSG00000032667_CNSOverLiver>	"Pon2"
<http://example.org/onto/individual/ENSMUSG00000020777_CNSOverLiver>	"Acox1"
<http://example.org/onto/individual/ENSMUSG00000072572_CNSOverLiver>	"Slc39a2"
<http://example.org/onto/individual/ENSMUSG00000033386_CNSOverLiver>	"Frrs1"
<http://example.org/onto/individual/ENSMUSG00000000794_CNSOverLiver>	"Kcnn3"
<http://example.org/onto/individual/ENSMUSG00000023942_CNSOverLiver>	"Slc29a1"
<http://example.org/onto/individual/ENSMUSG00000026207_CNSOverLiver>	"Speg"
<http://example.org/onto/individual/ENSMUSG00000034858_CNSOverLiver>	"Fam214a"
<http://example.org/onto/individual/ENSMUSG00000040606_CNSOverLiver>	"Kazn"
<http://example.org/onto/individual/ENSMUSG00000015305_CNSOverLiver>	"Sash1"
<http://example.org/onto/individual/ENSMUSG00000033488_CNSOverLiver>	"BC026585"
<http://example.org/onto/individual/ENSMUSG00000021768_CNSOverLiver>	"Dusp13"
<http://example.org/onto/individual/ENSMUSG00000023868_CNSOverLiver>	"Pde10a"
<http://example.org/onto/individual/ENSMUSG00000038235_CNSOverLiver>	"F11r"
<http://example.org/onto/individual/ENSMUSG00000025059_CNSOverLiver>	"Gyk"
<http://example.org/onto/individual/ENSMUSG00000013974_CNSOverLiver>	"Mcemp1"
<http://example.org/onto/individual/ENSMUSG00000036473_CNSOverLiver>	"Tbc1d24"
<http://example.org/onto/individual/ENSMUSG00000031714_CNSOverLiver>	"Gab1"
<http://example.org/onto/individual/ENSMUSG00000038155_CNSOverLiver>	"Gstp2"
<http://example.org/onto/individual/ENSMUSG00000033249_CNSOverLiver>	"Hsf4"
<http://example.org/onto/individual/ENSMUSG00000062148_CNSOverLiver>	"Ear6"
<http://example.org/onto/individual/ENSMUSG00000049044_CNSOverLiver>	"Rapgef4"
<http://example.org/onto/individual/ENSMUSG00000039431_CNSOverLiver>	"Mtmr7"
<http://example.org/onto/individual/ENSMUSG00000039239_CNSOverLiver>	"Tgfb2"
<http://example.org/onto/individual/ENSMUSG00000025328_CNSOverLiver>	"Padi3"
<http://example.org/onto/individual/ENSMUSG00000020092_CNSOverLiver>	"Pald1"
<http://example.org/onto/individual/ENSMUSG00000037989_CNSOverLiver>	"Wnk2"
<http://example.org/onto/individual/ENSMUSG00000074029_CNSOverLiver>	"Gm10608"
<http://example.org/onto/individual/ENSMUSG00000036896_CNSOverLiver>	"C1qc"
<http://example.org/onto/individual/ENSMUSG00000025876_CNSOverLiver>	"Unc5a"
<http://example.org/onto/individual/ENSMUSG00000029401_CNSOverLiver>	"Rilpl2"
<http://example.org/onto/individual/ENSMUSG00000057531_CNSOverLiver>	"Dtnbp1"
<http://example.org/onto/individual/ENSMUSG00000026249_CNSOverLiver>	"Serpine2"
<http://example.org/onto/individual/ENSMUSG00000072663_CNSOverLiver>	"Spef2"
<http://example.org/onto/individual/ENSMUSG00000050370_CNSOverLiver>	"Ch25h"
<http://example.org/onto/individual/ENSMUSG00000061410_CNSOverLiver>	"Zcchc14"
<http://example.org/onto/individual/ENSMUSG00000044646_CNSOverLiver>	"Zbtb7c"
<http://example.org/onto/individual/ENSMUSG00000043153_CNSOverLiver>	"Ispd"
<http://example.org/onto/individual/ENSMUSG00000054871_CNSOverLiver>	"Tmem158"
<http://example.org/onto/individual/ENSMUSG00000054676_CNSOverLiver>	"1600014C10Rik"
<http://example.org/onto/individual/ENSMUSG00000019883_CNSOverLiver>	"Echdc1"
<http://example.org/onto/individual/ENSMUSG00000018927_CNSOverLiver>	"Ccl6"
<http://example.org/onto/individual/ENSMUSG00000017167_CNSOverLiver>	"Cntnap1"
<http://example.org/onto/individual/ENSMUSG00000035735_CNSOverLiver>	"Dagla"
<http://example.org/onto/individual/ENSMUSG00000035158_CNSOverLiver>	"Mitf"
<http://example.org/onto/individual/ENSMUSG00000087370_CNSOverLiver>	"Tmem170b"
<http://example.org/onto/individual/ENSMUSG00000026246_CNSOverLiver>	"Alppl2"
<http://example.org/onto/individual/ENSMUSG00000048621_CNSOverLiver>	"Gm6377"
<http://example.org/onto/individual/ENSMUSG00000021360_CNSOverLiver>	"Gcnt2"
<http://example.org/onto/individual/ENSMUSG00000037411_CNSOverLiver>	"Serpine1"
<http://example.org/onto/individual/ENSMUSG00000020605_CNSOverLiver>	"Hs1bp3"
<http://example.org/onto/individual/ENSMUSG00000068267_CNSOverLiver>	"Cenpb"
<http://example.org/onto/individual/ENSMUSG00000023074_CNSOverLiver>	"Mospd1"
<http://example.org/onto/individual/ENSMUSG00000064105_CNSOverLiver>	"Cnnm2"
<http://example.org/onto/individual/ENSMUSG00000032285_CNSOverLiver>	"Dnaja4"
<http://example.org/onto/individual/ENSMUSG00000036777_CNSOverLiver>	"Anln"
<http://example.org/onto/individual/ENSMUSG00000020741_CNSOverLiver>	"Cluh"
<http://example.org/onto/individual/ENSMUSG00000042743_CNSOverLiver>	"Sgtb"
<http://example.org/onto/individual/ENSMUSG00000015474_CNSOverLiver>	"Ppt2"
<http://example.org/onto/individual/ENSMUSG00000037972_CNSOverLiver>	"Snn"
<http://example.org/onto/individual/ENSMUSG00000039646_CNSOverLiver>	"Vasn"
<http://example.org/onto/individual/ENSMUSG00000035064_CNSOverLiver>	"Eef2k"
<http://example.org/onto/individual/ENSMUSG00000021097_CNSOverLiver>	"Clmn"
<http://example.org/onto/individual/ENSMUSG00000038248_CNSOverLiver>	"Sobp"
<http://example.org/onto/individual/ENSMUSG00000032606_CNSOverLiver>	"Nicn1"
<http://example.org/onto/individual/ENSMUSG00000001300_CNSOverLiver>	"Efnb2"
<http://example.org/onto/individual/ENSMUSG00000028599_CNSOverLiver>	"Tnfrsf1b"
<http://example.org/onto/individual/ENSMUSG00000035085_CNSOverLiver>	"1700020L24Rik"
<http://example.org/onto/individual/ENSMUSG00000032679_CNSOverLiver>	"Cd59a"
<http://example.org/onto/individual/ENSMUSG00000036257_CNSOverLiver>	"Pnpla8"
<http://example.org/onto/individual/ENSMUSG00000092618_CNSOverLiver>	"Btnl6"
<http://example.org/onto/individual/ENSMUSG00000019966_CNSOverLiver>	"Kitl"
<http://example.org/onto/individual/ENSMUSG00000036752_CNSOverLiver>	"Tubb4b"
<http://example.org/onto/individual/ENSMUSG00000003354_CNSOverLiver>	"Ccdc65"
<http://example.org/onto/individual/ENSMUSG00000010476_CNSOverLiver>	"Ebf3"
<http://example.org/onto/individual/ENSMUSG00000015806_CNSOverLiver>	"Qdpr"
<http://example.org/onto/individual/ENSMUSG00000026062_CNSOverLiver>	"Slc9a2"
<http://example.org/onto/individual/ENSMUSG00000042677_CNSOverLiver>	"Zc3h12a"
<http://example.org/onto/individual/ENSMUSG00000014599_CNSOverLiver>	"Csf1"
<http://example.org/onto/individual/ENSMUSG00000029380_CNSOverLiver>	"Cxcl1"
<http://example.org/onto/individual/ENSMUSG00000013419_CNSOverLiver>	"Zfp651"
<http://example.org/onto/individual/ENSMUSG00000020629_CNSOverLiver>	"Adi1"
<http://example.org/onto/individual/ENSMUSG00000016262_CNSOverLiver>	"Sertad4"
<http://example.org/onto/individual/ENSMUSG00000023951_CNSOverLiver>	"Vegfa"
<http://example.org/onto/individual/ENSMUSG00000058794_CNSOverLiver>	"Nfe2"
<http://example.org/onto/individual/ENSMUSG00000041216_CNSOverLiver>	"Clvs1"
<http://example.org/onto/individual/ENSMUSG00000048217_CNSOverLiver>	"Nags"
<http://example.org/onto/individual/ENSMUSG00000059089_CNSOverLiver>	"Fcgr4"
<http://example.org/onto/individual/ENSMUSG00000048486_CNSOverLiver>	"Fitm2"
<http://example.org/onto/individual/ENSMUSG00000055172_CNSOverLiver>	"C1ra"
<http://example.org/onto/individual/ENSMUSG00000026064_CNSOverLiver>	"Ptp4a1"
<http://example.org/onto/individual/ENSMUSG00000048924_CNSOverLiver>	"Ccdc125"
<http://example.org/onto/individual/ENSMUSG00000024781_CNSOverLiver>	"Lipa"
<http://example.org/onto/individual/ENSMUSG00000054932_CNSOverLiver>	"Afp"
<http://example.org/onto/individual/ENSMUSG00000018581_CNSOverLiver>	"Dnah11"
<http://example.org/onto/individual/ENSMUSG00000019210_CNSOverLiver>	"Atp6v1e1"
<http://example.org/onto/individual/ENSMUSG00000030739_CNSOverLiver>	"Myh14"
<http://example.org/onto/individual/ENSMUSG00000086727_CNSOverLiver>	"4931428L18Rik"
<http://example.org/onto/individual/ENSMUSG00000003178_CNSOverLiver>	"Mical3"
<http://example.org/onto/individual/ENSMUSG00000050967_CNSOverLiver>	"Creg2"
<http://example.org/onto/individual/ENSMUSG00000022415_CNSOverLiver>	"Syngr1"
<http://example.org/onto/individual/ENSMUSG00000006538_CNSOverLiver>	"Ihh"
<http://example.org/onto/individual/ENSMUSG00000033082_CNSOverLiver>	"Clec1a"
<http://example.org/onto/individual/ENSMUSG00000054708_CNSOverLiver>	"Ankrd24"
<http://example.org/onto/individual/ENSMUSG00000021846_CNSOverLiver>	"Peli2"
<http://example.org/onto/individual/ENSMUSG00000029781_CNSOverLiver>	"Fkbp9"
<http://example.org/onto/individual/ENSMUSG00000037890_CNSOverLiver>	"Wdr19"
<http://example.org/onto/individual/ENSMUSG00000018001_CNSOverLiver>	"Cyth3"
<http://example.org/onto/individual/ENSMUSG00000053030_CNSOverLiver>	"Spink2"
<http://example.org/onto/individual/ENSMUSG00000032013_CNSOverLiver>	"Trim29"
<http://example.org/onto/individual/ENSMUSG00000033530_CNSOverLiver>	"Ttc7b"
<http://example.org/onto/individual/ENSMUSG00000003484_CNSOverLiver>	"Cyp4f18"
<http://example.org/onto/individual/ENSMUSG00000025555_CNSOverLiver>	"Farp1"
<http://example.org/onto/individual/ENSMUSG00000027695_CNSOverLiver>	"Pld1"
<http://example.org/onto/individual/ENSMUSG00000008540_CNSOverLiver>	"Mgst1"
<http://example.org/onto/individual/ENSMUSG00000024905_CNSOverLiver>	"Mtl5"
<http://example.org/onto/individual/ENSMUSG00000030761_CNSOverLiver>	"Myo7a"
<http://example.org/onto/individual/ENSMUSG00000030652_CNSOverLiver>	"Coq7"
<http://example.org/onto/individual/ENSMUSG00000038963_CNSOverLiver>	"Slco4a1"
<http://example.org/onto/individual/ENSMUSG00000021876_CNSOverLiver>	"Rnase4"
<http://example.org/onto/individual/ENSMUSG00000037362_CNSOverLiver>	"Nov"
<http://example.org/onto/individual/ENSMUSG00000000276_CNSOverLiver>	"Dgke"
<http://example.org/onto/individual/ENSMUSG00000004032_CNSOverLiver>	"Gstm5"
<http://example.org/onto/individual/ENSMUSG00000064147_CNSOverLiver>	"Rab44"
<http://example.org/onto/individual/ENSMUSG00000029050_CNSOverLiver>	"Ski"
<http://example.org/onto/individual/ENSMUSG00000026303_CNSOverLiver>	"Mlph"
<http://example.org/onto/individual/ENSMUSG00000020865_CNSOverLiver>	"Abcc3"
<http://example.org/onto/individual/ENSMUSG00000004609_CNSOverLiver>	"Cd33"
<http://example.org/onto/individual/ENSMUSG00000090675_CNSOverLiver>	"Olfr111"
<http://example.org/onto/individual/ENSMUSG00000075705_CNSOverLiver>	"Msrb1"
<http://example.org/onto/individual/ENSMUSG00000026819_CNSOverLiver>	"Slc25a25"
<http://example.org/onto/individual/ENSMUSG00000031652_CNSOverLiver>	"N4bp1"
<http://example.org/onto/individual/ENSMUSG00000041930_CNSOverLiver>	"Fam222a"
<http://example.org/onto/individual/ENSMUSG00000034854_CNSOverLiver>	"Mfsd12"
<http://example.org/onto/individual/ENSMUSG00000041429_CNSOverLiver>	"Nthl1"
<http://example.org/onto/individual/ENSMUSG00000045045_CNSOverLiver>	"Lrfn4"
<http://example.org/onto/individual/ENSMUSG00000036743_CNSOverLiver>	"Psma8"
<http://example.org/onto/individual/ENSMUSG00000020085_CNSOverLiver>	"Aifm2"
<http://example.org/onto/individual/ENSMUSG00000050103_CNSOverLiver>	"Agmo"
<http://example.org/onto/individual/ENSMUSG00000037418_CNSOverLiver>	"Best1"
<http://example.org/onto/individual/ENSMUSG00000073490_CNSOverLiver>	"AI607873"
<http://example.org/onto/individual/ENSMUSG00000031425_CNSOverLiver>	"Plp1"
<http://example.org/onto/individual/ENSMUSG00000021892_CNSOverLiver>	"Sh3bp5"
<http://example.org/onto/individual/ENSMUSG00000001156_CNSOverLiver>	"Mxd1"
<http://example.org/onto/individual/ENSMUSG00000059970_CNSOverLiver>	"Hspa2"
<http://example.org/onto/individual/ENSMUSG00000034282_CNSOverLiver>	"Evpl"
<http://example.org/onto/individual/ENSMUSG00000027346_CNSOverLiver>	"Gpcpd1"
<http://example.org/onto/individual/ENSMUSG00000030671_CNSOverLiver>	"Pde3b"
<http://example.org/onto/individual/ENSMUSG00000051504_CNSOverLiver>	"Siglech"
<http://example.org/onto/individual/ENSMUSG00000036833_CNSOverLiver>	"Pnpla7"
<http://example.org/onto/individual/ENSMUSG00000001313_CNSOverLiver>	"Rnd2"
<http://example.org/onto/individual/ENSMUSG00000014791_CNSOverLiver>	"Elmo3"
<http://example.org/onto/individual/ENSMUSG00000044626_CNSOverLiver>	"Liph"
