?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000029163_CNSOverLiver>	"Emilin1"
<http://example.org/onto/individual/ENSMUSG00000033777_CNSOverLiver>	"Tlr13"
<http://example.org/onto/individual/ENSMUSG00000070639_CNSOverLiver>	"Lrrc8b"
<http://example.org/onto/individual/ENSMUSG00000096696_CNSOverLiver>	"Zfp960"
<http://example.org/onto/individual/ENSMUSG00000033629_CNSOverLiver>	"Hacd3"
<http://example.org/onto/individual/ENSMUSG00000046997_CNSOverLiver>	"Spsb4"
<http://example.org/onto/individual/ENSMUSG00000102252_CNSOverLiver>	"Snrpn"
<http://example.org/onto/individual/ENSMUSG00000046159_CNSOverLiver>	"Chrm3"
<http://example.org/onto/individual/ENSMUSG00000036533_CNSOverLiver>	"Cdc42ep3"
<http://example.org/onto/individual/ENSMUSG00000021699_CNSOverLiver>	"Pde4d"
<http://example.org/onto/individual/ENSMUSG00000049091_CNSOverLiver>	"Sephs2"
<http://example.org/onto/individual/ENSMUSG00000055541_CNSOverLiver>	"Lair1"
<http://example.org/onto/individual/ENSMUSG00000058317_CNSOverLiver>	"Ube2e2"
<http://example.org/onto/individual/ENSMUSG00000074794_CNSOverLiver>	"Arrdc3"
<http://example.org/onto/individual/ENSMUSG00000058435_CNSOverLiver>	"Btnl4"
<http://example.org/onto/individual/ENSMUSG00000047648_CNSOverLiver>	"Fbxo30"
<http://example.org/onto/individual/ENSMUSG00000020032_CNSOverLiver>	"Nuak1"
<http://example.org/onto/individual/ENSMUSG00000058756_CNSOverLiver>	"Thra"
<http://example.org/onto/individual/ENSMUSG00000030560_CNSOverLiver>	"Ctsc"
<http://example.org/onto/individual/ENSMUSG00000035637_CNSOverLiver>	"Grhpr"
<http://example.org/onto/individual/ENSMUSG00000028111_CNSOverLiver>	"Ctsk"
<http://example.org/onto/individual/ENSMUSG00000029378_CNSOverLiver>	"Areg"
<http://example.org/onto/individual/ENSMUSG00000028644_CNSOverLiver>	"Ermap"
<http://example.org/onto/individual/ENSMUSG00000007038_CNSOverLiver>	"Neu1"
<http://example.org/onto/individual/ENSMUSG00000030494_CNSOverLiver>	"Rhpn2"
<http://example.org/onto/individual/ENSMUSG00000024644_CNSOverLiver>	"Cndp2"
<http://example.org/onto/individual/ENSMUSG00000052387_CNSOverLiver>	"Trpm3"
<http://example.org/onto/individual/ENSMUSG00000036098_CNSOverLiver>	"Myrf"
<http://example.org/onto/individual/ENSMUSG00000035283_CNSOverLiver>	"Adrb1"
<http://example.org/onto/individual/ENSMUSG00000026390_CNSOverLiver>	"Marco"
<http://example.org/onto/individual/ENSMUSG00000021750_CNSOverLiver>	"Fam107a"
<http://example.org/onto/individual/ENSMUSG00000041936_CNSOverLiver>	"Agrn"
<http://example.org/onto/individual/ENSMUSG00000031242_CNSOverLiver>	"2610002M06Rik"
<http://example.org/onto/individual/ENSMUSG00000020262_CNSOverLiver>	"Adarb1"
<http://example.org/onto/individual/ENSMUSG00000024866_CNSOverLiver>	"Acy3"
<http://example.org/onto/individual/ENSMUSG00000030256_CNSOverLiver>	"Bhlhe41"
<http://example.org/onto/individual/ENSMUSG00000021477_CNSOverLiver>	"Ctsl"
<http://example.org/onto/individual/ENSMUSG00000020900_CNSOverLiver>	"Myh10"
<http://example.org/onto/individual/ENSMUSG00000063531_CNSOverLiver>	"Sema3e"
<http://example.org/onto/individual/ENSMUSG00000000982_CNSOverLiver>	"Ccl3"
<http://example.org/onto/individual/ENSMUSG00000036330_CNSOverLiver>	"Slc18a1"
<http://example.org/onto/individual/ENSMUSG00000017631_CNSOverLiver>	"Abr"
<http://example.org/onto/individual/ENSMUSG00000013921_CNSOverLiver>	"Clip3"
<http://example.org/onto/individual/ENSMUSG00000044400_CNSOverLiver>	"Sowahd"
<http://example.org/onto/individual/ENSMUSG00000024121_CNSOverLiver>	"Atp6v0c"
<http://example.org/onto/individual/ENSMUSG00000029207_CNSOverLiver>	"Apbb2"
<http://example.org/onto/individual/ENSMUSG00000043822_CNSOverLiver>	"Adamtsl5"
<http://example.org/onto/individual/ENSMUSG00000034394_CNSOverLiver>	"Lif"
<http://example.org/onto/individual/ENSMUSG00000032261_CNSOverLiver>	"Sh3bgrl2"
<http://example.org/onto/individual/ENSMUSG00000008226_CNSOverLiver>	"Scrn3"
<http://example.org/onto/individual/ENSMUSG00000040809_CNSOverLiver>	"Chil3"
<http://example.org/onto/individual/ENSMUSG00000023393_CNSOverLiver>	"Slc17a9"
<http://example.org/onto/individual/ENSMUSG00000040128_CNSOverLiver>	"Pnrc1"
<http://example.org/onto/individual/ENSMUSG00000027984_CNSOverLiver>	"Hadh"
<http://example.org/onto/individual/ENSMUSG00000061397_CNSOverLiver>	"Krt79"
<http://example.org/onto/individual/ENSMUSG00000026193_CNSOverLiver>	"Fn1"
<http://example.org/onto/individual/ENSMUSG00000063145_CNSOverLiver>	"Bbs5"
<http://example.org/onto/individual/ENSMUSG00000036362_CNSOverLiver>	"P2ry13"
<http://example.org/onto/individual/ENSMUSG00000032507_CNSOverLiver>	"Fbxl2"
<http://example.org/onto/individual/ENSMUSG00000030168_CNSOverLiver>	"Adipor2"
<http://example.org/onto/individual/ENSMUSG00000028634_CNSOverLiver>	"Hivep3"
<http://example.org/onto/individual/ENSMUSG00000032715_CNSOverLiver>	"Trib3"
<http://example.org/onto/individual/ENSMUSG00000027555_CNSOverLiver>	"Car13"
<http://example.org/onto/individual/ENSMUSG00000034855_CNSOverLiver>	"Cxcl10"
<http://example.org/onto/individual/ENSMUSG00000013523_CNSOverLiver>	"Bcas1"
<http://example.org/onto/individual/ENSMUSG00000052302_CNSOverLiver>	"Tbc1d30"
<http://example.org/onto/individual/ENSMUSG00000027540_CNSOverLiver>	"Ptpn1"
<http://example.org/onto/individual/ENSMUSG00000021257_CNSOverLiver>	"Angel1"
<http://example.org/onto/individual/ENSMUSG00000030737_CNSOverLiver>	"Slco2b1"
<http://example.org/onto/individual/ENSMUSG00000022665_CNSOverLiver>	"Ccdc80"
<http://example.org/onto/individual/ENSMUSG00000029761_CNSOverLiver>	"Cald1"
<http://example.org/onto/individual/ENSMUSG00000038764_CNSOverLiver>	"Ptpn3"
<http://example.org/onto/individual/ENSMUSG00000032661_CNSOverLiver>	"Oas3"
<http://example.org/onto/individual/ENSMUSG00000059401_CNSOverLiver>	"Mamld1"
<http://example.org/onto/individual/ENSMUSG00000036905_CNSOverLiver>	"C1qb"
<http://example.org/onto/individual/ENSMUSG00000024158_CNSOverLiver>	"Hagh"
<http://example.org/onto/individual/ENSMUSG00000024770_CNSOverLiver>	"Lipn"
<http://example.org/onto/individual/ENSMUSG00000030170_CNSOverLiver>	"Wnt5b"
<http://example.org/onto/individual/ENSMUSG00000015340_CNSOverLiver>	"Cybb"
<http://example.org/onto/individual/ENSMUSG00000029469_CNSOverLiver>	"Ift81"
<http://example.org/onto/individual/ENSMUSG00000071724_CNSOverLiver>	"Smpd5"
<http://example.org/onto/individual/ENSMUSG00000020541_CNSOverLiver>	"Tom1l1"
<http://example.org/onto/individual/ENSMUSG00000032109_CNSOverLiver>	"Nlrx1"
<http://example.org/onto/individual/ENSMUSG00000026473_CNSOverLiver>	"Glul"
<http://example.org/onto/individual/ENSMUSG00000034485_CNSOverLiver>	"Uaca"
<http://example.org/onto/individual/ENSMUSG00000030342_CNSOverLiver>	"Cd9"
<http://example.org/onto/individual/ENSMUSG00000037697_CNSOverLiver>	"Ddhd1"
<http://example.org/onto/individual/ENSMUSG00000000184_CNSOverLiver>	"Ccnd2"
<http://example.org/onto/individual/ENSMUSG00000005803_CNSOverLiver>	"Sqrdl"
<http://example.org/onto/individual/ENSMUSG00000020774_CNSOverLiver>	"Aspa"
<http://example.org/onto/individual/ENSMUSG00000029333_CNSOverLiver>	"Rasgef1b"
<http://example.org/onto/individual/ENSMUSG00000059213_CNSOverLiver>	"Ddn"
<http://example.org/onto/individual/ENSMUSG00000020205_CNSOverLiver>	"Phlda1"
<http://example.org/onto/individual/ENSMUSG00000044468_CNSOverLiver>	"Fam46c"
<http://example.org/onto/individual/ENSMUSG00000045502_CNSOverLiver>	"Hcar2"
<http://example.org/onto/individual/ENSMUSG00000060012_CNSOverLiver>	"Kif13b"
<http://example.org/onto/individual/ENSMUSG00000103585_CNSOverLiver>	"Pcdhgb4"
<http://example.org/onto/individual/ENSMUSG00000015829_CNSOverLiver>	"Tnr"
<http://example.org/onto/individual/ENSMUSG00000020893_CNSOverLiver>	"Per1"
<http://example.org/onto/individual/ENSMUSG00000040624_CNSOverLiver>	"Plekhg1"
<http://example.org/onto/individual/ENSMUSG00000021432_CNSOverLiver>	"Slc35b3"
<http://example.org/onto/individual/ENSMUSG00000031925_CNSOverLiver>	"Maml2"
<http://example.org/onto/individual/ENSMUSG00000046961_CNSOverLiver>	"Gpr156"
<http://example.org/onto/individual/ENSMUSG00000018800_CNSOverLiver>	"Abca5"
<http://example.org/onto/individual/ENSMUSG00000023571_CNSOverLiver>	"Fam132a"
<http://example.org/onto/individual/ENSMUSG00000005800_CNSOverLiver>	"Mmp8"
<http://example.org/onto/individual/ENSMUSG00000029403_CNSOverLiver>	"Cdkl2"
<http://example.org/onto/individual/ENSMUSG00000069835_CNSOverLiver>	"Sat2"
<http://example.org/onto/individual/ENSMUSG00000090231_CNSOverLiver>	"Cfb"
<http://example.org/onto/individual/ENSMUSG00000040229_CNSOverLiver>	"Gpr34"
<http://example.org/onto/individual/ENSMUSG00000072244_CNSOverLiver>	"Trim6"
<http://example.org/onto/individual/ENSMUSG00000004846_CNSOverLiver>	"Plod3"
<http://example.org/onto/individual/ENSMUSG00000021792_CNSOverLiver>	"Fam213a"
<http://example.org/onto/individual/ENSMUSG00000025025_CNSOverLiver>	"Mxi1"
<http://example.org/onto/individual/ENSMUSG00000060568_CNSOverLiver>	"Fam78b"
<http://example.org/onto/individual/ENSMUSG00000042498_CNSOverLiver>	"D330045A20Rik"
<http://example.org/onto/individual/ENSMUSG00000057092_CNSOverLiver>	"Fxyd3"
<http://example.org/onto/individual/ENSMUSG00000020911_CNSOverLiver>	"Krt19"
<http://example.org/onto/individual/ENSMUSG00000007655_CNSOverLiver>	"Cav1"
<http://example.org/onto/individual/ENSMUSG00000026180_CNSOverLiver>	"Cxcr2"
<http://example.org/onto/individual/ENSMUSG00000025920_CNSOverLiver>	"Stau2"
<http://example.org/onto/individual/ENSMUSG00000033581_CNSOverLiver>	"Igf2bp2"
<http://example.org/onto/individual/ENSMUSG00000030433_CNSOverLiver>	"Sbk2"
<http://example.org/onto/individual/ENSMUSG00000020547_CNSOverLiver>	"Bzw2"
<http://example.org/onto/individual/ENSMUSG00000054545_CNSOverLiver>	"Ugt1a6a"
<http://example.org/onto/individual/ENSMUSG00000090863_CNSOverLiver>	"A530084C06Rik"
<http://example.org/onto/individual/ENSMUSG00000029484_CNSOverLiver>	"Anxa3"
<http://example.org/onto/individual/ENSMUSG00000072596_CNSOverLiver>	"Ear2"
<http://example.org/onto/individual/ENSMUSG00000022848_CNSOverLiver>	"Dirc2"
<http://example.org/onto/individual/ENSMUSG00000040234_CNSOverLiver>	"Tm7sf3"
<http://example.org/onto/individual/ENSMUSG00000042210_CNSOverLiver>	"Abhd14a"
<http://example.org/onto/individual/ENSMUSG00000026832_CNSOverLiver>	"Cytip"
<http://example.org/onto/individual/ENSMUSG00000044949_CNSOverLiver>	"Ubtd2"
<http://example.org/onto/individual/ENSMUSG00000038843_CNSOverLiver>	"Gcnt1"
<http://example.org/onto/individual/ENSMUSG00000032517_CNSOverLiver>	"Mobp"
<http://example.org/onto/individual/ENSMUSG00000018924_CNSOverLiver>	"Alox15"
<http://example.org/onto/individual/ENSMUSG00000036560_CNSOverLiver>	"Lgi4"
<http://example.org/onto/individual/ENSMUSG00000041633_CNSOverLiver>	"Kctd12b"
<http://example.org/onto/individual/ENSMUSG00000020057_CNSOverLiver>	"Dram1"
<http://example.org/onto/individual/ENSMUSG00000039286_CNSOverLiver>	"Fndc3b"
<http://example.org/onto/individual/ENSMUSG00000041268_CNSOverLiver>	"Dmxl2"
<http://example.org/onto/individual/ENSMUSG00000028565_CNSOverLiver>	"Nfia"
<http://example.org/onto/individual/ENSMUSG00000055866_CNSOverLiver>	"Per2"
<http://example.org/onto/individual/ENSMUSG00000047875_CNSOverLiver>	"Gpr157"
<http://example.org/onto/individual/ENSMUSG00000028525_CNSOverLiver>	"Pde4b"
<http://example.org/onto/individual/ENSMUSG00000036634_CNSOverLiver>	"Mag"
<http://example.org/onto/individual/ENSMUSG00000019726_CNSOverLiver>	"Lyst"
<http://example.org/onto/individual/ENSMUSG00000021646_CNSOverLiver>	"Mccc2"
<http://example.org/onto/individual/ENSMUSG00000075706_CNSOverLiver>	"Gpx4"
<http://example.org/onto/individual/ENSMUSG00000033278_CNSOverLiver>	"Ptprm"
<http://example.org/onto/individual/ENSMUSG00000054200_CNSOverLiver>	"Ffar4"
<http://example.org/onto/individual/ENSMUSG00000020120_CNSOverLiver>	"Plek"
<http://example.org/onto/individual/ENSMUSG00000090799_CNSOverLiver>	"Klhl33"
<http://example.org/onto/individual/ENSMUSG00000066861_CNSOverLiver>	"Oas1g"
<http://example.org/onto/individual/ENSMUSG00000022272_CNSOverLiver>	"Myo10"
<http://example.org/onto/individual/ENSMUSG00000002190_CNSOverLiver>	"Clgn"
<http://example.org/onto/individual/ENSMUSG00000072066_CNSOverLiver>	"6720489N17Rik"
<http://example.org/onto/individual/ENSMUSG00000026765_CNSOverLiver>	"Lypd6b"
<http://example.org/onto/individual/ENSMUSG00000028456_CNSOverLiver>	"Unc13b"
<http://example.org/onto/individual/ENSMUSG00000052270_CNSOverLiver>	"Fpr2"
<http://example.org/onto/individual/ENSMUSG00000004270_CNSOverLiver>	"Lpcat3"
<http://example.org/onto/individual/ENSMUSG00000041351_CNSOverLiver>	"Rap1gap"
<http://example.org/onto/individual/ENSMUSG00000039114_CNSOverLiver>	"Nrn1"
<http://example.org/onto/individual/ENSMUSG00000029135_CNSOverLiver>	"Fosl2"
<http://example.org/onto/individual/ENSMUSG00000086784_CNSOverLiver>	"Isoc2a"
<http://example.org/onto/individual/ENSMUSG00000038214_CNSOverLiver>	"Bend3"
<http://example.org/onto/individual/ENSMUSG00000036904_CNSOverLiver>	"Fzd8"
<http://example.org/onto/individual/ENSMUSG00000054626_CNSOverLiver>	"Xlr"
<http://example.org/onto/individual/ENSMUSG00000051397_CNSOverLiver>	"Tacstd2"
<http://example.org/onto/individual/ENSMUSG00000042265_CNSOverLiver>	"Trem1"
<http://example.org/onto/individual/ENSMUSG00000027890_CNSOverLiver>	"Gstm4"
<http://example.org/onto/individual/ENSMUSG00000055912_CNSOverLiver>	"Tmem150a"
<http://example.org/onto/individual/ENSMUSG00000040274_CNSOverLiver>	"Cdk6"
<http://example.org/onto/individual/ENSMUSG00000021640_CNSOverLiver>	"Naip1"
<http://example.org/onto/individual/ENSMUSG00000045103_CNSOverLiver>	"Dmd"
<http://example.org/onto/individual/ENSMUSG00000037703_CNSOverLiver>	"Lzts3"
<http://example.org/onto/individual/ENSMUSG00000039005_CNSOverLiver>	"Tlr4"
<http://example.org/onto/individual/ENSMUSG00000026834_CNSOverLiver>	"Acvr1c"
<http://example.org/onto/individual/ENSMUSG00000036636_CNSOverLiver>	"Clcn7"
<http://example.org/onto/individual/ENSMUSG00000026688_CNSOverLiver>	"Mgst3"
<http://example.org/onto/individual/ENSMUSG00000075593_CNSOverLiver>	"Gal3st4"
<http://example.org/onto/individual/ENSMUSG00000024697_CNSOverLiver>	"Gna14"
<http://example.org/onto/individual/ENSMUSG00000054893_CNSOverLiver>	"Zfp667"
<http://example.org/onto/individual/ENSMUSG00000031007_CNSOverLiver>	"Atp6ap2"
<http://example.org/onto/individual/ENSMUSG00000020027_CNSOverLiver>	"Socs2"
<http://example.org/onto/individual/ENSMUSG00000038967_CNSOverLiver>	"Pdk2"
<http://example.org/onto/individual/ENSMUSG00000021069_CNSOverLiver>	"Pygl"
<http://example.org/onto/individual/ENSMUSG00000038530_CNSOverLiver>	"Rgs4"
<http://example.org/onto/individual/ENSMUSG00000031710_CNSOverLiver>	"Ucp1"
<http://example.org/onto/individual/ENSMUSG00000060703_CNSOverLiver>	"Cd302"
<http://example.org/onto/individual/ENSMUSG00000025355_CNSOverLiver>	"Mmp19"
<http://example.org/onto/individual/ENSMUSG00000024044_CNSOverLiver>	"Epb4.1l3"
<http://example.org/onto/individual/ENSMUSG00000019528_CNSOverLiver>	"Gyg"
<http://example.org/onto/individual/ENSMUSG00000042417_CNSOverLiver>	"Ccno"
<http://example.org/onto/individual/ENSMUSG00000050737_CNSOverLiver>	"Ptges"
<http://example.org/onto/individual/ENSMUSG00000031144_CNSOverLiver>	"Syp"
<http://example.org/onto/individual/ENSMUSG00000025466_CNSOverLiver>	"Fuom"
<http://example.org/onto/individual/ENSMUSG00000037600_CNSOverLiver>	"Kdf1"
<http://example.org/onto/individual/ENSMUSG00000021306_CNSOverLiver>	"Gpr137b"
<http://example.org/onto/individual/ENSMUSG00000032500_CNSOverLiver>	"Dclk3"
<http://example.org/onto/individual/ENSMUSG00000031700_CNSOverLiver>	"Gpt2"
<http://example.org/onto/individual/ENSMUSG00000006301_CNSOverLiver>	"Tmbim1"
<http://example.org/onto/individual/ENSMUSG00000020099_CNSOverLiver>	"Unc5b"
<http://example.org/onto/individual/ENSMUSG00000054021_CNSOverLiver>	"Sirt5"
<http://example.org/onto/individual/ENSMUSG00000026817_CNSOverLiver>	"Ak1"
<http://example.org/onto/individual/ENSMUSG00000031584_CNSOverLiver>	"Gsr"
<http://example.org/onto/individual/ENSMUSG00000027624_CNSOverLiver>	"Epb4.1l1"
<http://example.org/onto/individual/ENSMUSG00000024535_CNSOverLiver>	"Snx24"
<http://example.org/onto/individual/ENSMUSG00000026198_CNSOverLiver>	"Abcb6"
<http://example.org/onto/individual/ENSMUSG00000031958_CNSOverLiver>	"Ldhd"
<http://example.org/onto/individual/ENSMUSG00000064267_CNSOverLiver>	"Hvcn1"
<http://example.org/onto/individual/ENSMUSG00000027995_CNSOverLiver>	"Tlr2"
<http://example.org/onto/individual/ENSMUSG00000025795_CNSOverLiver>	"Rassf3"
<http://example.org/onto/individual/ENSMUSG00000044250_CNSOverLiver>	"Pced1b"
<http://example.org/onto/individual/ENSMUSG00000026489_CNSOverLiver>	"Adck3"
<http://example.org/onto/individual/ENSMUSG00000032010_CNSOverLiver>	"Usp2"
<http://example.org/onto/individual/ENSMUSG00000006641_CNSOverLiver>	"Slc5a6"
<http://example.org/onto/individual/ENSMUSG00000037211_CNSOverLiver>	"Spry1"
<http://example.org/onto/individual/ENSMUSG00000039512_CNSOverLiver>	"Uhrf1bp1"
<http://example.org/onto/individual/ENSMUSG00000027508_CNSOverLiver>	"Pag1"
<http://example.org/onto/individual/ENSMUSG00000037523_CNSOverLiver>	"Mavs"
<http://example.org/onto/individual/ENSMUSG00000042302_CNSOverLiver>	"Ehbp1"
<http://example.org/onto/individual/ENSMUSG00000045636_CNSOverLiver>	"Mtus1"
<http://example.org/onto/individual/ENSMUSG00000049624_CNSOverLiver>	"Slc17a5"
<http://example.org/onto/individual/ENSMUSG00000024529_CNSOverLiver>	"Lox"
<http://example.org/onto/individual/ENSMUSG00000030541_CNSOverLiver>	"Idh2"
<http://example.org/onto/individual/ENSMUSG00000042286_CNSOverLiver>	"Stab1"
<http://example.org/onto/individual/ENSMUSG00000045551_CNSOverLiver>	"Fpr1"
<http://example.org/onto/individual/ENSMUSG00000028643_CNSOverLiver>	"Ccdc23"
<http://example.org/onto/individual/ENSMUSG00000051169_CNSOverLiver>	"Rpusd3"
<http://example.org/onto/individual/ENSMUSG00000032932_CNSOverLiver>	"Hspa13"
<http://example.org/onto/individual/ENSMUSG00000024525_CNSOverLiver>	"Impa2"
<http://example.org/onto/individual/ENSMUSG00000042115_CNSOverLiver>	"Klhdc8a"
<http://example.org/onto/individual/ENSMUSG00000036022_CNSOverLiver>	"Fam122b"
<http://example.org/onto/individual/ENSMUSG00000029086_CNSOverLiver>	"Prom1"
<http://example.org/onto/individual/ENSMUSG00000026826_CNSOverLiver>	"Nr4a2"
<http://example.org/onto/individual/ENSMUSG00000049265_CNSOverLiver>	"Kcnk3"
<http://example.org/onto/individual/ENSMUSG00000002602_CNSOverLiver>	"Axl"
<http://example.org/onto/individual/ENSMUSG00000039911_CNSOverLiver>	"Spsb1"
<http://example.org/onto/individual/ENSMUSG00000020250_CNSOverLiver>	"Txnrd1"
<http://example.org/onto/individual/ENSMUSG00000040957_CNSOverLiver>	"Cables1"
<http://example.org/onto/individual/ENSMUSG00000040502_CNSOverLiver>	"Mar-09"
<http://example.org/onto/individual/ENSMUSG00000051650_CNSOverLiver>	"B3gnt2"
<http://example.org/onto/individual/ENSMUSG00000024743_CNSOverLiver>	"Syt7"
<http://example.org/onto/individual/ENSMUSG00000025085_CNSOverLiver>	"Ablim1"
<http://example.org/onto/individual/ENSMUSG00000070883_CNSOverLiver>	"Ccdc173"
<http://example.org/onto/individual/ENSMUSG00000024737_CNSOverLiver>	"Slc15a3"
<http://example.org/onto/individual/ENSMUSG00000041957_CNSOverLiver>	"Pkp2"
<http://example.org/onto/individual/ENSMUSG00000031383_CNSOverLiver>	"Dusp9"
<http://example.org/onto/individual/ENSMUSG00000040447_CNSOverLiver>	"Spns2"
<http://example.org/onto/individual/ENSMUSG00000079484_CNSOverLiver>	"Phyhd1"
<http://example.org/onto/individual/ENSMUSG00000037370_CNSOverLiver>	"Enpp1"
<http://example.org/onto/individual/ENSMUSG00000022040_CNSOverLiver>	"Ephx2"
<http://example.org/onto/individual/ENSMUSG00000032369_CNSOverLiver>	"Plscr1"
<http://example.org/onto/individual/ENSMUSG00000039126_CNSOverLiver>	"Prune2"
<http://example.org/onto/individual/ENSMUSG00000049404_CNSOverLiver>	"Rarres1"
<http://example.org/onto/individual/ENSMUSG00000040537_CNSOverLiver>	"Adam22"
<http://example.org/onto/individual/ENSMUSG00000038658_CNSOverLiver>	"Ric1"
<http://example.org/onto/individual/ENSMUSG00000031138_CNSOverLiver>	"F9"
<http://example.org/onto/individual/ENSMUSG00000028121_CNSOverLiver>	"Bcar3"
<http://example.org/onto/individual/ENSMUSG00000020387_CNSOverLiver>	"Jade2"
<http://example.org/onto/individual/ENSMUSG00000038160_CNSOverLiver>	"Atg5"
<http://example.org/onto/individual/ENSMUSG00000029309_CNSOverLiver>	"Sparcl1"
<http://example.org/onto/individual/ENSMUSG00000020377_CNSOverLiver>	"Ltc4s"
<http://example.org/onto/individual/ENSMUSG00000033730_CNSOverLiver>	"Egr3"
<http://example.org/onto/individual/ENSMUSG00000048126_CNSOverLiver>	"Col6a3"
<http://example.org/onto/individual/ENSMUSG00000057722_CNSOverLiver>	"Lepr"
<http://example.org/onto/individual/ENSMUSG00000063232_CNSOverLiver>	"Serpina11"
<http://example.org/onto/individual/ENSMUSG00000019796_CNSOverLiver>	"Lrp11"
<http://example.org/onto/individual/ENSMUSG00000033208_CNSOverLiver>	"S100b"
<http://example.org/onto/individual/ENSMUSG00000019558_CNSOverLiver>	"Slc6a8"
<http://example.org/onto/individual/ENSMUSG00000032997_CNSOverLiver>	"Chpf"
<http://example.org/onto/individual/ENSMUSG00000027698_CNSOverLiver>	"Nceh1"
<http://example.org/onto/individual/ENSMUSG00000022091_CNSOverLiver>	"Sorbs3"
<http://example.org/onto/individual/ENSMUSG00000040415_CNSOverLiver>	"Dtx3"
<http://example.org/onto/individual/ENSMUSG00000035829_CNSOverLiver>	"Ppp1r26"
<http://example.org/onto/individual/ENSMUSG00000040432_CNSOverLiver>	"Ltb4r2"
<http://example.org/onto/individual/ENSMUSG00000031995_CNSOverLiver>	"St14"
<http://example.org/onto/individual/ENSMUSG00000021928_CNSOverLiver>	"Ebpl"
<http://example.org/onto/individual/ENSMUSG00000038663_CNSOverLiver>	"Fsd2"
<http://example.org/onto/individual/ENSMUSG00000038793_CNSOverLiver>	"Lefty1"
<http://example.org/onto/individual/ENSMUSG00000031778_CNSOverLiver>	"Cx3cl1"
<http://example.org/onto/individual/ENSMUSG00000095440_CNSOverLiver>	"Fignl2"
<http://example.org/onto/individual/ENSMUSG00000029752_CNSOverLiver>	"Asns"
<http://example.org/onto/individual/ENSMUSG00000033545_CNSOverLiver>	"Znrf1"
<http://example.org/onto/individual/ENSMUSG00000022421_CNSOverLiver>	"Nptxr"
<http://example.org/onto/individual/ENSMUSG00000003526_CNSOverLiver>	"Prodh"
<http://example.org/onto/individual/ENSMUSG00000009633_CNSOverLiver>	"G0s2"
<http://example.org/onto/individual/ENSMUSG00000044103_CNSOverLiver>	"Il1f9"
<http://example.org/onto/individual/ENSMUSG00000034353_CNSOverLiver>	"Ramp1"
<http://example.org/onto/individual/ENSMUSG00000036545_CNSOverLiver>	"Adamts2"
<http://example.org/onto/individual/ENSMUSG00000068747_CNSOverLiver>	"Sort1"
<http://example.org/onto/individual/ENSMUSG00000054675_CNSOverLiver>	"Tmem119"
<http://example.org/onto/individual/ENSMUSG00000026980_CNSOverLiver>	"Ly75"
<http://example.org/onto/individual/ENSMUSG00000020017_CNSOverLiver>	"Hal"
<http://example.org/onto/individual/ENSMUSG00000062980_CNSOverLiver>	"Cped1"
<http://example.org/onto/individual/ENSMUSG00000045777_CNSOverLiver>	"Ifitm10"
<http://example.org/onto/individual/ENSMUSG00000042770_CNSOverLiver>	"Hebp1"
<http://example.org/onto/individual/ENSMUSG00000006567_CNSOverLiver>	"Atp7b"
<http://example.org/onto/individual/ENSMUSG00000017400_CNSOverLiver>	"Stac2"
<http://example.org/onto/individual/ENSMUSG00000006435_CNSOverLiver>	"Neurl1a"
<http://example.org/onto/individual/ENSMUSG00000037683_CNSOverLiver>	"Armc3"
<http://example.org/onto/individual/ENSMUSG00000042289_CNSOverLiver>	"Hsd3b7"
<http://example.org/onto/individual/ENSMUSG00000019874_CNSOverLiver>	"Fabp7"
<http://example.org/onto/individual/ENSMUSG00000020448_CNSOverLiver>	"Rnf185"
<http://example.org/onto/individual/ENSMUSG00000042684_CNSOverLiver>	"Npl"
<http://example.org/onto/individual/ENSMUSG00000001911_CNSOverLiver>	"Nfix"
<http://example.org/onto/individual/ENSMUSG00000018381_CNSOverLiver>	"Abi3"
<http://example.org/onto/individual/ENSMUSG00000009739_CNSOverLiver>	"Pou6f1"
<http://example.org/onto/individual/ENSMUSG00000032420_CNSOverLiver>	"Nt5e"
<http://example.org/onto/individual/ENSMUSG00000032311_CNSOverLiver>	"Nrg4"
<http://example.org/onto/individual/ENSMUSG00000063779_CNSOverLiver>	"Chil4"
<http://example.org/onto/individual/ENSMUSG00000055116_CNSOverLiver>	"Arntl"
<http://example.org/onto/individual/ENSMUSG00000030272_CNSOverLiver>	"Camk1"
<http://example.org/onto/individual/ENSMUSG00000014905_CNSOverLiver>	"Dnajb9"
<http://example.org/onto/individual/ENSMUSG00000071362_CNSOverLiver>	"Gm10330"
<http://example.org/onto/individual/ENSMUSG00000034126_CNSOverLiver>	"Pomt2"
<http://example.org/onto/individual/ENSMUSG00000019590_CNSOverLiver>	"Cyb561"
<http://example.org/onto/individual/ENSMUSG00000044986_CNSOverLiver>	"Tst"
<http://example.org/onto/individual/ENSMUSG00000032846_CNSOverLiver>	"Zswim6"
<http://example.org/onto/individual/ENSMUSG00000048218_CNSOverLiver>	"Amigo2"
<http://example.org/onto/individual/ENSMUSG00000036278_CNSOverLiver>	"Macrod1"
<http://example.org/onto/individual/ENSMUSG00000024330_CNSOverLiver>	"Col11a2"
<http://example.org/onto/individual/ENSMUSG00000002289_CNSOverLiver>	"Angptl4"
<http://example.org/onto/individual/ENSMUSG00000032377_CNSOverLiver>	"Plscr4"
