?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000018752_CNSOverKidney>	"Tnfsfm13"
<http://example.org/onto/individual/ENSMUSG00000020841_CNSOverKidney>	"Cpd"
<http://example.org/onto/individual/ENSMUSG00000001995_CNSOverKidney>	"Sipa1l2"
<http://example.org/onto/individual/ENSMUSG00000025584_CNSOverKidney>	"Pde8a"
<http://example.org/onto/individual/ENSMUSG00000040263_CNSOverKidney>	"Klhdc4"
<http://example.org/onto/individual/ENSMUSG00000039787_CNSOverKidney>	"Cercam"
<http://example.org/onto/individual/ENSMUSG00000044626_CNSOverKidney>	"Liph"
<http://example.org/onto/individual/ENSMUSG00000029088_CNSOverKidney>	"Kcnip4"
<http://example.org/onto/individual/ENSMUSG00000003948_CNSOverKidney>	"Mmd"
<http://example.org/onto/individual/ENSMUSG00000050390_CNSOverKidney>	"C77080"
<http://example.org/onto/individual/ENSMUSG00000056592_CNSOverKidney>	"Zfp658"
<http://example.org/onto/individual/ENSMUSG00000001095_CNSOverKidney>	"Slc13a2"
<http://example.org/onto/individual/ENSMUSG00000023009_CNSOverKidney>	"Nckap5l"
<http://example.org/onto/individual/ENSMUSG00000026765_CNSOverKidney>	"Lypd6b"
<http://example.org/onto/individual/ENSMUSG00000026749_CNSOverKidney>	"Nek6"
<http://example.org/onto/individual/ENSMUSG00000046223_CNSOverKidney>	"Plaur"
<http://example.org/onto/individual/ENSMUSG00000035954_CNSOverKidney>	"Dock4"
<http://example.org/onto/individual/ENSMUSG00000044199_CNSOverKidney>	"S1pr4"
<http://example.org/onto/individual/ENSMUSG00000042942_CNSOverKidney>	"Greb1l"
<http://example.org/onto/individual/ENSMUSG00000024781_CNSOverKidney>	"Lipa"
<http://example.org/onto/individual/ENSMUSG00000055866_CNSOverKidney>	"Per2"
<http://example.org/onto/individual/ENSMUSG00000042050_CNSOverKidney>	"Wdr60"
<http://example.org/onto/individual/ENSMUSG00000016494_CNSOverKidney>	"Cd34"
<http://example.org/onto/individual/ENSMUSG00000034708_CNSOverKidney>	"Grn"
<http://example.org/onto/individual/ENSMUSG00000037455_CNSOverKidney>	"Slc18b1"
<http://example.org/onto/individual/ENSMUSG00000073889_CNSOverKidney>	"Il11ra1"
<http://example.org/onto/individual/ENSMUSG00000032673_CNSOverKidney>	"Prorsd1"
<http://example.org/onto/individual/ENSMUSG00000079484_CNSOverKidney>	"Phyhd1"
<http://example.org/onto/individual/ENSMUSG00000030433_CNSOverKidney>	"Sbk2"
<http://example.org/onto/individual/ENSMUSG00000055912_CNSOverKidney>	"Tmem150a"
<http://example.org/onto/individual/ENSMUSG00000040274_CNSOverKidney>	"Cdk6"
<http://example.org/onto/individual/ENSMUSG00000070369_CNSOverKidney>	"Itgad"
<http://example.org/onto/individual/ENSMUSG00000040466_CNSOverKidney>	"Blvrb"
<http://example.org/onto/individual/ENSMUSG00000041216_CNSOverKidney>	"Clvs1"
<http://example.org/onto/individual/ENSMUSG00000086564_CNSOverKidney>	"Cd101"
<http://example.org/onto/individual/ENSMUSG00000032850_CNSOverKidney>	"Rnft2"
<http://example.org/onto/individual/ENSMUSG00000050914_CNSOverKidney>	"Ankrd37"
<http://example.org/onto/individual/ENSMUSG00000001751_CNSOverKidney>	"Naglu"
<http://example.org/onto/individual/ENSMUSG00000028917_CNSOverKidney>	"Plekhm2"
<http://example.org/onto/individual/ENSMUSG00000060397_CNSOverKidney>	"Zfp128"
<http://example.org/onto/individual/ENSMUSG00000021069_CNSOverKidney>	"Pygl"
<http://example.org/onto/individual/ENSMUSG00000052446_CNSOverKidney>	"Zfp961"
<http://example.org/onto/individual/ENSMUSG00000047293_CNSOverKidney>	"Gpr15"
<http://example.org/onto/individual/ENSMUSG00000027273_CNSOverKidney>	"Snap25"
<http://example.org/onto/individual/ENSMUSG00000062901_CNSOverKidney>	"Klhl24"
<http://example.org/onto/individual/ENSMUSG00000029120_CNSOverKidney>	"Ppp2r2c"
<http://example.org/onto/individual/ENSMUSG00000029377_CNSOverKidney>	"Ereg"
<http://example.org/onto/individual/ENSMUSG00000022848_CNSOverKidney>	"Dirc2"
<http://example.org/onto/individual/ENSMUSG00000074743_CNSOverKidney>	"Thbd"
<http://example.org/onto/individual/ENSMUSG00000072066_CNSOverKidney>	"6720489N17Rik"
<http://example.org/onto/individual/ENSMUSG00000036473_CNSOverKidney>	"Tbc1d24"
<http://example.org/onto/individual/ENSMUSG00000040957_CNSOverKidney>	"Cables1"
<http://example.org/onto/individual/ENSMUSG00000048677_CNSOverKidney>	"Tpcn2"
<http://example.org/onto/individual/ENSMUSG00000030741_CNSOverKidney>	"Spns1"
<http://example.org/onto/individual/ENSMUSG00000034707_CNSOverKidney>	"Gns"
<http://example.org/onto/individual/ENSMUSG00000049404_CNSOverKidney>	"Rarres1"
<http://example.org/onto/individual/ENSMUSG00000066861_CNSOverKidney>	"Oas1g"
<http://example.org/onto/individual/ENSMUSG00000038028_CNSOverKidney>	"9630033F20Rik"
<http://example.org/onto/individual/ENSMUSG00000053279_CNSOverKidney>	"Aldh1a1"
<http://example.org/onto/individual/ENSMUSG00000031360_CNSOverKidney>	"Ctps2"
<http://example.org/onto/individual/ENSMUSG00000041895_CNSOverKidney>	"Wipi1"
<http://example.org/onto/individual/ENSMUSG00000075593_CNSOverKidney>	"Gal3st4"
<http://example.org/onto/individual/ENSMUSG00000036560_CNSOverKidney>	"Lgi4"
<http://example.org/onto/individual/ENSMUSG00000041757_CNSOverKidney>	"Plekha6"
<http://example.org/onto/individual/ENSMUSG00000043153_CNSOverKidney>	"Ispd"
<http://example.org/onto/individual/ENSMUSG00000106449_CNSOverKidney>	"Rbm47"
<http://example.org/onto/individual/ENSMUSG00000039633_CNSOverKidney>	"Lonrf1"
<http://example.org/onto/individual/ENSMUSG00000036820_CNSOverKidney>	"Amdhd2"
<http://example.org/onto/individual/ENSMUSG00000046447_CNSOverKidney>	"Camk2n1"
<http://example.org/onto/individual/ENSMUSG00000021281_CNSOverKidney>	"Tnfaip2"
<http://example.org/onto/individual/ENSMUSG00000060012_CNSOverKidney>	"Kif13b"
<http://example.org/onto/individual/ENSMUSG00000102418_CNSOverKidney>	"Sh2d1b1"
<http://example.org/onto/individual/ENSMUSG00000062312_CNSOverKidney>	"Erbb2"
<http://example.org/onto/individual/ENSMUSG00000038155_CNSOverKidney>	"Gstp2"
<http://example.org/onto/individual/ENSMUSG00000040370_CNSOverKidney>	"Lyrm5"
<http://example.org/onto/individual/ENSMUSG00000040229_CNSOverKidney>	"Gpr34"
<http://example.org/onto/individual/ENSMUSG00000021108_CNSOverKidney>	"Prkch"
<http://example.org/onto/individual/ENSMUSG00000029761_CNSOverKidney>	"Cald1"
<http://example.org/onto/individual/ENSMUSG00000020495_CNSOverKidney>	"Smg8"
<http://example.org/onto/individual/ENSMUSG00000063234_CNSOverKidney>	"Gpr84"
<http://example.org/onto/individual/ENSMUSG00000046324_CNSOverKidney>	"Ermp1"
<http://example.org/onto/individual/ENSMUSG00000010651_CNSOverKidney>	"Acaa1b"
<http://example.org/onto/individual/ENSMUSG00000070883_CNSOverKidney>	"Ccdc173"
<http://example.org/onto/individual/ENSMUSG00000051177_CNSOverKidney>	"Plcb1"
<http://example.org/onto/individual/ENSMUSG00000034538_CNSOverKidney>	"Zfp418"
<http://example.org/onto/individual/ENSMUSG00000035578_CNSOverKidney>	"Iqcg"
<http://example.org/onto/individual/ENSMUSG00000021552_CNSOverKidney>	"Gkap1"
<http://example.org/onto/individual/ENSMUSG00000066071_CNSOverKidney>	"Cyp4a12a"
<http://example.org/onto/individual/ENSMUSG00000038175_CNSOverKidney>	"Mylip"
<http://example.org/onto/individual/ENSMUSG00000038058_CNSOverKidney>	"Nod1"
<http://example.org/onto/individual/ENSMUSG00000002602_CNSOverKidney>	"Axl"
<http://example.org/onto/individual/ENSMUSG00000021256_CNSOverKidney>	"Vash1"
<http://example.org/onto/individual/ENSMUSG00000025044_CNSOverKidney>	"Msr1"
<http://example.org/onto/individual/ENSMUSG00000103585_CNSOverKidney>	"Pcdhgb4"
<http://example.org/onto/individual/ENSMUSG00000022514_CNSOverKidney>	"Il1rap"
<http://example.org/onto/individual/ENSMUSG00000070526_CNSOverKidney>	"Peg12"
<http://example.org/onto/individual/ENSMUSG00000032440_CNSOverKidney>	"Tgfbr2"
<http://example.org/onto/individual/ENSMUSG00000049516_CNSOverKidney>	"Spty2d1"
<http://example.org/onto/individual/ENSMUSG00000053898_CNSOverKidney>	"Ech1"
<http://example.org/onto/individual/ENSMUSG00000035283_CNSOverKidney>	"Adrb1"
<http://example.org/onto/individual/ENSMUSG00000020261_CNSOverKidney>	"Slc36a1"
<http://example.org/onto/individual/ENSMUSG00000034501_CNSOverKidney>	"Pcnxl4"
<http://example.org/onto/individual/ENSMUSG00000033777_CNSOverKidney>	"Tlr13"
<http://example.org/onto/individual/ENSMUSG00000020264_CNSOverKidney>	"Slc36a2"
<http://example.org/onto/individual/ENSMUSG00000041801_CNSOverKidney>	"Phlda3"
<http://example.org/onto/individual/ENSMUSG00000034445_CNSOverKidney>	"Cyb561a3"
<http://example.org/onto/individual/ENSMUSG00000054939_CNSOverKidney>	"Zfp174"
<http://example.org/onto/individual/ENSMUSG00000022094_CNSOverKidney>	"Slc39a14"
<http://example.org/onto/individual/ENSMUSG00000032997_CNSOverKidney>	"Chpf"
<http://example.org/onto/individual/ENSMUSG00000028572_CNSOverKidney>	"Hook1"
<http://example.org/onto/individual/ENSMUSG00000054715_CNSOverKidney>	"Zscan22"
<http://example.org/onto/individual/ENSMUSG00000030747_CNSOverKidney>	"Dgat2"
<http://example.org/onto/individual/ENSMUSG00000023074_CNSOverKidney>	"Mospd1"
<http://example.org/onto/individual/ENSMUSG00000044986_CNSOverKidney>	"Tst"
<http://example.org/onto/individual/ENSMUSG00000031458_CNSOverKidney>	"Coprs"
<http://example.org/onto/individual/ENSMUSG00000096606_CNSOverKidney>	"Gm4980"
<http://example.org/onto/individual/ENSMUSG00000072949_CNSOverKidney>	"Acot1"
<http://example.org/onto/individual/ENSMUSG00000015665_CNSOverKidney>	"Awat1"
<http://example.org/onto/individual/ENSMUSG00000021646_CNSOverKidney>	"Mccc2"
<http://example.org/onto/individual/ENSMUSG00000027961_CNSOverKidney>	"Lrrc39"
<http://example.org/onto/individual/ENSMUSG00000026303_CNSOverKidney>	"Mlph"
<http://example.org/onto/individual/ENSMUSG00000041957_CNSOverKidney>	"Pkp2"
<http://example.org/onto/individual/ENSMUSG00000070565_CNSOverKidney>	"Rasal2"
<http://example.org/onto/individual/ENSMUSG00000024754_CNSOverKidney>	"Tmem2"
<http://example.org/onto/individual/ENSMUSG00000070873_CNSOverKidney>	"Lilra5"
<http://example.org/onto/individual/ENSMUSG00000070002_CNSOverKidney>	"Ell"
<http://example.org/onto/individual/ENSMUSG00000024544_CNSOverKidney>	"Ldlrad4"
<http://example.org/onto/individual/ENSMUSG00000032285_CNSOverKidney>	"Dnaja4"
<http://example.org/onto/individual/ENSMUSG00000036155_CNSOverKidney>	"Mgat5"
<http://example.org/onto/individual/ENSMUSG00000033208_CNSOverKidney>	"S100b"
<http://example.org/onto/individual/ENSMUSG00000030144_CNSOverKidney>	"Clec4d"
<http://example.org/onto/individual/ENSMUSG00000037211_CNSOverKidney>	"Spry1"
<http://example.org/onto/individual/ENSMUSG00000027488_CNSOverKidney>	"Snta1"
<http://example.org/onto/individual/ENSMUSG00000000440_CNSOverKidney>	"Pparg"
<http://example.org/onto/individual/ENSMUSG00000021224_CNSOverKidney>	"Numb"
<http://example.org/onto/individual/ENSMUSG00000027995_CNSOverKidney>	"Tlr2"
<http://example.org/onto/individual/ENSMUSG00000021140_CNSOverKidney>	"Pcnx"
<http://example.org/onto/individual/ENSMUSG00000047496_CNSOverKidney>	"Rnf152"
<http://example.org/onto/individual/ENSMUSG00000004567_CNSOverKidney>	"Mcoln1"
<http://example.org/onto/individual/ENSMUSG00000041945_CNSOverKidney>	"Mfsd9"
<http://example.org/onto/individual/ENSMUSG00000029185_CNSOverKidney>	"Fam114a1"
<http://example.org/onto/individual/ENSMUSG00000022528_CNSOverKidney>	"Hes1"
<http://example.org/onto/individual/ENSMUSG00000021636_CNSOverKidney>	"Marveld2"
<http://example.org/onto/individual/ENSMUSG00000054676_CNSOverKidney>	"1600014C10Rik"
<http://example.org/onto/individual/ENSMUSG00000003484_CNSOverKidney>	"Cyp4f18"
<http://example.org/onto/individual/ENSMUSG00000022305_CNSOverKidney>	"Lrp12"
<http://example.org/onto/individual/ENSMUSG00000035778_CNSOverKidney>	"Ggta1"
<http://example.org/onto/individual/ENSMUSG00000021363_CNSOverKidney>	"Mak"
<http://example.org/onto/individual/ENSMUSG00000029304_CNSOverKidney>	"Spp1"
<http://example.org/onto/individual/ENSMUSG00000058046_CNSOverKidney>	"4933430I17Rik"
<http://example.org/onto/individual/ENSMUSG00000053550_CNSOverKidney>	"Shisa7"
<http://example.org/onto/individual/ENSMUSG00000030701_CNSOverKidney>	"Plekhb1"
<http://example.org/onto/individual/ENSMUSG00000021986_CNSOverKidney>	"Amer2"
<http://example.org/onto/individual/ENSMUSG00000026817_CNSOverKidney>	"Ak1"
<http://example.org/onto/individual/ENSMUSG00000025579_CNSOverKidney>	"Gaa"
<http://example.org/onto/individual/ENSMUSG00000024535_CNSOverKidney>	"Snx24"
<http://example.org/onto/individual/ENSMUSG00000021457_CNSOverKidney>	"Syk"
<http://example.org/onto/individual/ENSMUSG00000031925_CNSOverKidney>	"Maml2"
<http://example.org/onto/individual/ENSMUSG00000026313_CNSOverKidney>	"Hdac4"
<http://example.org/onto/individual/ENSMUSG00000030708_CNSOverKidney>	"Dnajb13"
<http://example.org/onto/individual/ENSMUSG00000094114_CNSOverKidney>	"Gm21967"
<http://example.org/onto/individual/ENSMUSG00000020160_CNSOverKidney>	"Meis1"
<http://example.org/onto/individual/ENSMUSG00000029094_CNSOverKidney>	"Afap1"
<http://example.org/onto/individual/ENSMUSG00000043300_CNSOverKidney>	"B3galnt1"
<http://example.org/onto/individual/ENSMUSG00000058402_CNSOverKidney>	"Zfp420"
<http://example.org/onto/individual/ENSMUSG00000024359_CNSOverKidney>	"Hspa9"
<http://example.org/onto/individual/ENSMUSG00000029192_CNSOverKidney>	"Tbc1d14"
<http://example.org/onto/individual/ENSMUSG00000022661_CNSOverKidney>	"Cd200"
<http://example.org/onto/individual/ENSMUSG00000016756_CNSOverKidney>	"Cmah"
<http://example.org/onto/individual/ENSMUSG00000003865_CNSOverKidney>	"Gys1"
<http://example.org/onto/individual/ENSMUSG00000045551_CNSOverKidney>	"Fpr1"
<http://example.org/onto/individual/ENSMUSG00000071369_CNSOverKidney>	"Map3k5"
<http://example.org/onto/individual/ENSMUSG00000025746_CNSOverKidney>	"Il6"
<http://example.org/onto/individual/ENSMUSG00000036833_CNSOverKidney>	"Pnpla7"
<http://example.org/onto/individual/ENSMUSG00000038508_CNSOverKidney>	"Gdf15"
<http://example.org/onto/individual/ENSMUSG00000098789_CNSOverKidney>	"Jmjd7"
<http://example.org/onto/individual/ENSMUSG00000050463_CNSOverKidney>	"Krt78"
<http://example.org/onto/individual/ENSMUSG00000039304_CNSOverKidney>	"Tnfsf10"
<http://example.org/onto/individual/ENSMUSG00000024529_CNSOverKidney>	"Lox"
<http://example.org/onto/individual/ENSMUSG00000020156_CNSOverKidney>	"Mum1"
<http://example.org/onto/individual/ENSMUSG00000060147_CNSOverKidney>	"Serpinb6a"
<http://example.org/onto/individual/ENSMUSG00000000244_CNSOverKidney>	"Tspan32"
<http://example.org/onto/individual/ENSMUSG00000003038_CNSOverKidney>	"Hmgn2"
<http://example.org/onto/individual/ENSMUSG00000028553_CNSOverKidney>	"Angptl3"
<http://example.org/onto/individual/ENSMUSG00000030307_CNSOverKidney>	"Slc6a11"
<http://example.org/onto/individual/ENSMUSG00000021939_CNSOverKidney>	"Ctsb"
<http://example.org/onto/individual/ENSMUSG00000038658_CNSOverKidney>	"Ric1"
<http://example.org/onto/individual/ENSMUSG00000055538_CNSOverKidney>	"Zcchc24"
<http://example.org/onto/individual/ENSMUSG00000032300_CNSOverKidney>	"1700017B05Rik"
<http://example.org/onto/individual/ENSMUSG00000031342_CNSOverKidney>	"Gpm6b"
<http://example.org/onto/individual/ENSMUSG00000002108_CNSOverKidney>	"Nr1h3"
<http://example.org/onto/individual/ENSMUSG00000029998_CNSOverKidney>	"Pcyox1"
<http://example.org/onto/individual/ENSMUSG00000024681_CNSOverKidney>	"Ms4a3"
<http://example.org/onto/individual/ENSMUSG00000097327_CNSOverKidney>	"E030030I06Rik"
<http://example.org/onto/individual/ENSMUSG00000038523_CNSOverKidney>	"1700003F12Rik"
<http://example.org/onto/individual/ENSMUSG00000078566_CNSOverKidney>	"Bnip3"
<http://example.org/onto/individual/ENSMUSG00000032942_CNSOverKidney>	"Ucp3"
<http://example.org/onto/individual/ENSMUSG00000041220_CNSOverKidney>	"Elovl6"
<http://example.org/onto/individual/ENSMUSG00000030577_CNSOverKidney>	"Cd22"
<http://example.org/onto/individual/ENSMUSG00000063458_CNSOverKidney>	"1700112E06Rik"
<http://example.org/onto/individual/ENSMUSG00000042622_CNSOverKidney>	"Maff"
<http://example.org/onto/individual/ENSMUSG00000042271_CNSOverKidney>	"Nxt2"
<http://example.org/onto/individual/ENSMUSG00000022270_CNSOverKidney>	"Fam134b"
<http://example.org/onto/individual/ENSMUSG00000037852_CNSOverKidney>	"Cpe"
<http://example.org/onto/individual/ENSMUSG00000004383_CNSOverKidney>	"Large"
<http://example.org/onto/individual/ENSMUSG00000036622_CNSOverKidney>	"Atp13a2"
<http://example.org/onto/individual/ENSMUSG00000031443_CNSOverKidney>	"F7"
<http://example.org/onto/individual/ENSMUSG00000051111_CNSOverKidney>	"Sv2c"
<http://example.org/onto/individual/ENSMUSG00000028565_CNSOverKidney>	"Nfia"
<http://example.org/onto/individual/ENSMUSG00000035228_CNSOverKidney>	"Ccdc106"
<http://example.org/onto/individual/ENSMUSG00000029082_CNSOverKidney>	"Bst1"
<http://example.org/onto/individual/ENSMUSG00000026246_CNSOverKidney>	"Alppl2"
<http://example.org/onto/individual/ENSMUSG00000028381_CNSOverKidney>	"Ugcg"
<http://example.org/onto/individual/ENSMUSG00000033174_CNSOverKidney>	"Mgll"
<http://example.org/onto/individual/ENSMUSG00000005087_CNSOverKidney>	"Cd44"
<http://example.org/onto/individual/ENSMUSG00000040606_CNSOverKidney>	"Kazn"
<http://example.org/onto/individual/ENSMUSG00000029816_CNSOverKidney>	"Gpnmb"
<http://example.org/onto/individual/ENSMUSG00000063779_CNSOverKidney>	"Chil4"
<http://example.org/onto/individual/ENSMUSG00000040584_CNSOverKidney>	"Abcb1a"
<http://example.org/onto/individual/ENSMUSG00000028602_CNSOverKidney>	"Tnfrsf8"
<http://example.org/onto/individual/ENSMUSG00000025355_CNSOverKidney>	"Mmp19"
<http://example.org/onto/individual/ENSMUSG00000052212_CNSOverKidney>	"Cd177"
<http://example.org/onto/individual/ENSMUSG00000027257_CNSOverKidney>	"Pacsin3"
<http://example.org/onto/individual/ENSMUSG00000022558_CNSOverKidney>	"Mroh1"
<http://example.org/onto/individual/ENSMUSG00000074890_CNSOverKidney>	"Lcmt2"
<http://example.org/onto/individual/ENSMUSG00000038368_CNSOverKidney>	"Focad"
<http://example.org/onto/individual/ENSMUSG00000024085_CNSOverKidney>	"Man2a1"
<http://example.org/onto/individual/ENSMUSG00000040855_CNSOverKidney>	"Reps2"
<http://example.org/onto/individual/ENSMUSG00000037921_CNSOverKidney>	"Ddx60"
<http://example.org/onto/individual/ENSMUSG00000035085_CNSOverKidney>	"1700020L24Rik"
<http://example.org/onto/individual/ENSMUSG00000026189_CNSOverKidney>	"Pecr"
<http://example.org/onto/individual/ENSMUSG00000024222_CNSOverKidney>	"Fkbp5"
<http://example.org/onto/individual/ENSMUSG00000044400_CNSOverKidney>	"Sowahd"
<http://example.org/onto/individual/ENSMUSG00000037112_CNSOverKidney>	"Sik2"
<http://example.org/onto/individual/ENSMUSG00000057554_CNSOverKidney>	"Lgals8"
<http://example.org/onto/individual/ENSMUSG00000037720_CNSOverKidney>	"Tmem33"
<http://example.org/onto/individual/ENSMUSG00000044949_CNSOverKidney>	"Ubtd2"
<http://example.org/onto/individual/ENSMUSG00000030739_CNSOverKidney>	"Myh14"
<http://example.org/onto/individual/ENSMUSG00000028249_CNSOverKidney>	"Sdcbp"
<http://example.org/onto/individual/ENSMUSG00000024525_CNSOverKidney>	"Impa2"
<http://example.org/onto/individual/ENSMUSG00000029923_CNSOverKidney>	"Rab19"
<http://example.org/onto/individual/ENSMUSG00000021175_CNSOverKidney>	"Cdca7l"
<http://example.org/onto/individual/ENSMUSG00000021097_CNSOverKidney>	"Clmn"
<http://example.org/onto/individual/ENSMUSG00000036086_CNSOverKidney>	"Zranb3"
<http://example.org/onto/individual/ENSMUSG00000037824_CNSOverKidney>	"Tspan14"
<http://example.org/onto/individual/ENSMUSG00000034312_CNSOverKidney>	"Iqsec1"
<http://example.org/onto/individual/ENSMUSG00000041202_CNSOverKidney>	"Pla2g2d"
<http://example.org/onto/individual/ENSMUSG00000046546_CNSOverKidney>	"Fam43a"
<http://example.org/onto/individual/ENSMUSG00000022295_CNSOverKidney>	"Atp6v1c1"
<http://example.org/onto/individual/ENSMUSG00000018916_CNSOverKidney>	"Csf2"
<http://example.org/onto/individual/ENSMUSG00000041426_CNSOverKidney>	"Hibch"
<http://example.org/onto/individual/ENSMUSG00000045362_CNSOverKidney>	"Tnfrsf26"
<http://example.org/onto/individual/ENSMUSG00000036278_CNSOverKidney>	"Macrod1"
<http://example.org/onto/individual/ENSMUSG00000024302_CNSOverKidney>	"Dtna"
<http://example.org/onto/individual/ENSMUSG00000069633_CNSOverKidney>	"Pex11g"
<http://example.org/onto/individual/ENSMUSG00000064023_CNSOverKidney>	"Klk8"
<http://example.org/onto/individual/ENSMUSG00000064215_CNSOverKidney>	"Ifi27"
<http://example.org/onto/individual/ENSMUSG00000095788_CNSOverKidney>	"Sirpb1a"
<http://example.org/onto/individual/ENSMUSG00000051314_CNSOverKidney>	"Ffar2"
<http://example.org/onto/individual/ENSMUSG00000048264_CNSOverKidney>	"Dip2c"
<http://example.org/onto/individual/ENSMUSG00000004730_CNSOverKidney>	"Adgre1"
<http://example.org/onto/individual/ENSMUSG00000074342_CNSOverKidney>	"I830077J02Rik"
<http://example.org/onto/individual/ENSMUSG00000032827_CNSOverKidney>	"Ppp1r9a"
<http://example.org/onto/individual/ENSMUSG00000035936_CNSOverKidney>	"Aldh5a1"
<http://example.org/onto/individual/ENSMUSG00000018341_CNSOverKidney>	"Il12rb2"
<http://example.org/onto/individual/ENSMUSG00000069805_CNSOverKidney>	"Fbp1"
<http://example.org/onto/individual/ENSMUSG00000038836_CNSOverKidney>	"Agbl3"
<http://example.org/onto/individual/ENSMUSG00000032120_CNSOverKidney>	"C2cd2l"
<http://example.org/onto/individual/ENSMUSG00000022106_CNSOverKidney>	"Rcbtb2"
<http://example.org/onto/individual/ENSMUSG00000050423_CNSOverKidney>	"Ppp1r3g"
<http://example.org/onto/individual/ENSMUSG00000031387_CNSOverKidney>	"Renbp"
<http://example.org/onto/individual/ENSMUSG00000030761_CNSOverKidney>	"Myo7a"
<http://example.org/onto/individual/ENSMUSG00000072964_CNSOverKidney>	"Bhlhb9"
<http://example.org/onto/individual/ENSMUSG00000003812_CNSOverKidney>	"Dnase2a"
<http://example.org/onto/individual/ENSMUSG00000073678_CNSOverKidney>	"Pgap1"
<http://example.org/onto/individual/ENSMUSG00000016239_CNSOverKidney>	"Lonrf3"
<http://example.org/onto/individual/ENSMUSG00000053030_CNSOverKidney>	"Spink2"
<http://example.org/onto/individual/ENSMUSG00000068129_CNSOverKidney>	"Cst7"
<http://example.org/onto/individual/ENSMUSG00000086727_CNSOverKidney>	"4931428L18Rik"
<http://example.org/onto/individual/ENSMUSG00000021215_CNSOverKidney>	"Net1"
<http://example.org/onto/individual/ENSMUSG00000022123_CNSOverKidney>	"Scel"
<http://example.org/onto/individual/ENSMUSG00000015027_CNSOverKidney>	"Galns"
<http://example.org/onto/individual/ENSMUSG00000038456_CNSOverKidney>	"Dennd2a"
<http://example.org/onto/individual/ENSMUSG00000060002_CNSOverKidney>	"Chpt1"
<http://example.org/onto/individual/ENSMUSG00000032014_CNSOverKidney>	"Oaf"
<http://example.org/onto/individual/ENSMUSG00000044447_CNSOverKidney>	"Dock5"
<http://example.org/onto/individual/ENSMUSG00000036534_CNSOverKidney>	"Slc38a7"
<http://example.org/onto/individual/ENSMUSG00000035105_CNSOverKidney>	"Egln3"
<http://example.org/onto/individual/ENSMUSG00000020604_CNSOverKidney>	"Arsg"
<http://example.org/onto/individual/ENSMUSG00000087370_CNSOverKidney>	"Tmem170b"
<http://example.org/onto/individual/ENSMUSG00000032261_CNSOverKidney>	"Sh3bgrl2"
<http://example.org/onto/individual/ENSMUSG00000055555_CNSOverKidney>	"4930502E18Rik"
<http://example.org/onto/individual/ENSMUSG00000056602_CNSOverKidney>	"Fry"
<http://example.org/onto/individual/ENSMUSG00000054459_CNSOverKidney>	"Vsnl1"
<http://example.org/onto/individual/ENSMUSG00000025017_CNSOverKidney>	"Pik3ap1"
<http://example.org/onto/individual/ENSMUSG00000020696_CNSOverKidney>	"Rffl"
<http://example.org/onto/individual/ENSMUSG00000021640_CNSOverKidney>	"Naip1"
<http://example.org/onto/individual/ENSMUSG00000030659_CNSOverKidney>	"Nucb2"
<http://example.org/onto/individual/ENSMUSG00000033565_CNSOverKidney>	"Rbfox2"
<http://example.org/onto/individual/ENSMUSG00000037605_CNSOverKidney>	"Adgrl3"
<http://example.org/onto/individual/ENSMUSG00000020829_CNSOverKidney>	"Slc46a1"
<http://example.org/onto/individual/ENSMUSG00000025738_CNSOverKidney>	"Fbxl16"
<http://example.org/onto/individual/ENSMUSG00000026489_CNSOverKidney>	"Adck3"
<http://example.org/onto/individual/ENSMUSG00000035158_CNSOverKidney>	"Mitf"
<http://example.org/onto/individual/ENSMUSG00000033355_CNSOverKidney>	"Rtp4"
<http://example.org/onto/individual/ENSMUSG00000032554_CNSOverKidney>	"Trf"
<http://example.org/onto/individual/ENSMUSG00000028497_CNSOverKidney>	"Hacd4"
<http://example.org/onto/individual/ENSMUSG00000000326_CNSOverKidney>	"Comt"
<http://example.org/onto/individual/ENSMUSG00000039886_CNSOverKidney>	"Tmem120a"
<http://example.org/onto/individual/ENSMUSG00000072572_CNSOverKidney>	"Slc39a2"
<http://example.org/onto/individual/ENSMUSG00000000325_CNSOverKidney>	"Arvcf"
<http://example.org/onto/individual/ENSMUSG00000027322_CNSOverKidney>	"Siglec1"
<http://example.org/onto/individual/ENSMUSG00000055945_CNSOverKidney>	"Prr18"
<http://example.org/onto/individual/ENSMUSG00000036862_CNSOverKidney>	"Dchs1"
<http://example.org/onto/individual/ENSMUSG00000046805_CNSOverKidney>	"Mpeg1"
<http://example.org/onto/individual/ENSMUSG00000059956_CNSOverKidney>	"Serpinb12"
<http://example.org/onto/individual/ENSMUSG00000036327_CNSOverKidney>	"Qsox2"
<http://example.org/onto/individual/ENSMUSG00000024732_CNSOverKidney>	"Ccdc86"
<http://example.org/onto/individual/ENSMUSG00000022817_CNSOverKidney>	"Itgb5"
<http://example.org/onto/individual/ENSMUSG00000030170_CNSOverKidney>	"Wnt5b"
<http://example.org/onto/individual/ENSMUSG00000029119_CNSOverKidney>	"Man2b2"
<http://example.org/onto/individual/ENSMUSG00000035919_CNSOverKidney>	"Bbs9"
<http://example.org/onto/individual/ENSMUSG00000025351_CNSOverKidney>	"Cd63"
<http://example.org/onto/individual/ENSMUSG00000058624_CNSOverKidney>	"Gda"
