?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000030772_CNSOverKidney>	"Dkk3"
<http://example.org/onto/individual/ENSMUSG00000048458_CNSOverKidney>	"Fam212b"
<http://example.org/onto/individual/ENSMUSG00000032198_CNSOverKidney>	"Dock6"
<http://example.org/onto/individual/ENSMUSG00000061859_CNSOverKidney>	"Inadl"
<http://example.org/onto/individual/ENSMUSG00000078922_CNSOverKidney>	"Tgtp1"
<http://example.org/onto/individual/ENSMUSG00000006356_CNSOverKidney>	"Crip2"
<http://example.org/onto/individual/ENSMUSG00000030310_CNSOverKidney>	"Slc6a1"
<http://example.org/onto/individual/ENSMUSG00000055612_CNSOverKidney>	"Cdca7"
<http://example.org/onto/individual/ENSMUSG00000026748_CNSOverKidney>	"Plxdc2"
<http://example.org/onto/individual/ENSMUSG00000049709_CNSOverKidney>	"Nlrp10"
<http://example.org/onto/individual/ENSMUSG00000060459_CNSOverKidney>	"Kng2"
<http://example.org/onto/individual/ENSMUSG00000025494_CNSOverKidney>	"Sigirr"
<http://example.org/onto/individual/ENSMUSG00000070390_CNSOverKidney>	"Nlrp1b"
<http://example.org/onto/individual/ENSMUSG00000017697_CNSOverKidney>	"Ada"
<http://example.org/onto/individual/ENSMUSG00000019997_CNSOverKidney>	"Ctgf"
<http://example.org/onto/individual/ENSMUSG00000040276_CNSOverKidney>	"Pacsin1"
<http://example.org/onto/individual/ENSMUSG00000048232_CNSOverKidney>	"Fbxo10"
<http://example.org/onto/individual/ENSMUSG00000058152_CNSOverKidney>	"Chsy3"
<http://example.org/onto/individual/ENSMUSG00000046768_CNSOverKidney>	"Rhoj"
<http://example.org/onto/individual/ENSMUSG00000019487_CNSOverKidney>	"Trip10"
<http://example.org/onto/individual/ENSMUSG00000031847_CNSOverKidney>	"1700030J22Rik"
<http://example.org/onto/individual/ENSMUSG00000030269_CNSOverKidney>	"Mtmr14"
<http://example.org/onto/individual/ENSMUSG00000034641_CNSOverKidney>	"Cd300ld"
<http://example.org/onto/individual/ENSMUSG00000029772_CNSOverKidney>	"Ahcyl2"
<http://example.org/onto/individual/ENSMUSG00000022221_CNSOverKidney>	"Ripk3"
<http://example.org/onto/individual/ENSMUSG00000040899_CNSOverKidney>	"Ccr6"
<http://example.org/onto/individual/ENSMUSG00000030223_CNSOverKidney>	"Ptpro"
<http://example.org/onto/individual/ENSMUSG00000004113_CNSOverKidney>	"Cacna1b"
<http://example.org/onto/individual/ENSMUSG00000046719_CNSOverKidney>	"Nxph3"
<http://example.org/onto/individual/ENSMUSG00000039232_CNSOverKidney>	"Stx11"
<http://example.org/onto/individual/ENSMUSG00000022265_CNSOverKidney>	"Ank"
<http://example.org/onto/individual/ENSMUSG00000022594_CNSOverKidney>	"Lynx1"
<http://example.org/onto/individual/ENSMUSG00000041248_CNSOverKidney>	"Kcnj1"
<http://example.org/onto/individual/ENSMUSG00000027513_CNSOverKidney>	"Pck1"
<http://example.org/onto/individual/ENSMUSG00000005447_CNSOverKidney>	"Pafah1b3"
<http://example.org/onto/individual/ENSMUSG00000015745_CNSOverKidney>	"Plekho1"
<http://example.org/onto/individual/ENSMUSG00000054435_CNSOverKidney>	"Gimap4"
<http://example.org/onto/individual/ENSMUSG00000028099_CNSOverKidney>	"Polr3c"
<http://example.org/onto/individual/ENSMUSG00000034285_CNSOverKidney>	"Nipsnap1"
<http://example.org/onto/individual/ENSMUSG00000001700_CNSOverKidney>	"Gramd3"
<http://example.org/onto/individual/ENSMUSG00000040875_CNSOverKidney>	"Osbpl10"
<http://example.org/onto/individual/ENSMUSG00000024530_CNSOverKidney>	"Slmo1"
<http://example.org/onto/individual/ENSMUSG00000061100_CNSOverKidney>	"Retnla"
<http://example.org/onto/individual/ENSMUSG00000034903_CNSOverKidney>	"Cobll1"
<http://example.org/onto/individual/ENSMUSG00000031442_CNSOverKidney>	"Mcf2l"
<http://example.org/onto/individual/ENSMUSG00000075269_CNSOverKidney>	"Bex6"
<http://example.org/onto/individual/ENSMUSG00000022240_CNSOverKidney>	"Ctnnd2"
<http://example.org/onto/individual/ENSMUSG00000070867_CNSOverKidney>	"Trabd2b"
<http://example.org/onto/individual/ENSMUSG00000020178_CNSOverKidney>	"Adora2a"
<http://example.org/onto/individual/ENSMUSG00000038023_CNSOverKidney>	"Atp6v0a2"
<http://example.org/onto/individual/ENSMUSG00000027173_CNSOverKidney>	"Depdc7"
<http://example.org/onto/individual/ENSMUSG00000040829_CNSOverKidney>	"Zmynd15"
<http://example.org/onto/individual/ENSMUSG00000062209_CNSOverKidney>	"Erbb4"
<http://example.org/onto/individual/ENSMUSG00000021411_CNSOverKidney>	"Pxdc1"
<http://example.org/onto/individual/ENSMUSG00000037579_CNSOverKidney>	"Kcnh3"
<http://example.org/onto/individual/ENSMUSG00000031137_CNSOverKidney>	"Fgf13"
<http://example.org/onto/individual/ENSMUSG00000026179_CNSOverKidney>	"Pnkd"
<http://example.org/onto/individual/ENSMUSG00000029650_CNSOverKidney>	"Slc46a3"
<http://example.org/onto/individual/ENSMUSG00000031728_CNSOverKidney>	"Zfp821"
<http://example.org/onto/individual/ENSMUSG00000037997_CNSOverKidney>	"Parp11"
<http://example.org/onto/individual/ENSMUSG00000070868_CNSOverKidney>	"Skint3"
<http://example.org/onto/individual/ENSMUSG00000027999_CNSOverKidney>	"Pla2g12a"
<http://example.org/onto/individual/ENSMUSG00000044317_CNSOverKidney>	"Gpr4"
<http://example.org/onto/individual/ENSMUSG00000035606_CNSOverKidney>	"Ky"
<http://example.org/onto/individual/ENSMUSG00000042363_CNSOverKidney>	"Lgalsl"
<http://example.org/onto/individual/ENSMUSG00000026170_CNSOverKidney>	"Cyp27a1"
<http://example.org/onto/individual/ENSMUSG00000031523_CNSOverKidney>	"Dlc1"
<http://example.org/onto/individual/ENSMUSG00000030055_CNSOverKidney>	"Rab43"
<http://example.org/onto/individual/ENSMUSG00000074305_CNSOverKidney>	"Peak1"
<http://example.org/onto/individual/ENSMUSG00000025321_CNSOverKidney>	"Itgb8"
<http://example.org/onto/individual/ENSMUSG00000036925_CNSOverKidney>	"Spt1"
<http://example.org/onto/individual/ENSMUSG00000028763_CNSOverKidney>	"Hspg2"
<http://example.org/onto/individual/ENSMUSG00000028036_CNSOverKidney>	"Ptgfr"
<http://example.org/onto/individual/ENSMUSG00000027102_CNSOverKidney>	"Hoxd8"
<http://example.org/onto/individual/ENSMUSG00000042644_CNSOverKidney>	"Itpr3"
<http://example.org/onto/individual/ENSMUSG00000040663_CNSOverKidney>	"Clcf1"
<http://example.org/onto/individual/ENSMUSG00000021701_CNSOverKidney>	"Plk2"
<http://example.org/onto/individual/ENSMUSG00000000385_CNSOverKidney>	"Tmprss2"
<http://example.org/onto/individual/ENSMUSG00000008845_CNSOverKidney>	"Cd163"
<http://example.org/onto/individual/ENSMUSG00000029287_CNSOverKidney>	"Tgfbr3"
<http://example.org/onto/individual/ENSMUSG00000039942_CNSOverKidney>	"Ptger4"
<http://example.org/onto/individual/ENSMUSG00000053318_CNSOverKidney>	"Slamf8"
<http://example.org/onto/individual/ENSMUSG00000026180_CNSOverKidney>	"Cxcr2"
<http://example.org/onto/individual/ENSMUSG00000024043_CNSOverKidney>	"Arhgap28"
<http://example.org/onto/individual/ENSMUSG00000021745_CNSOverKidney>	"Ptprg"
<http://example.org/onto/individual/ENSMUSG00000039458_CNSOverKidney>	"Mtmr12"
<http://example.org/onto/individual/ENSMUSG00000054150_CNSOverKidney>	"Syne3"
<http://example.org/onto/individual/ENSMUSG00000054065_CNSOverKidney>	"Pkp3"
<http://example.org/onto/individual/ENSMUSG00000063652_CNSOverKidney>	"Slc22a21"
<http://example.org/onto/individual/ENSMUSG00000026773_CNSOverKidney>	"Pfkfb3"
<http://example.org/onto/individual/ENSMUSG00000032216_CNSOverKidney>	"Nedd4"
<http://example.org/onto/individual/ENSMUSG00000066952_CNSOverKidney>	"Myo1h"
<http://example.org/onto/individual/ENSMUSG00000040848_CNSOverKidney>	"Sft2d2"
<http://example.org/onto/individual/ENSMUSG00000068551_CNSOverKidney>	"Zfp467"
<http://example.org/onto/individual/ENSMUSG00000037138_CNSOverKidney>	"Aff3"
<http://example.org/onto/individual/ENSMUSG00000037552_CNSOverKidney>	"Plekhg2"
<http://example.org/onto/individual/ENSMUSG00000030156_CNSOverKidney>	"Cd69"
<http://example.org/onto/individual/ENSMUSG00000026080_CNSOverKidney>	"Chst10"
<http://example.org/onto/individual/ENSMUSG00000024087_CNSOverKidney>	"Cyp1b1"
<http://example.org/onto/individual/ENSMUSG00000030592_CNSOverKidney>	"Ryr1"
<http://example.org/onto/individual/ENSMUSG00000029061_CNSOverKidney>	"Mmp23"
<http://example.org/onto/individual/ENSMUSG00000005553_CNSOverKidney>	"Atp4a"
<http://example.org/onto/individual/ENSMUSG00000032657_CNSOverKidney>	"Fam189b"
<http://example.org/onto/individual/ENSMUSG00000040247_CNSOverKidney>	"Tbc1d10c"
<http://example.org/onto/individual/ENSMUSG00000094103_CNSOverKidney>	"1700047I17Rik2"
<http://example.org/onto/individual/ENSMUSG00000029338_CNSOverKidney>	"Antxr2"
<http://example.org/onto/individual/ENSMUSG00000020679_CNSOverKidney>	"Hnf1b"
<http://example.org/onto/individual/ENSMUSG00000025268_CNSOverKidney>	"Maged2"
<http://example.org/onto/individual/ENSMUSG00000026604_CNSOverKidney>	"Ptpn14"
<http://example.org/onto/individual/ENSMUSG00000022186_CNSOverKidney>	"Oxct1"
<http://example.org/onto/individual/ENSMUSG00000017652_CNSOverKidney>	"Cd40"
<http://example.org/onto/individual/ENSMUSG00000019820_CNSOverKidney>	"Utrn"
<http://example.org/onto/individual/ENSMUSG00000033227_CNSOverKidney>	"Wnt6"
<http://example.org/onto/individual/ENSMUSG00000015217_CNSOverKidney>	"Hmgb3"
<http://example.org/onto/individual/ENSMUSG00000021356_CNSOverKidney>	"Irf4"
<http://example.org/onto/individual/ENSMUSG00000030852_CNSOverKidney>	"Tacc2"
<http://example.org/onto/individual/ENSMUSG00000026121_CNSOverKidney>	"Sema4c"
<http://example.org/onto/individual/ENSMUSG00000032175_CNSOverKidney>	"Tyk2"
<http://example.org/onto/individual/ENSMUSG00000039485_CNSOverKidney>	"Tspyl4"
<http://example.org/onto/individual/ENSMUSG00000021373_CNSOverKidney>	"Cap2"
<http://example.org/onto/individual/ENSMUSG00000023991_CNSOverKidney>	"Foxp4"
<http://example.org/onto/individual/ENSMUSG00000040808_CNSOverKidney>	"S100g"
<http://example.org/onto/individual/ENSMUSG00000069830_CNSOverKidney>	"Nlrp1a"
<http://example.org/onto/individual/ENSMUSG00000022982_CNSOverKidney>	"Sod1"
<http://example.org/onto/individual/ENSMUSG00000027188_CNSOverKidney>	"Pamr1"
<http://example.org/onto/individual/ENSMUSG00000000489_CNSOverKidney>	"Pdgfb"
<http://example.org/onto/individual/ENSMUSG00000023050_CNSOverKidney>	"Map3k12"
<http://example.org/onto/individual/ENSMUSG00000019194_CNSOverKidney>	"Scn1b"
<http://example.org/onto/individual/ENSMUSG00000021614_CNSOverKidney>	"Vcan"
<http://example.org/onto/individual/ENSMUSG00000060671_CNSOverKidney>	"Atp8b2"
<http://example.org/onto/individual/ENSMUSG00000000682_CNSOverKidney>	"Cd52"
<http://example.org/onto/individual/ENSMUSG00000038552_CNSOverKidney>	"Fndc4"
<http://example.org/onto/individual/ENSMUSG00000045231_CNSOverKidney>	"BC106179"
<http://example.org/onto/individual/ENSMUSG00000002578_CNSOverKidney>	"Ikzf4"
<http://example.org/onto/individual/ENSMUSG00000035594_CNSOverKidney>	"Chrna5"
<http://example.org/onto/individual/ENSMUSG00000031538_CNSOverKidney>	"Plat"
<http://example.org/onto/individual/ENSMUSG00000069609_CNSOverKidney>	"Gm11710"
<http://example.org/onto/individual/ENSMUSG00000055069_CNSOverKidney>	"Rab39"
<http://example.org/onto/individual/ENSMUSG00000038352_CNSOverKidney>	"Arl5c"
<http://example.org/onto/individual/ENSMUSG00000042116_CNSOverKidney>	"Vwa1"
<http://example.org/onto/individual/ENSMUSG00000062783_CNSOverKidney>	"Csprs"
<http://example.org/onto/individual/ENSMUSG00000021273_CNSOverKidney>	"Fdft1"
<http://example.org/onto/individual/ENSMUSG00000018585_CNSOverKidney>	"Atox1"
<http://example.org/onto/individual/ENSMUSG00000018924_CNSOverKidney>	"Alox15"
<http://example.org/onto/individual/ENSMUSG00000070305_CNSOverKidney>	"Mpzl3"
<http://example.org/onto/individual/ENSMUSG00000041205_CNSOverKidney>	"Map6d1"
<http://example.org/onto/individual/ENSMUSG00000029322_CNSOverKidney>	"Plac8"
<http://example.org/onto/individual/ENSMUSG00000048216_CNSOverKidney>	"Gpr85"
<http://example.org/onto/individual/ENSMUSG00000060586_CNSOverKidney>	"H2-Eb1"
<http://example.org/onto/individual/ENSMUSG00000027134_CNSOverKidney>	"Lpcat4"
<http://example.org/onto/individual/ENSMUSG00000047242_CNSOverKidney>	"Taf9b"
<http://example.org/onto/individual/ENSMUSG00000026009_CNSOverKidney>	"Icos"
<http://example.org/onto/individual/ENSMUSG00000057098_CNSOverKidney>	"Ebf1"
<http://example.org/onto/individual/ENSMUSG00000036106_CNSOverKidney>	"Prr5"
<http://example.org/onto/individual/ENSMUSG00000028782_CNSOverKidney>	"Adgrb2"
<http://example.org/onto/individual/ENSMUSG00000031375_CNSOverKidney>	"Bgn"
<http://example.org/onto/individual/ENSMUSG00000062939_CNSOverKidney>	"Stat4"
<http://example.org/onto/individual/ENSMUSG00000034610_CNSOverKidney>	"Zcchc11"
<http://example.org/onto/individual/ENSMUSG00000050520_CNSOverKidney>	"Cldn8"
<http://example.org/onto/individual/ENSMUSG00000032352_CNSOverKidney>	"Lrrc1"
<http://example.org/onto/individual/ENSMUSG00000053965_CNSOverKidney>	"Pde5a"
<http://example.org/onto/individual/ENSMUSG00000000120_CNSOverKidney>	"Ngfr"
<http://example.org/onto/individual/ENSMUSG00000034738_CNSOverKidney>	"Nostrin"
<http://example.org/onto/individual/ENSMUSG00000020340_CNSOverKidney>	"Cyfip2"
<http://example.org/onto/individual/ENSMUSG00000041782_CNSOverKidney>	"Lad1"
<http://example.org/onto/individual/ENSMUSG00000023367_CNSOverKidney>	"Tmem176a"
<http://example.org/onto/individual/ENSMUSG00000048537_CNSOverKidney>	"Phldb1"
<http://example.org/onto/individual/ENSMUSG00000029530_CNSOverKidney>	"Ccr9"
<http://example.org/onto/individual/ENSMUSG00000021127_CNSOverKidney>	"Zfp36l1"
<http://example.org/onto/individual/ENSMUSG00000040963_CNSOverKidney>	"Asgr2"
<http://example.org/onto/individual/ENSMUSG00000030589_CNSOverKidney>	"Rasgrp4"
<http://example.org/onto/individual/ENSMUSG00000032718_CNSOverKidney>	"Mansc1"
<http://example.org/onto/individual/ENSMUSG00000098557_CNSOverKidney>	"Kctd12"
<http://example.org/onto/individual/ENSMUSG00000020473_CNSOverKidney>	"Aebp1"
<http://example.org/onto/individual/ENSMUSG00000079659_CNSOverKidney>	"Tmem243"
<http://example.org/onto/individual/ENSMUSG00000030760_CNSOverKidney>	"Acer3"
<http://example.org/onto/individual/ENSMUSG00000018907_CNSOverKidney>	"Alox12e"
<http://example.org/onto/individual/ENSMUSG00000026090_CNSOverKidney>	"2010300C02Rik"
<http://example.org/onto/individual/ENSMUSG00000024579_CNSOverKidney>	"Pcyox1l"
<http://example.org/onto/individual/ENSMUSG00000028873_CNSOverKidney>	"Cdca8"
<http://example.org/onto/individual/ENSMUSG00000040596_CNSOverKidney>	"Pogk"
<http://example.org/onto/individual/ENSMUSG00000026678_CNSOverKidney>	"Rgs5"
<http://example.org/onto/individual/ENSMUSG00000030745_CNSOverKidney>	"Il21r"
<http://example.org/onto/individual/ENSMUSG00000096140_CNSOverKidney>	"Ankrd66"
<http://example.org/onto/individual/ENSMUSG00000034773_CNSOverKidney>	"BC030867"
<http://example.org/onto/individual/ENSMUSG00000054951_CNSOverKidney>	"9130008F23Rik"
<http://example.org/onto/individual/ENSMUSG00000069769_CNSOverKidney>	"Msi2"
<http://example.org/onto/individual/ENSMUSG00000032000_CNSOverKidney>	"Birc3"
<http://example.org/onto/individual/ENSMUSG00000056895_CNSOverKidney>	"Hist3h2ba"
<http://example.org/onto/individual/ENSMUSG00000015957_CNSOverKidney>	"Wnt11"
<http://example.org/onto/individual/ENSMUSG00000023274_CNSOverKidney>	"Cd4"
<http://example.org/onto/individual/ENSMUSG00000025150_CNSOverKidney>	"Cbr2"
<http://example.org/onto/individual/ENSMUSG00000039629_CNSOverKidney>	"Strip2"
<http://example.org/onto/individual/ENSMUSG00000019899_CNSOverKidney>	"Lama2"
<http://example.org/onto/individual/ENSMUSG00000000409_CNSOverKidney>	"Lck"
<http://example.org/onto/individual/ENSMUSG00000035274_CNSOverKidney>	"Tpbg"
<http://example.org/onto/individual/ENSMUSG00000030306_CNSOverKidney>	"Tmtc1"
<http://example.org/onto/individual/ENSMUSG00000034783_CNSOverKidney>	"Cd207"
<http://example.org/onto/individual/ENSMUSG00000025821_CNSOverKidney>	"Zfp282"
<http://example.org/onto/individual/ENSMUSG00000005667_CNSOverKidney>	"Mthfd2"
<http://example.org/onto/individual/ENSMUSG00000034037_CNSOverKidney>	"Fgd5"
<http://example.org/onto/individual/ENSMUSG00000044562_CNSOverKidney>	"Rasip1"
<http://example.org/onto/individual/ENSMUSG00000037337_CNSOverKidney>	"Map4k1"
<http://example.org/onto/individual/ENSMUSG00000034041_CNSOverKidney>	"Lyl1"
<http://example.org/onto/individual/ENSMUSG00000032593_CNSOverKidney>	"Amigo3"
<http://example.org/onto/individual/ENSMUSG00000026700_CNSOverKidney>	"Tnfsf4"
<http://example.org/onto/individual/ENSMUSG00000034614_CNSOverKidney>	"Pik3ip1"
<http://example.org/onto/individual/ENSMUSG00000043671_CNSOverKidney>	"Dpy19l3"
<http://example.org/onto/individual/ENSMUSG00000063172_CNSOverKidney>	"Hspb11"
<http://example.org/onto/individual/ENSMUSG00000034570_CNSOverKidney>	"Inpp5j"
<http://example.org/onto/individual/ENSMUSG00000002565_CNSOverKidney>	"Scin"
<http://example.org/onto/individual/ENSMUSG00000071552_CNSOverKidney>	"Tigit"
<http://example.org/onto/individual/ENSMUSG00000020253_CNSOverKidney>	"Ppm1m"
<http://example.org/onto/individual/ENSMUSG00000002983_CNSOverKidney>	"Relb"
<http://example.org/onto/individual/ENSMUSG00000021115_CNSOverKidney>	"Vrk1"
<http://example.org/onto/individual/ENSMUSG00000046179_CNSOverKidney>	"E2f8"
<http://example.org/onto/individual/ENSMUSG00000034795_CNSOverKidney>	"Ccdc122"
<http://example.org/onto/individual/ENSMUSG00000033768_CNSOverKidney>	"Nrxn2"
<http://example.org/onto/individual/ENSMUSG00000004044_CNSOverKidney>	"Ptrf"
<http://example.org/onto/individual/ENSMUSG00000096833_CNSOverKidney>	"Igkv4-55"
<http://example.org/onto/individual/ENSMUSG00000002799_CNSOverKidney>	"Jag2"
<http://example.org/onto/individual/ENSMUSG00000061186_CNSOverKidney>	"Sfmbt2"
<http://example.org/onto/individual/ENSMUSG00000015944_CNSOverKidney>	"Gatsl2"
<http://example.org/onto/individual/ENSMUSG00000017446_CNSOverKidney>	"C1qtnf1"
<http://example.org/onto/individual/ENSMUSG00000089901_CNSOverKidney>	"Gm8113"
<http://example.org/onto/individual/ENSMUSG00000020363_CNSOverKidney>	"Gfpt2"
<http://example.org/onto/individual/ENSMUSG00000036995_CNSOverKidney>	"Asap3"
<http://example.org/onto/individual/ENSMUSG00000023078_CNSOverKidney>	"Cxcl13"
<http://example.org/onto/individual/ENSMUSG00000031871_CNSOverKidney>	"Cdh5"
<http://example.org/onto/individual/ENSMUSG00000029576_CNSOverKidney>	"Radil"
<http://example.org/onto/individual/ENSMUSG00000001802_CNSOverKidney>	"Lrp3"
<http://example.org/onto/individual/ENSMUSG00000024065_CNSOverKidney>	"Ehd3"
<http://example.org/onto/individual/ENSMUSG00000037999_CNSOverKidney>	"Arap2"
<http://example.org/onto/individual/ENSMUSG00000068323_CNSOverKidney>	"Slc4a5"
<http://example.org/onto/individual/ENSMUSG00000033060_CNSOverKidney>	"Lmo7"
<http://example.org/onto/individual/ENSMUSG00000079470_CNSOverKidney>	"Utp14b"
<http://example.org/onto/individual/ENSMUSG00000014158_CNSOverKidney>	"Trpv4"
<http://example.org/onto/individual/ENSMUSG00000036256_CNSOverKidney>	"Igfbp7"
<http://example.org/onto/individual/ENSMUSG00000027684_CNSOverKidney>	"Mecom"
<http://example.org/onto/individual/ENSMUSG00000040950_CNSOverKidney>	"Mgl2"
<http://example.org/onto/individual/ENSMUSG00000020437_CNSOverKidney>	"Myo1g"
<http://example.org/onto/individual/ENSMUSG00000026721_CNSOverKidney>	"Rabgap1l"
<http://example.org/onto/individual/ENSMUSG00000020357_CNSOverKidney>	"Flt4"
<http://example.org/onto/individual/ENSMUSG00000024694_CNSOverKidney>	"Keg1"
<http://example.org/onto/individual/ENSMUSG00000001761_CNSOverKidney>	"Smo"
<http://example.org/onto/individual/ENSMUSG00000027994_CNSOverKidney>	"Ccdc109b"
<http://example.org/onto/individual/ENSMUSG00000018569_CNSOverKidney>	"Cldn7"
<http://example.org/onto/individual/ENSMUSG00000032531_CNSOverKidney>	"Amotl2"
<http://example.org/onto/individual/ENSMUSG00000011267_CNSOverKidney>	"Zfp296"
<http://example.org/onto/individual/ENSMUSG00000038677_CNSOverKidney>	"Scube3"
<http://example.org/onto/individual/ENSMUSG00000021338_CNSOverKidney>	"Lrrc16a"
<http://example.org/onto/individual/ENSMUSG00000038188_CNSOverKidney>	"Scarf1"
<http://example.org/onto/individual/ENSMUSG00000002006_CNSOverKidney>	"Pdzd4"
<http://example.org/onto/individual/ENSMUSG00000050315_CNSOverKidney>	"Synpo2"
<http://example.org/onto/individual/ENSMUSG00000027347_CNSOverKidney>	"Rasgrp1"
<http://example.org/onto/individual/ENSMUSG00000027202_CNSOverKidney>	"Slc12a1"
<http://example.org/onto/individual/ENSMUSG00000037977_CNSOverKidney>	"6430571L13Rik"
<http://example.org/onto/individual/ENSMUSG00000051339_CNSOverKidney>	"2900026A02Rik"
<http://example.org/onto/individual/ENSMUSG00000040659_CNSOverKidney>	"Efhd2"
<http://example.org/onto/individual/ENSMUSG00000048960_CNSOverKidney>	"Prex2"
<http://example.org/onto/individual/ENSMUSG00000029703_CNSOverKidney>	"Lrwd1"
<http://example.org/onto/individual/ENSMUSG00000024399_CNSOverKidney>	"Ltb"
<http://example.org/onto/individual/ENSMUSG00000025479_CNSOverKidney>	"Cyp2e1"
<http://example.org/onto/individual/ENSMUSG00000091337_CNSOverKidney>	"Eid1"
<http://example.org/onto/individual/ENSMUSG00000049988_CNSOverKidney>	"Lrrc25"
<http://example.org/onto/individual/ENSMUSG00000053113_CNSOverKidney>	"Socs3"
<http://example.org/onto/individual/ENSMUSG00000022475_CNSOverKidney>	"Hdac7"
<http://example.org/onto/individual/ENSMUSG00000031391_CNSOverKidney>	"L1cam"
<http://example.org/onto/individual/ENSMUSG00000047963_CNSOverKidney>	"Stbd1"
<http://example.org/onto/individual/ENSMUSG00000022075_CNSOverKidney>	"Rhobtb2"
<http://example.org/onto/individual/ENSMUSG00000030263_CNSOverKidney>	"Lrmp"
<http://example.org/onto/individual/ENSMUSG00000071176_CNSOverKidney>	"Arhgef10"
<http://example.org/onto/individual/ENSMUSG00000031825_CNSOverKidney>	"Crispld2"
<http://example.org/onto/individual/ENSMUSG00000007783_CNSOverKidney>	"Cpt1c"
<http://example.org/onto/individual/ENSMUSG00000042286_CNSOverKidney>	"Stab1"
<http://example.org/onto/individual/ENSMUSG00000051212_CNSOverKidney>	"Gpr183"
<http://example.org/onto/individual/ENSMUSG00000032087_CNSOverKidney>	"Dscaml1"
<http://example.org/onto/individual/ENSMUSG00000057329_CNSOverKidney>	"Bcl2"
<http://example.org/onto/individual/ENSMUSG00000032492_CNSOverKidney>	"Pth1r"
<http://example.org/onto/individual/ENSMUSG00000035713_CNSOverKidney>	"Usp35"
<http://example.org/onto/individual/ENSMUSG00000020279_CNSOverKidney>	"Il9r"
<http://example.org/onto/individual/ENSMUSG00000035246_CNSOverKidney>	"Pcyt1b"
<http://example.org/onto/individual/ENSMUSG00000004562_CNSOverKidney>	"Arhgef40"
<http://example.org/onto/individual/ENSMUSG00000074141_CNSOverKidney>	"Il4i1"
<http://example.org/onto/individual/ENSMUSG00000022659_CNSOverKidney>	"Gcsam"
<http://example.org/onto/individual/ENSMUSG00000032666_CNSOverKidney>	"1700025G04Rik"
<http://example.org/onto/individual/ENSMUSG00000029387_CNSOverKidney>	"Gtf2h3"
<http://example.org/onto/individual/ENSMUSG00000028552_CNSOverKidney>	"Eps15"
<http://example.org/onto/individual/ENSMUSG00000032489_CNSOverKidney>	"Kif9"
<http://example.org/onto/individual/ENSMUSG00000021200_CNSOverKidney>	"Asb2"
<http://example.org/onto/individual/ENSMUSG00000039264_CNSOverKidney>	"Gimap3"
<http://example.org/onto/individual/ENSMUSG00000037681_CNSOverKidney>	"Esyt3"
<http://example.org/onto/individual/ENSMUSG00000040016_CNSOverKidney>	"Ptger3"
<http://example.org/onto/individual/ENSMUSG00000036928_CNSOverKidney>	"Stag3"
<http://example.org/onto/individual/ENSMUSG00000052911_CNSOverKidney>	"Lamb2"
<http://example.org/onto/individual/ENSMUSG00000052632_CNSOverKidney>	"Asap2"
<http://example.org/onto/individual/ENSMUSG00000042284_CNSOverKidney>	"Itga1"
<http://example.org/onto/individual/ENSMUSG00000024074_CNSOverKidney>	"Crim1"
<http://example.org/onto/individual/ENSMUSG00000004633_CNSOverKidney>	"Chn2"
<http://example.org/onto/individual/ENSMUSG00000020135_CNSOverKidney>	"Apc2"
<http://example.org/onto/individual/ENSMUSG00000026357_CNSOverKidney>	"Rgs18"
<http://example.org/onto/individual/ENSMUSG00000020051_CNSOverKidney>	"Pah"
<http://example.org/onto/individual/ENSMUSG00000028496_CNSOverKidney>	"Mllt3"
<http://example.org/onto/individual/ENSMUSG00000034684_CNSOverKidney>	"Sema3f"
<http://example.org/onto/individual/ENSMUSG00000038264_CNSOverKidney>	"Sema7a"
<http://example.org/onto/individual/ENSMUSG00000037944_CNSOverKidney>	"Ccr7"
<http://example.org/onto/individual/ENSMUSG00000026220_CNSOverKidney>	"Slc16a14"
<http://example.org/onto/individual/ENSMUSG00000042042_CNSOverKidney>	"Csgalnact2"
<http://example.org/onto/individual/ENSMUSG00000063903_CNSOverKidney>	"Klk1"
<http://example.org/onto/individual/ENSMUSG00000024253_CNSOverKidney>	"Dync2li1"
<http://example.org/onto/individual/ENSMUSG00000049037_CNSOverKidney>	"Clec4a1"
<http://example.org/onto/individual/ENSMUSG00000050921_CNSOverKidney>	"P2ry10"
<http://example.org/onto/individual/ENSMUSG00000040488_CNSOverKidney>	"Ltbp4"
<http://example.org/onto/individual/ENSMUSG00000039115_CNSOverKidney>	"Itga9"
<http://example.org/onto/individual/ENSMUSG00000018604_CNSOverKidney>	"Tbx3"
<http://example.org/onto/individual/ENSMUSG00000022722_CNSOverKidney>	"Arl6"
<http://example.org/onto/individual/ENSMUSG00000029273_CNSOverKidney>	"Sult1d1"
<http://example.org/onto/individual/ENSMUSG00000062480_CNSOverKidney>	"Acat3"
<http://example.org/onto/individual/ENSMUSG00000027375_CNSOverKidney>	"Mal"
<http://example.org/onto/individual/ENSMUSG00000061878_CNSOverKidney>	"Sphk1"
<http://example.org/onto/individual/ENSMUSG00000025504_CNSOverKidney>	"Eps8l2"
<http://example.org/onto/individual/ENSMUSG00000020814_CNSOverKidney>	"Mxra7"
<http://example.org/onto/individual/ENSMUSG00000026185_CNSOverKidney>	"Igfbp5"
