?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000036466_CNSOverKidney>	"Megf11"
<http://example.org/onto/individual/ENSMUSG00000018930_CNSOverKidney>	"Ccl4"
<http://example.org/onto/individual/ENSMUSG00000079363_CNSOverKidney>	"Gbp4"
<http://example.org/onto/individual/ENSMUSG00000034220_CNSOverKidney>	"Gpc1"
<http://example.org/onto/individual/ENSMUSG00000040037_CNSOverKidney>	"Negr1"
<http://example.org/onto/individual/ENSMUSG00000030946_CNSOverKidney>	"Lhpp"
<http://example.org/onto/individual/ENSMUSG00000048022_CNSOverKidney>	"Tmem229a"
<http://example.org/onto/individual/ENSMUSG00000026728_CNSOverKidney>	"Vim"
<http://example.org/onto/individual/ENSMUSG00000018500_CNSOverKidney>	"Adora2b"
<http://example.org/onto/individual/ENSMUSG00000074497_CNSOverKidney>	"A430078G23Rik"
<http://example.org/onto/individual/ENSMUSG00000021950_CNSOverKidney>	"Anxa8"
<http://example.org/onto/individual/ENSMUSG00000030653_CNSOverKidney>	"Pde2a"
<http://example.org/onto/individual/ENSMUSG00000000753_CNSOverKidney>	"Serpinf1"
<http://example.org/onto/individual/ENSMUSG00000001036_CNSOverKidney>	"Epn2"
<http://example.org/onto/individual/ENSMUSG00000046006_CNSOverKidney>	"Gapt"
<http://example.org/onto/individual/ENSMUSG00000002204_CNSOverKidney>	"Napsa"
<http://example.org/onto/individual/ENSMUSG00000022261_CNSOverKidney>	"Sdc2"
<http://example.org/onto/individual/ENSMUSG00000044033_CNSOverKidney>	"Ccdc141"
<http://example.org/onto/individual/ENSMUSG00000057337_CNSOverKidney>	"Chst3"
<http://example.org/onto/individual/ENSMUSG00000052563_CNSOverKidney>	"D930048N14Rik"
<http://example.org/onto/individual/ENSMUSG00000019734_CNSOverKidney>	"Tmc4"
<http://example.org/onto/individual/ENSMUSG00000003153_CNSOverKidney>	"Slc2a3"
<http://example.org/onto/individual/ENSMUSG00000062098_CNSOverKidney>	"Btbd3"
<http://example.org/onto/individual/ENSMUSG00000078234_CNSOverKidney>	"Klhdc7a"
<http://example.org/onto/individual/ENSMUSG00000006281_CNSOverKidney>	"Tep1"
<http://example.org/onto/individual/ENSMUSG00000006386_CNSOverKidney>	"Tek"
<http://example.org/onto/individual/ENSMUSG00000034987_CNSOverKidney>	"Hrh2"
<http://example.org/onto/individual/ENSMUSG00000031451_CNSOverKidney>	"Gas6"
<http://example.org/onto/individual/ENSMUSG00000105547_CNSOverKidney>	"Iglc3"
<http://example.org/onto/individual/ENSMUSG00000080058_CNSOverKidney>	"Gm11175"
<http://example.org/onto/individual/ENSMUSG00000019539_CNSOverKidney>	"Rcn3"
<http://example.org/onto/individual/ENSMUSG00000031398_CNSOverKidney>	"Plxna3"
<http://example.org/onto/individual/ENSMUSG00000020183_CNSOverKidney>	"Cpm"
<http://example.org/onto/individual/ENSMUSG00000007379_CNSOverKidney>	"Dennd2c"
<http://example.org/onto/individual/ENSMUSG00000034430_CNSOverKidney>	"Zxdc"
<http://example.org/onto/individual/ENSMUSG00000041272_CNSOverKidney>	"Tox"
<http://example.org/onto/individual/ENSMUSG00000041046_CNSOverKidney>	"Ramp3"
<http://example.org/onto/individual/ENSMUSG00000061132_CNSOverKidney>	"Blnk"
<http://example.org/onto/individual/ENSMUSG00000024011_CNSOverKidney>	"Pi16"
<http://example.org/onto/individual/ENSMUSG00000039062_CNSOverKidney>	"Anpep"
<http://example.org/onto/individual/ENSMUSG00000038644_CNSOverKidney>	"Pold1"
<http://example.org/onto/individual/ENSMUSG00000008136_CNSOverKidney>	"Fhl2"
<http://example.org/onto/individual/ENSMUSG00000049103_CNSOverKidney>	"Ccr2"
<http://example.org/onto/individual/ENSMUSG00000079481_CNSOverKidney>	"Nhsl2"
<http://example.org/onto/individual/ENSMUSG00000000627_CNSOverKidney>	"Sema4f"
<http://example.org/onto/individual/ENSMUSG00000016128_CNSOverKidney>	"Stard13"
<http://example.org/onto/individual/ENSMUSG00000028716_CNSOverKidney>	"Pdzk1ip1"
<http://example.org/onto/individual/ENSMUSG00000025165_CNSOverKidney>	"Sectm1a"
<http://example.org/onto/individual/ENSMUSG00000017309_CNSOverKidney>	"Cd300lg"
<http://example.org/onto/individual/ENSMUSG00000049532_CNSOverKidney>	"Sall2"
<http://example.org/onto/individual/ENSMUSG00000001552_CNSOverKidney>	"Jup"
<http://example.org/onto/individual/ENSMUSG00000044156_CNSOverKidney>	"Hepacam2"
<http://example.org/onto/individual/ENSMUSG00000042523_CNSOverKidney>	"Dnal1"
<http://example.org/onto/individual/ENSMUSG00000032883_CNSOverKidney>	"Acsl3"
<http://example.org/onto/individual/ENSMUSG00000076934_CNSOverKidney>	"Iglv1"
<http://example.org/onto/individual/ENSMUSG00000029410_CNSOverKidney>	"Ppef2"
<http://example.org/onto/individual/ENSMUSG00000047880_CNSOverKidney>	"Cxcr5"
<http://example.org/onto/individual/ENSMUSG00000022508_CNSOverKidney>	"Bcl6"
<http://example.org/onto/individual/ENSMUSG00000032402_CNSOverKidney>	"Smad3"
<http://example.org/onto/individual/ENSMUSG00000004709_CNSOverKidney>	"Cd244"
<http://example.org/onto/individual/ENSMUSG00000021725_CNSOverKidney>	"Parp8"
<http://example.org/onto/individual/ENSMUSG00000039109_CNSOverKidney>	"F13a1"
<http://example.org/onto/individual/ENSMUSG00000051790_CNSOverKidney>	"Nlgn2"
<http://example.org/onto/individual/ENSMUSG00000033147_CNSOverKidney>	"Slc22a15"
<http://example.org/onto/individual/ENSMUSG00000025964_CNSOverKidney>	"Adam23"
<http://example.org/onto/individual/ENSMUSG00000031530_CNSOverKidney>	"Dusp4"
<http://example.org/onto/individual/ENSMUSG00000054690_CNSOverKidney>	"Emcn"
<http://example.org/onto/individual/ENSMUSG00000026649_CNSOverKidney>	"Cfap126"
<http://example.org/onto/individual/ENSMUSG00000025608_CNSOverKidney>	"Podxl"
<http://example.org/onto/individual/ENSMUSG00000090077_CNSOverKidney>	"Lime1"
<http://example.org/onto/individual/ENSMUSG00000000308_CNSOverKidney>	"Ckmt1"
<http://example.org/onto/individual/ENSMUSG00000049892_CNSOverKidney>	"Rasd1"
<http://example.org/onto/individual/ENSMUSG00000023013_CNSOverKidney>	"Aqp2"
<http://example.org/onto/individual/ENSMUSG00000078616_CNSOverKidney>	"Trim30c"
<http://example.org/onto/individual/ENSMUSG00000062300_CNSOverKidney>	"Pvrl2"
<http://example.org/onto/individual/ENSMUSG00000068417_CNSOverKidney>	"Pnp2"
<http://example.org/onto/individual/ENSMUSG00000037960_CNSOverKidney>	"1110007C09Rik"
<http://example.org/onto/individual/ENSMUSG00000029049_CNSOverKidney>	"Morn1"
<http://example.org/onto/individual/ENSMUSG00000054263_CNSOverKidney>	"Lifr"
<http://example.org/onto/individual/ENSMUSG00000022122_CNSOverKidney>	"Ednrb"
<http://example.org/onto/individual/ENSMUSG00000026915_CNSOverKidney>	"Strbp"
<http://example.org/onto/individual/ENSMUSG00000009647_CNSOverKidney>	"Mcu"
<http://example.org/onto/individual/ENSMUSG00000026811_CNSOverKidney>	"St6galnac6"
<http://example.org/onto/individual/ENSMUSG00000030029_CNSOverKidney>	"Lrig1"
<http://example.org/onto/individual/ENSMUSG00000055044_CNSOverKidney>	"Pdlim1"
<http://example.org/onto/individual/ENSMUSG00000028923_CNSOverKidney>	"Necap2"
<http://example.org/onto/individual/ENSMUSG00000041538_CNSOverKidney>	"H2-Ob"
<http://example.org/onto/individual/ENSMUSG00000007039_CNSOverKidney>	"Ddah2"
<http://example.org/onto/individual/ENSMUSG00000031906_CNSOverKidney>	"Smpd3"
<http://example.org/onto/individual/ENSMUSG00000062991_CNSOverKidney>	"Nrg1"
<http://example.org/onto/individual/ENSMUSG00000015316_CNSOverKidney>	"Slamf1"
<http://example.org/onto/individual/ENSMUSG00000008193_CNSOverKidney>	"Spib"
<http://example.org/onto/individual/ENSMUSG00000050395_CNSOverKidney>	"Tnfsf15"
<http://example.org/onto/individual/ENSMUSG00000017774_CNSOverKidney>	"Myo1c"
<http://example.org/onto/individual/ENSMUSG00000004552_CNSOverKidney>	"Ctse"
<http://example.org/onto/individual/ENSMUSG00000031431_CNSOverKidney>	"Tsc22d3"
<http://example.org/onto/individual/ENSMUSG00000023903_CNSOverKidney>	"Mmp25"
<http://example.org/onto/individual/ENSMUSG00000022515_CNSOverKidney>	"Anks3"
<http://example.org/onto/individual/ENSMUSG00000006269_CNSOverKidney>	"Atp6v1b1"
<http://example.org/onto/individual/ENSMUSG00000035561_CNSOverKidney>	"Aldh1b1"
<http://example.org/onto/individual/ENSMUSG00000053886_CNSOverKidney>	"Sh2d4a"
<http://example.org/onto/individual/ENSMUSG00000024210_CNSOverKidney>	"Ip6k3"
<http://example.org/onto/individual/ENSMUSG00000012819_CNSOverKidney>	"Cdh23"
<http://example.org/onto/individual/ENSMUSG00000028245_CNSOverKidney>	"Nsmaf"
<http://example.org/onto/individual/ENSMUSG00000025225_CNSOverKidney>	"Nfkb2"
<http://example.org/onto/individual/ENSMUSG00000050912_CNSOverKidney>	"Tmem123"
<http://example.org/onto/individual/ENSMUSG00000020388_CNSOverKidney>	"Pdlim4"
<http://example.org/onto/individual/ENSMUSG00000041658_CNSOverKidney>	"Rragb"
<http://example.org/onto/individual/ENSMUSG00000060579_CNSOverKidney>	"Fhit"
<http://example.org/onto/individual/ENSMUSG00000027800_CNSOverKidney>	"Tm4sf1"
<http://example.org/onto/individual/ENSMUSG00000045672_CNSOverKidney>	"Col27a1"
<http://example.org/onto/individual/ENSMUSG00000094797_CNSOverKidney>	"Igkv6-15"
<http://example.org/onto/individual/ENSMUSG00000024334_CNSOverKidney>	"H2-Oa"
<http://example.org/onto/individual/ENSMUSG00000021880_CNSOverKidney>	"Rnase6"
<http://example.org/onto/individual/ENSMUSG00000067924_CNSOverKidney>	"Cxx1b"
<http://example.org/onto/individual/ENSMUSG00000033066_CNSOverKidney>	"Gas7"
<http://example.org/onto/individual/ENSMUSG00000030108_CNSOverKidney>	"Slc6a13"
<http://example.org/onto/individual/ENSMUSG00000026837_CNSOverKidney>	"Col5a1"
<http://example.org/onto/individual/ENSMUSG00000092060_CNSOverKidney>	"Bend4"
<http://example.org/onto/individual/ENSMUSG00000041439_CNSOverKidney>	"Mfsd6"
<http://example.org/onto/individual/ENSMUSG00000025265_CNSOverKidney>	"Fgd1"
<http://example.org/onto/individual/ENSMUSG00000070000_CNSOverKidney>	"Fcho1"
<http://example.org/onto/individual/ENSMUSG00000001053_CNSOverKidney>	"N4bp3"
<http://example.org/onto/individual/ENSMUSG00000055809_CNSOverKidney>	"Dnaaf3"
<http://example.org/onto/individual/ENSMUSG00000048332_CNSOverKidney>	"Lhfp"
<http://example.org/onto/individual/ENSMUSG00000066894_CNSOverKidney>	"Vsig10"
<http://example.org/onto/individual/ENSMUSG00000020396_CNSOverKidney>	"Nefh"
<http://example.org/onto/individual/ENSMUSG00000048376_CNSOverKidney>	"F2r"
<http://example.org/onto/individual/ENSMUSG00000038587_CNSOverKidney>	"Akap12"
<http://example.org/onto/individual/ENSMUSG00000027359_CNSOverKidney>	"Slc27a2"
<http://example.org/onto/individual/ENSMUSG00000029149_CNSOverKidney>	"Krtcap3"
<http://example.org/onto/individual/ENSMUSG00000022048_CNSOverKidney>	"Dpysl2"
<http://example.org/onto/individual/ENSMUSG00000021298_CNSOverKidney>	"Gpr132"
<http://example.org/onto/individual/ENSMUSG00000023039_CNSOverKidney>	"Krt7"
<http://example.org/onto/individual/ENSMUSG00000079165_CNSOverKidney>	"Sap25"
<http://example.org/onto/individual/ENSMUSG00000034959_CNSOverKidney>	"5031414D18Rik"
<http://example.org/onto/individual/ENSMUSG00000052435_CNSOverKidney>	"Cebpe"
<http://example.org/onto/individual/ENSMUSG00000030688_CNSOverKidney>	"Stard10"
<http://example.org/onto/individual/ENSMUSG00000033949_CNSOverKidney>	"Trim36"
<http://example.org/onto/individual/ENSMUSG00000028399_CNSOverKidney>	"Ptprd"
<http://example.org/onto/individual/ENSMUSG00000029413_CNSOverKidney>	"Naaa"
<http://example.org/onto/individual/ENSMUSG00000032340_CNSOverKidney>	"Neo1"
<http://example.org/onto/individual/ENSMUSG00000030990_CNSOverKidney>	"Pgap2"
<http://example.org/onto/individual/ENSMUSG00000022148_CNSOverKidney>	"Fyb"
<http://example.org/onto/individual/ENSMUSG00000036019_CNSOverKidney>	"Tmtc2"
<http://example.org/onto/individual/ENSMUSG00000041649_CNSOverKidney>	"Klf8"
<http://example.org/onto/individual/ENSMUSG00000051220_CNSOverKidney>	"Ercc6l"
<http://example.org/onto/individual/ENSMUSG00000020427_CNSOverKidney>	"Igfbp3"
<http://example.org/onto/individual/ENSMUSG00000031495_CNSOverKidney>	"Cd209d"
<http://example.org/onto/individual/ENSMUSG00000028100_CNSOverKidney>	"Nudt17"
<http://example.org/onto/individual/ENSMUSG00000039395_CNSOverKidney>	"Mreg"
<http://example.org/onto/individual/ENSMUSG00000042333_CNSOverKidney>	"Tnfrsf14"
<http://example.org/onto/individual/ENSMUSG00000091144_CNSOverKidney>	"Phf11c"
<http://example.org/onto/individual/ENSMUSG00000058488_CNSOverKidney>	"Kl"
<http://example.org/onto/individual/ENSMUSG00000026873_CNSOverKidney>	"Phf19"
<http://example.org/onto/individual/ENSMUSG00000015937_CNSOverKidney>	"H2afy"
<http://example.org/onto/individual/ENSMUSG00000000782_CNSOverKidney>	"Tcf7"
<http://example.org/onto/individual/ENSMUSG00000022438_CNSOverKidney>	"Parvb"
<http://example.org/onto/individual/ENSMUSG00000047631_CNSOverKidney>	"Apof"
<http://example.org/onto/individual/ENSMUSG00000040270_CNSOverKidney>	"Bach2"
<http://example.org/onto/individual/ENSMUSG00000037991_CNSOverKidney>	"Rmi2"
<http://example.org/onto/individual/ENSMUSG00000034573_CNSOverKidney>	"Ptpn13"
<http://example.org/onto/individual/ENSMUSG00000030963_CNSOverKidney>	"Umod"
<http://example.org/onto/individual/ENSMUSG00000029299_CNSOverKidney>	"Abcg3"
<http://example.org/onto/individual/ENSMUSG00000041189_CNSOverKidney>	"Chrnb1"
<http://example.org/onto/individual/ENSMUSG00000043587_CNSOverKidney>	"Pxylp1"
<http://example.org/onto/individual/ENSMUSG00000001334_CNSOverKidney>	"Fndc5"
<http://example.org/onto/individual/ENSMUSG00000034317_CNSOverKidney>	"Trim59"
<http://example.org/onto/individual/ENSMUSG00000010066_CNSOverKidney>	"Cacna2d2"
<http://example.org/onto/individual/ENSMUSG00000018821_CNSOverKidney>	"Avpi1"
<http://example.org/onto/individual/ENSMUSG00000054252_CNSOverKidney>	"Fgfr3"
<http://example.org/onto/individual/ENSMUSG00000030154_CNSOverKidney>	"Klrb1f"
<http://example.org/onto/individual/ENSMUSG00000079003_CNSOverKidney>	"Samd1"
<http://example.org/onto/individual/ENSMUSG00000048852_CNSOverKidney>	"Gm12185"
<http://example.org/onto/individual/ENSMUSG00000039741_CNSOverKidney>	"Bahcc1"
<http://example.org/onto/individual/ENSMUSG00000002489_CNSOverKidney>	"Tiam1"
<http://example.org/onto/individual/ENSMUSG00000030107_CNSOverKidney>	"Usp18"
<http://example.org/onto/individual/ENSMUSG00000094806_CNSOverKidney>	"Cyp2d10"
<http://example.org/onto/individual/ENSMUSG00000029101_CNSOverKidney>	"Rgs12"
<http://example.org/onto/individual/ENSMUSG00000001062_CNSOverKidney>	"Vps9d1"
<http://example.org/onto/individual/ENSMUSG00000038421_CNSOverKidney>	"Fcrla"
<http://example.org/onto/individual/ENSMUSG00000071042_CNSOverKidney>	"Rasgrp3"
<http://example.org/onto/individual/ENSMUSG00000014329_CNSOverKidney>	"Bicc1"
<http://example.org/onto/individual/ENSMUSG00000015647_CNSOverKidney>	"Lama5"
<http://example.org/onto/individual/ENSMUSG00000039908_CNSOverKidney>	"Slc26a11"
<http://example.org/onto/individual/ENSMUSG00000074063_CNSOverKidney>	"Osgin1"
<http://example.org/onto/individual/ENSMUSG00000031486_CNSOverKidney>	"Adgra2"
<http://example.org/onto/individual/ENSMUSG00000038521_CNSOverKidney>	"C1s1"
<http://example.org/onto/individual/ENSMUSG00000037375_CNSOverKidney>	"Hhat"
<http://example.org/onto/individual/ENSMUSG00000022014_CNSOverKidney>	"Epsti1"
<http://example.org/onto/individual/ENSMUSG00000030340_CNSOverKidney>	"Scnn1a"
<http://example.org/onto/individual/ENSMUSG00000026815_CNSOverKidney>	"Gfi1b"
<http://example.org/onto/individual/ENSMUSG00000050350_CNSOverKidney>	"Gpr18"
<http://example.org/onto/individual/ENSMUSG00000026407_CNSOverKidney>	"Cacna1s"
<http://example.org/onto/individual/ENSMUSG00000046572_CNSOverKidney>	"Zfp518b"
<http://example.org/onto/individual/ENSMUSG00000040820_CNSOverKidney>	"Hlcs"
<http://example.org/onto/individual/ENSMUSG00000023791_CNSOverKidney>	"Pigx"
<http://example.org/onto/individual/ENSMUSG00000040350_CNSOverKidney>	"Trim7"
<http://example.org/onto/individual/ENSMUSG00000004837_CNSOverKidney>	"Grap"
<http://example.org/onto/individual/ENSMUSG00000031799_CNSOverKidney>	"Tpm4"
<http://example.org/onto/individual/ENSMUSG00000031024_CNSOverKidney>	"St5"
<http://example.org/onto/individual/ENSMUSG00000003882_CNSOverKidney>	"Il7r"
<http://example.org/onto/individual/ENSMUSG00000026782_CNSOverKidney>	"Abi2"
<http://example.org/onto/individual/ENSMUSG00000020422_CNSOverKidney>	"Tns3"
<http://example.org/onto/individual/ENSMUSG00000007216_CNSOverKidney>	"Zfp775"
<http://example.org/onto/individual/ENSMUSG00000024397_CNSOverKidney>	"Aif1"
<http://example.org/onto/individual/ENSMUSG00000024664_CNSOverKidney>	"Fads3"
<http://example.org/onto/individual/ENSMUSG00000051435_CNSOverKidney>	"Fhad1"
<http://example.org/onto/individual/ENSMUSG00000071708_CNSOverKidney>	"Sms"
<http://example.org/onto/individual/ENSMUSG00000032487_CNSOverKidney>	"Ptgs2"
<http://example.org/onto/individual/ENSMUSG00000059743_CNSOverKidney>	"Fdps"
<http://example.org/onto/individual/ENSMUSG00000042351_CNSOverKidney>	"Grap2"
<http://example.org/onto/individual/ENSMUSG00000079227_CNSOverKidney>	"Ccr5"
<http://example.org/onto/individual/ENSMUSG00000027669_CNSOverKidney>	"Gnb4"
<http://example.org/onto/individual/ENSMUSG00000027339_CNSOverKidney>	"Rassf2"
<http://example.org/onto/individual/ENSMUSG00000063659_CNSOverKidney>	"Zbtb18"
<http://example.org/onto/individual/ENSMUSG00000049580_CNSOverKidney>	"Tsku"
<http://example.org/onto/individual/ENSMUSG00000029797_CNSOverKidney>	"Sspo"
<http://example.org/onto/individual/ENSMUSG00000090019_CNSOverKidney>	"Gimap1"
<http://example.org/onto/individual/ENSMUSG00000030945_CNSOverKidney>	"Acsm2"
<http://example.org/onto/individual/ENSMUSG00000024395_CNSOverKidney>	"Lims2"
<http://example.org/onto/individual/ENSMUSG00000032758_CNSOverKidney>	"Kap"
<http://example.org/onto/individual/ENSMUSG00000000631_CNSOverKidney>	"Myo18a"
<http://example.org/onto/individual/ENSMUSG00000004947_CNSOverKidney>	"Dtx2"
<http://example.org/onto/individual/ENSMUSG00000022450_CNSOverKidney>	"Ndufa6"
<http://example.org/onto/individual/ENSMUSG00000073421_CNSOverKidney>	"H2-Ab1"
<http://example.org/onto/individual/ENSMUSG00000028222_CNSOverKidney>	"Calb1"
<http://example.org/onto/individual/ENSMUSG00000026479_CNSOverKidney>	"Lamc2"
<http://example.org/onto/individual/ENSMUSG00000026018_CNSOverKidney>	"Ica1l"
<http://example.org/onto/individual/ENSMUSG00000032578_CNSOverKidney>	"Cish"
<http://example.org/onto/individual/ENSMUSG00000050578_CNSOverKidney>	"Mmp13"
<http://example.org/onto/individual/ENSMUSG00000052151_CNSOverKidney>	"Ppap2c"
<http://example.org/onto/individual/ENSMUSG00000006362_CNSOverKidney>	"Cbfa2t3"
<http://example.org/onto/individual/ENSMUSG00000095325_CNSOverKidney>	"Zfp870"
<http://example.org/onto/individual/ENSMUSG00000026610_CNSOverKidney>	"Esrrg"
<http://example.org/onto/individual/ENSMUSG00000040165_CNSOverKidney>	"Cd209c"
<http://example.org/onto/individual/ENSMUSG00000019853_CNSOverKidney>	"Hebp2"
<http://example.org/onto/individual/ENSMUSG00000039167_CNSOverKidney>	"Adgrl4"
<http://example.org/onto/individual/ENSMUSG00000060600_CNSOverKidney>	"Eno3"
<http://example.org/onto/individual/ENSMUSG00000040699_CNSOverKidney>	"Limd2"
<http://example.org/onto/individual/ENSMUSG00000039206_CNSOverKidney>	"Daglb"
<http://example.org/onto/individual/ENSMUSG00000046480_CNSOverKidney>	"Scn4b"
<http://example.org/onto/individual/ENSMUSG00000003534_CNSOverKidney>	"Ddr1"
<http://example.org/onto/individual/ENSMUSG00000051980_CNSOverKidney>	"Casr"
<http://example.org/onto/individual/ENSMUSG00000004814_CNSOverKidney>	"Ccl24"
<http://example.org/onto/individual/ENSMUSG00000069919_CNSOverKidney>	"Hba-a1"
<http://example.org/onto/individual/ENSMUSG00000102843_CNSOverKidney>	"Serpinb10"
<http://example.org/onto/individual/ENSMUSG00000051379_CNSOverKidney>	"Flrt3"
<http://example.org/onto/individual/ENSMUSG00000001025_CNSOverKidney>	"S100a6"
<http://example.org/onto/individual/ENSMUSG00000015133_CNSOverKidney>	"Lrrk1"
<http://example.org/onto/individual/ENSMUSG00000013698_CNSOverKidney>	"Pea15a"
<http://example.org/onto/individual/ENSMUSG00000095595_CNSOverKidney>	"Fam177a"
<http://example.org/onto/individual/ENSMUSG00000029771_CNSOverKidney>	"Irf5"
<http://example.org/onto/individual/ENSMUSG00000020577_CNSOverKidney>	"Tspan13"
<http://example.org/onto/individual/ENSMUSG00000024743_CNSOverKidney>	"Syt7"
<http://example.org/onto/individual/ENSMUSG00000068699_CNSOverKidney>	"Flnc"
<http://example.org/onto/individual/ENSMUSG00000065987_CNSOverKidney>	"Cd209b"
<http://example.org/onto/individual/ENSMUSG00000013846_CNSOverKidney>	"St3gal1"
<http://example.org/onto/individual/ENSMUSG00000048442_CNSOverKidney>	"Smim5"
<http://example.org/onto/individual/ENSMUSG00000030770_CNSOverKidney>	"Parva"
<http://example.org/onto/individual/ENSMUSG00000020154_CNSOverKidney>	"Ptprb"
<http://example.org/onto/individual/ENSMUSG00000041552_CNSOverKidney>	"Ptchd1"
<http://example.org/onto/individual/ENSMUSG00000027544_CNSOverKidney>	"Nfatc2"
<http://example.org/onto/individual/ENSMUSG00000033669_CNSOverKidney>	"Zfp7"
<http://example.org/onto/individual/ENSMUSG00000021782_CNSOverKidney>	"Dlg5"
<http://example.org/onto/individual/ENSMUSG00000010142_CNSOverKidney>	"Tnfrsf13b"
<http://example.org/onto/individual/ENSMUSG00000027997_CNSOverKidney>	"Casp6"
<http://example.org/onto/individual/ENSMUSG00000032009_CNSOverKidney>	"Sesn3"
<http://example.org/onto/individual/ENSMUSG00000053338_CNSOverKidney>	"Tarm1"
<http://example.org/onto/individual/ENSMUSG00000035000_CNSOverKidney>	"Dpp4"
<http://example.org/onto/individual/ENSMUSG00000022351_CNSOverKidney>	"Sqle"
<http://example.org/onto/individual/ENSMUSG00000020309_CNSOverKidney>	"Chac2"
<http://example.org/onto/individual/ENSMUSG00000039116_CNSOverKidney>	"Adgrg6"
<http://example.org/onto/individual/ENSMUSG00000056458_CNSOverKidney>	"Mok"
<http://example.org/onto/individual/ENSMUSG00000054404_CNSOverKidney>	"Slfn5"
<http://example.org/onto/individual/ENSMUSG00000031015_CNSOverKidney>	"Swap70"
<http://example.org/onto/individual/ENSMUSG00000029829_CNSOverKidney>	"Tmem213"
<http://example.org/onto/individual/ENSMUSG00000035513_CNSOverKidney>	"Ntng2"
<http://example.org/onto/individual/ENSMUSG00000035547_CNSOverKidney>	"Capn5"
<http://example.org/onto/individual/ENSMUSG00000025491_CNSOverKidney>	"Ifitm1"
<http://example.org/onto/individual/ENSMUSG00000043873_CNSOverKidney>	"Chil5"
<http://example.org/onto/individual/ENSMUSG00000018909_CNSOverKidney>	"Arrb1"
<http://example.org/onto/individual/ENSMUSG00000037321_CNSOverKidney>	"Tap1"
<http://example.org/onto/individual/ENSMUSG00000054702_CNSOverKidney>	"Ap1s3"
<http://example.org/onto/individual/ENSMUSG00000036225_CNSOverKidney>	"Kctd1"
<http://example.org/onto/individual/ENSMUSG00000047428_CNSOverKidney>	"Dlk2"
<http://example.org/onto/individual/ENSMUSG00000038354_CNSOverKidney>	"Ankrd35"
<http://example.org/onto/individual/ENSMUSG00000022900_CNSOverKidney>	"Ildr1"
<http://example.org/onto/individual/ENSMUSG00000021384_CNSOverKidney>	"Susd3"
<http://example.org/onto/individual/ENSMUSG00000052013_CNSOverKidney>	"Btla"
<http://example.org/onto/individual/ENSMUSG00000044122_CNSOverKidney>	"Proca1"
<http://example.org/onto/individual/ENSMUSG00000044551_CNSOverKidney>	"9930012K11Rik"
<http://example.org/onto/individual/ENSMUSG00000059173_CNSOverKidney>	"Pde1a"
<http://example.org/onto/individual/ENSMUSG00000029254_CNSOverKidney>	"Stap1"
<http://example.org/onto/individual/ENSMUSG00000033965_CNSOverKidney>	"Slc16a2"
<http://example.org/onto/individual/ENSMUSG00000056091_CNSOverKidney>	"St3gal5"
<http://example.org/onto/individual/ENSMUSG00000090958_CNSOverKidney>	"Lrrc32"
<http://example.org/onto/individual/ENSMUSG00000033436_CNSOverKidney>	"Armcx2"
<http://example.org/onto/individual/ENSMUSG00000030792_CNSOverKidney>	"Dkkl1"
<http://example.org/onto/individual/ENSMUSG00000028617_CNSOverKidney>	"Lrrc42"
<http://example.org/onto/individual/ENSMUSG00000038437_CNSOverKidney>	"Mllt6"
<http://example.org/onto/individual/ENSMUSG00000073386_CNSOverKidney>	"9830107B12Rik"
<http://example.org/onto/individual/ENSMUSG00000024670_CNSOverKidney>	"Cd6"
<http://example.org/onto/individual/ENSMUSG00000026921_CNSOverKidney>	"Egfl7"
<http://example.org/onto/individual/ENSMUSG00000059336_CNSOverKidney>	"Slc14a1"
<http://example.org/onto/individual/ENSMUSG00000005950_CNSOverKidney>	"P2rx5"
<http://example.org/onto/individual/ENSMUSG00000045659_CNSOverKidney>	"Plekha7"
<http://example.org/onto/individual/ENSMUSG00000022332_CNSOverKidney>	"Khdrbs3"
